ax,ay,az,state,ultrasound,stepdetected
-0.091012,0.439444,0.937936,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.086620,0.406748,0.914756,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.079300,0.377224,0.927444,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.079788,0.406016,0.916464,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.065880,0.390644,0.893040,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.053436,0.371368,0.864736,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.053436,0.374540,0.868152,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.057340,0.373564,0.884988,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.059292,0.377224,0.892308,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.065636,0.369660,0.893040,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.068808,0.380640,0.917440,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.060512,0.386008,0.933544,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.056120,0.395768,0.941108,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.040748,0.367464,0.910608,LOOKING_FOR_MIN,0.520000,0
-0.044408,0.350628,0.902068,LOOKING_FOR_MIN,0.520000,0
-0.057828,0.351116,0.898408,LOOKING_FOR_MIN,0.520000,0
-0.069784,0.355996,0.914024,LOOKING_FOR_MIN,0.520000,0
-0.071980,0.360632,0.910608,LOOKING_FOR_MIN,0.520000,0
-0.072224,0.363072,0.914756,LOOKING_FOR_MIN,0.520000,0
-0.065880,0.358680,0.929396,LOOKING_FOR_MIN,0.520000,0
-0.074908,0.360388,0.954528,LOOKING_FOR_MIN,0.520000,0
-0.080032,0.382836,0.964532,LOOKING_FOR_MIN,0.520000,0
-0.078080,0.375760,0.956724,LOOKING_FOR_MIN,0.520000,0
-0.088816,0.389180,0.998204,LOOKING_FOR_MIN,0.520000,0
-0.096380,0.394304,1.000400,LOOKING_FOR_MIN,0.520000,0
-0.113460,0.399916,0.991128,LOOKING_FOR_MIN,0.520000,0
-0.147864,0.397232,0.945988,LOOKING_FOR_MIN,0.520000,0
-0.146156,0.394060,0.932568,LOOKING_FOR_MIN,0.520000,0
-0.145424,0.385032,0.914512,LOOKING_FOR_MIN,0.520000,0
-0.137616,0.373808,0.877668,LOOKING_FOR_MIN,0.520000,0
-0.132492,0.360876,0.859612,LOOKING_FOR_MIN,0.520000,0
-0.119560,0.355020,0.882548,LOOKING_FOR_MIN,0.520000,0
-0.143716,0.369904,0.900604,LOOKING_FOR_MIN,0.520000,0
-0.152012,0.376980,0.904752,LOOKING_FOR_MIN,0.520000,0
-0.167384,0.398452,0.903288,LOOKING_FOR_MIN,0.520000,0
-0.187880,0.394792,0.906216,LOOKING_FOR_MIN,0.520000,0
-0.199592,0.411872,0.918904,LOOKING_FOR_MIN,0.520000,0
-0.226920,0.437248,0.949160,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.205204,0.452864,0.924760,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.193492,0.456280,0.917928,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.149084,0.435296,0.880108,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.115412,0.439688,0.876692,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.105408,0.431880,0.872544,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.092720,0.437980,0.872056,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.093696,0.442372,0.886208,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.101992,0.438956,0.901336,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.104188,0.437248,0.913048,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.118584,0.434564,0.925248,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.124684,0.436516,0.928420,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.124196,0.448472,0.951600,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.078812,0.416264,0.930128,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.080276,0.419192,0.921588,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.080276,0.405284,0.915976,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.066612,0.390400,0.911340,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.060268,0.385764,0.931592,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.066612,0.396744,0.930128,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.068564,0.388936,0.911096,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.074420,0.384544,0.906704,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.121268,0.386008,0.935252,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.132248,0.393084,0.958676,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.142984,0.397476,0.952088,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.137128,0.395524,0.917440,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.128344,0.397964,0.912560,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.114680,0.390644,0.913048,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.122000,0.395036,0.932080,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.115168,0.385276,0.948428,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.113460,0.385032,0.943548,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.115168,0.365756,0.929152,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.108824,0.362584,0.927200,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.100772,0.362340,0.933788,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.087108,0.369172,0.996008,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.084180,0.368440,0.937204,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.085644,0.367952,0.938180,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.087108,0.375028,0.937936,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.080520,0.373808,0.938424,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.083204,0.370880,0.936472,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.071736,0.367220,0.917684,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.065148,0.353312,0.914268,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.062220,0.351116,0.917440,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.065636,0.342576,0.917684,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.068076,0.334036,0.901580,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.065392,0.331352,0.905240,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.060024,0.320860,0.918904,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.061488,0.318664,0.917928,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.083692,0.325252,0.935008,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.078324,0.328180,0.937448,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.075152,0.321592,0.947208,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.079788,0.322080,0.930372,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.078812,0.322812,0.946720,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.088328,0.322324,0.940620,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.087108,0.328912,0.957700,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.098332,0.334280,0.947452,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.098576,0.335012,0.947208,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.103700,0.345504,0.930128,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.098820,0.359412,0.923540,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.093208,0.351116,0.912560,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.084180,0.352092,0.903776,LOOKING_FOR_MIN,0.520000,1
-0.078568,0.342088,0.915000,LOOKING_FOR_MIN,0.520000,0
-0.081740,0.348676,0.913048,LOOKING_FOR_MIN,0.520000,0
-0.083692,0.372344,0.925004,LOOKING_FOR_MIN,0.520000,0
-0.119560,0.393328,0.911340,LOOKING_FOR_MIN,0.520000,0
-0.118584,0.402356,0.904996,LOOKING_FOR_MIN,0.520000,0
-0.119072,0.411384,0.893772,LOOKING_FOR_MIN,0.520000,0
-0.127856,0.437736,0.890112,LOOKING_FOR_MIN,0.520000,0
-0.124440,0.450668,0.893040,LOOKING_FOR_MIN,0.520000,0
-0.119072,0.451644,0.871080,LOOKING_FOR_MIN,0.520000,0
-0.100528,0.466040,0.886940,LOOKING_FOR_MIN,0.520000,0
-0.108336,0.454572,0.876936,LOOKING_FOR_MIN,0.520000,0
-0.115168,0.459208,0.880840,LOOKING_FOR_MIN,0.520000,0
-0.115412,0.459940,0.863516,LOOKING_FOR_MIN,0.520000,0
-0.116388,0.463600,0.868640,LOOKING_FOR_MIN,0.520000,0
-0.114680,0.476532,0.895724,LOOKING_FOR_MIN,0.520000,0
-0.094672,0.475312,0.895236,LOOKING_FOR_MIN,0.520000,0
-0.082228,0.475556,0.898164,LOOKING_FOR_MIN,0.520000,0
-0.081496,0.452620,0.894016,LOOKING_FOR_MIN,0.520000,0
-0.098088,0.439200,0.913536,LOOKING_FOR_MIN,0.520000,0
-0.101016,0.443592,0.908656,LOOKING_FOR_MIN,0.520000,0
-0.088328,0.416508,0.895724,LOOKING_FOR_MIN,0.520000,0
-0.078324,0.411140,0.904264,LOOKING_FOR_MIN,0.520000,0
-0.079056,0.417972,0.907436,LOOKING_FOR_MIN,0.520000,0
-0.071492,0.417972,0.919392,LOOKING_FOR_MIN,0.520000,0
-0.073444,0.412116,0.920124,LOOKING_FOR_MIN,0.520000,0
-0.079056,0.421144,0.932568,LOOKING_FOR_MIN,0.520000,0
-0.092964,0.421144,0.931104,LOOKING_FOR_MIN,0.520000,0
-0.094672,0.406016,0.909876,LOOKING_FOR_MIN,0.520000,0
-0.096624,0.398696,0.901092,LOOKING_FOR_MIN,0.520000,0
-0.102724,0.407724,0.907680,LOOKING_FOR_MIN,0.520000,0
-0.097356,0.402844,0.889868,LOOKING_FOR_MIN,0.520000,0
-0.095404,0.396500,0.884256,LOOKING_FOR_MIN,0.520000,0
-0.094184,0.388204,0.891088,LOOKING_FOR_MIN,0.520000,0
-0.115412,0.378688,0.884744,LOOKING_FOR_MIN,0.520000,0
-0.112484,0.384056,0.900848,LOOKING_FOR_MIN,0.520000,0
-0.123220,0.386740,0.946232,LOOKING_FOR_MIN,0.520000,0
-0.173484,0.387472,0.960140,LOOKING_FOR_MIN,0.520000,0
-0.175436,0.383080,0.961848,LOOKING_FOR_MIN,0.520000,0
-0.172996,0.361364,0.945744,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.149328,0.273768,0.925492,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.138836,0.270352,0.933300,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.121024,0.281576,0.952332,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.143472,0.301584,0.964532,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.156892,0.307684,0.974780,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.230824,0.343552,0.963068,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.251808,0.357948,0.963312,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.264496,0.382104,0.940620,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.239364,0.377468,0.942328,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.196176,0.364536,0.950624,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.191052,0.366000,0.945988,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.174948,0.344284,0.939400,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.142496,0.295484,0.932324,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.146156,0.297192,0.943060,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.160552,0.297192,0.962580,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.213500,0.321104,0.973072,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.228384,0.320860,0.966728,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.226676,0.326472,0.967948,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.221552,0.332816,0.965020,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.208864,0.335988,0.961360,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.183000,0.326960,0.967704,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.183000,0.312808,0.970144,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.189588,0.317200,0.974048,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.191052,0.309880,1.011380,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.210816,0.314516,0.931348,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.218136,0.305976,0.943304,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.226432,0.295484,0.957212,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.197152,0.312320,0.967704,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.194956,0.301096,0.961116,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.189832,0.280356,0.947452,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.186904,0.289140,0.948184,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.177144,0.288408,0.934276,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.175924,0.294020,0.941352,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.179584,0.299632,0.914024,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.170556,0.289140,0.913780,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.170068,0.297192,0.935740,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.182512,0.300852,0.943304,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.193736,0.311344,0.942084,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.185196,0.317444,0.930372,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.181780,0.311100,0.925492,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.182024,0.310612,0.923052,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.175680,0.309880,0.944524,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.159332,0.308660,0.940376,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.151768,0.301096,0.937936,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.155916,0.290116,0.923052,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.153476,0.274988,0.918172,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.155916,0.271084,0.930372,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.159576,0.276696,0.931836,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.153964,0.271816,0.938912,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.155428,0.268644,0.934520,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.160552,0.267424,0.938912,LOOKING_FOR_MIN,0.520000,0
-0.147620,0.269376,0.939888,LOOKING_FOR_MIN,0.520000,0
-0.143472,0.269620,0.947452,LOOKING_FOR_MIN,0.520000,0
-0.142984,0.274500,0.956236,LOOKING_FOR_MIN,0.520000,0
-0.128100,0.271816,0.970144,LOOKING_FOR_MIN,0.520000,0
-0.129320,0.280356,0.955748,LOOKING_FOR_MIN,0.520000,0
-0.125172,0.273524,0.971608,LOOKING_FOR_MIN,0.520000,0
-0.133224,0.277184,0.964532,LOOKING_FOR_MIN,0.520000,0
-0.132736,0.274256,0.978196,LOOKING_FOR_MIN,0.520000,0
-0.136396,0.272548,0.976000,LOOKING_FOR_MIN,0.520000,0
-0.139812,0.269864,0.962580,LOOKING_FOR_MIN,0.520000,0
-0.135420,0.258640,0.958188,LOOKING_FOR_MIN,0.520000,0
-0.133712,0.270108,0.963800,LOOKING_FOR_MIN,0.520000,0
-0.126392,0.261812,0.956968,LOOKING_FOR_MIN,0.520000,0
-0.148352,0.277184,0.951600,LOOKING_FOR_MIN,0.520000,0
-0.149816,0.278404,0.950380,LOOKING_FOR_MIN,0.520000,0
-0.154208,0.282796,0.953552,LOOKING_FOR_MIN,0.520000,0
-0.142740,0.305244,0.960872,LOOKING_FOR_MIN,0.520000,0
-0.139568,0.302560,0.957944,LOOKING_FOR_MIN,0.520000,0
-0.137860,0.297680,0.970876,LOOKING_FOR_MIN,0.520000,0
-0.121268,0.307196,0.961116,LOOKING_FOR_MIN,0.520000,0
-0.116876,0.304512,0.955016,LOOKING_FOR_MIN,0.520000,0
-0.097356,0.294020,0.964288,LOOKING_FOR_MIN,0.520000,0
-0.078080,0.303048,0.973804,LOOKING_FOR_MIN,0.520000,0
-0.074664,0.305732,0.974780,LOOKING_FOR_MIN,0.520000,0
-0.079788,0.303292,0.975268,LOOKING_FOR_MIN,0.520000,0
-0.055632,0.287188,0.972096,LOOKING_FOR_MIN,0.520000,0
-0.048068,0.280844,0.976244,LOOKING_FOR_MIN,0.520000,0
-0.042456,0.296704,0.987712,LOOKING_FOR_MIN,0.520000,0
-0.045140,0.289140,1.000400,LOOKING_FOR_MIN,0.520000,0
-0.048556,0.303048,0.996740,LOOKING_FOR_MIN,0.520000,0
-0.038308,0.303536,0.991860,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.030744,0.346724,0.999180,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.025864,0.337208,0.980636,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.021228,0.352824,0.938180,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.024644,0.337940,0.919392,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.024644,0.339160,0.908168,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.017812,0.339404,0.909632,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.023424,0.323788,0.902068,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.026352,0.325008,0.909144,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.030500,0.334036,0.903288,LOOKING_FOR_MIN,0.520000,0
-0.029280,0.325496,0.898408,LOOKING_FOR_MIN,0.520000,0
-0.026108,0.320616,0.897676,LOOKING_FOR_MIN,0.520000,0
-0.022936,0.295972,0.925004,LOOKING_FOR_MIN,0.520000,0
-0.031476,0.283772,0.957212,LOOKING_FOR_MIN,0.520000,0
-0.040748,0.282308,0.968924,LOOKING_FOR_MIN,0.520000,0
-0.048556,0.274500,0.976732,LOOKING_FOR_MIN,0.520000,0
-0.054900,0.271084,0.965508,LOOKING_FOR_MIN,0.520000,0
-0.050752,0.264496,0.959408,LOOKING_FOR_MIN,0.520000,0
-0.031964,0.272060,0.965508,LOOKING_FOR_MIN,0.520000,0
-0.029524,0.276452,0.955016,LOOKING_FOR_MIN,0.520000,0
-0.027084,0.272304,0.940132,LOOKING_FOR_MIN,0.520000,0
-0.027572,0.263276,0.934520,LOOKING_FOR_MIN,0.520000,0
-0.030744,0.270840,0.915000,LOOKING_FOR_MIN,0.520000,0
-0.020740,0.277672,0.913048,LOOKING_FOR_MIN,0.520000,0
-0.017568,0.276208,0.910364,LOOKING_FOR_MIN,0.520000,0
0.007564,0.299388,0.949648,LOOKING_FOR_MIN,0.520000,0
0.001464,0.298900,0.964044,LOOKING_FOR_MIN,0.520000,0
-0.002684,0.321836,0.979416,LOOKING_FOR_MIN,0.520000,0
0.004392,0.328668,0.994300,LOOKING_FOR_MIN,0.520000,0
0.008296,0.325008,0.995520,LOOKING_FOR_MIN,0.520000,0
0.005368,0.308416,0.963556,LOOKING_FOR_MIN,0.520000,0
-0.001952,0.312320,0.986492,LOOKING_FOR_MIN,0.520000,0
-0.009028,0.309148,0.985516,LOOKING_FOR_MIN,0.520000,0
-0.044408,0.326716,1.020652,LOOKING_FOR_MIN,0.520000,0
-0.045872,0.326472,1.026752,LOOKING_FOR_MIN,0.520000,0
-0.039284,0.307928,0.999668,LOOKING_FOR_MIN,0.520000,0
-0.013908,0.267424,1.038464,LOOKING_FOR_MIN,0.520000,0
-0.035380,0.260348,1.034560,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.027572,0.250832,1.034316,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.028792,0.269864,1.202188,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.195932,0.374052,1.151192,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.193492,0.367220,1.202188,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.293288,0.269132,1.093608,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.278648,0.213012,1.074332,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.268400,0.214232,1.064084,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.182512,0.209108,1.009916,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.092476,0.181048,1.000644,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.080764,0.201300,0.978440,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.083204,0.213744,0.999424,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.135176,0.232776,0.974780,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.174460,0.235948,0.979904,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.187148,0.235948,0.924272,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.174948,0.211060,0.932568,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.169824,0.219600,0.926224,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.155916,0.169580,0.885476,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.037820,0.157380,0.846436,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.020740,0.151036,0.826184,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.010492,0.155428,0.819840,LOOKING_FOR_SECOND_MAX,0.520000,0
0.001220,0.184952,0.796416,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.004880,0.190076,0.818620,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.023424,0.213988,0.823988,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.026108,0.181780,0.865468,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.034404,0.209108,0.870348,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.033428,0.217160,0.923052,LOOKING_FOR_MIN,0.520000,0
-0.035380,0.202764,0.946232,LOOKING_FOR_MIN,0.520000,0
-0.023424,0.205448,0.943060,LOOKING_FOR_MIN,0.520000,0
0.001708,0.232776,0.948672,LOOKING_FOR_MIN,0.520000,0
0.030256,0.225456,0.923296,LOOKING_FOR_MIN,0.520000,0
0.039528,0.225456,0.904264,LOOKING_FOR_MIN,0.520000,0
0.056852,0.131760,0.883524,LOOKING_FOR_MIN,0.520000,0
0.088572,0.179828,0.911828,LOOKING_FOR_MIN,0.520000,0
0.082716,0.181048,0.929396,LOOKING_FOR_MIN,0.520000,0
0.049532,0.198128,0.928664,LOOKING_FOR_MIN,0.520000,0
0.064416,0.208132,0.962824,LOOKING_FOR_MIN,0.520000,0
0.061732,0.213988,0.967460,LOOKING_FOR_MIN,0.520000,0
0.048556,0.223260,0.974536,LOOKING_FOR_MIN,0.520000,0
0.035380,0.245708,1.016992,LOOKING_FOR_MIN,0.520000,0
0.031476,0.248636,1.016016,LOOKING_FOR_MIN,0.520000,0
0.019520,0.277428,1.043588,LOOKING_FOR_MIN,0.520000,0
-0.039528,0.344528,1.074820,LOOKING_FOR_MIN,0.520000,0
-0.037088,0.264740,1.071648,LOOKING_FOR_MIN,0.520000,0
-0.049776,0.322568,1.079700,LOOKING_FOR_MIN,0.520000,0
-0.027572,0.301340,1.094828,LOOKING_FOR_MIN,0.520000,0
-0.015616,0.282796,1.079700,LOOKING_FOR_MIN,0.520000,0
-0.057340,0.353800,1.215120,LOOKING_FOR_MIN,0.520000,0
-0.104920,0.460184,1.216828,LOOKING_FOR_MIN,0.520000,0
-0.133224,0.461892,1.228540,LOOKING_FOR_MIN,0.520000,0
-0.225212,0.459696,1.245132,LOOKING_FOR_MIN,0.520000,0
-0.168604,0.333060,0.985760,LOOKING_FOR_MIN,0.520000,0
-0.134932,0.291824,0.964288,LOOKING_FOR_MIN,0.520000,0
-0.040992,0.228628,0.963068,LOOKING_FOR_MIN,0.520000,0
-0.091744,0.281332,0.961360,LOOKING_FOR_MIN,0.520000,0
-0.106384,0.284992,0.970632,LOOKING_FOR_MIN,0.520000,0
-0.086620,0.283772,0.941840,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.152500,0.294020,0.892796,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.192516,0.287920,0.877912,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.251320,0.283040,0.883280,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.176656,0.275720,0.854732,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.131272,0.281088,0.881572,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.090280,0.281332,0.911340,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.083692,0.282552,0.886208,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.050020,0.265716,0.878888,LOOKING_FOR_SECOND_MAX,0.520000,0
0.034404,0.219600,0.833748,LOOKING_FOR_SECOND_MAX,0.520000,0
0.016836,0.215696,0.818376,LOOKING_FOR_SECOND_MAX,0.520000,0
0.003172,0.229604,0.815692,LOOKING_FOR_SECOND_MAX,0.520000,0
0.030500,0.272304,0.867420,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.031964,0.145668,0.855220,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.033184,0.125172,0.826428,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.010980,0.218868,0.853512,LOOKING_FOR_MIN,0.520000,0
-0.012932,0.190808,0.889380,LOOKING_FOR_MIN,0.520000,0
-0.010736,0.205936,0.907192,LOOKING_FOR_MIN,0.520000,0
0.005856,0.237900,0.934764,LOOKING_FOR_MIN,0.520000,0
0.061000,0.261812,0.923784,LOOKING_FOR_MIN,0.520000,0
0.081740,0.264984,0.933544,LOOKING_FOR_MIN,0.520000,0
0.101016,0.228872,0.862296,LOOKING_FOR_MIN,0.520000,0
0.123952,0.259616,0.894016,LOOKING_FOR_MIN,0.520000,0
0.135664,0.196176,0.869372,LOOKING_FOR_MIN,0.520000,0
0.129076,0.125416,0.831552,LOOKING_FOR_MIN,0.520000,0
0.105652,0.223260,0.906948,LOOKING_FOR_MIN,0.520000,0
0.112240,0.226432,0.917928,LOOKING_FOR_MIN,0.520000,0
0.083204,0.214720,0.996008,LOOKING_FOR_MIN,0.520000,0
0.065148,0.239608,1.007476,LOOKING_FOR_MIN,0.520000,0
0.063196,0.251076,1.006500,LOOKING_FOR_MIN,0.520000,0
0.024156,0.291824,1.037244,LOOKING_FOR_MIN,0.520000,0
0.013664,0.283040,1.055788,LOOKING_FOR_MIN,0.520000,0
0.006344,0.291092,1.045540,LOOKING_FOR_MIN,0.520000,0
0.009028,0.276208,1.058228,LOOKING_FOR_MIN,0.520000,0
0.052948,0.208376,1.049200,LOOKING_FOR_MIN,0.520000,0
0.096624,0.198616,1.065792,LOOKING_FOR_MIN,0.520000,0
0.145180,0.243268,1.185840,LOOKING_FOR_MIN,0.520000,0
0.079544,0.396256,1.275876,LOOKING_FOR_MIN,0.520000,0
0.028548,0.431880,1.291248,LOOKING_FOR_MIN,0.520000,0
-0.062464,0.450912,1.300520,LOOKING_FOR_MIN,0.520000,0
-0.305976,0.369172,1.175592,LOOKING_FOR_MIN,0.520000,0
-0.276940,0.314516,1.155828,LOOKING_FOR_MIN,0.520000,0
-0.193492,0.260836,1.047248,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.160064,0.256200,1.022116,LOOKING_FOR_SECOND_MAX,0.520000,0
-0.140544,0.265228,1.002596,LOOKING_FOR_SECOND_MAX,0.520000,0
