0.158,0.035,0.985,-7.874,1.831,16.357
0.160,0.023,1.000,-4.272,-2.136,15.930
0.160,0.002,1.021,0.671,-8.789,13.550
0.156,-0.043,1.049,5.066,-18.005,10.681
0.111,-0.062,1.072,5.981,-27.161,7.690
0.056,-0.046,1.082,2.625,-34.363,6.775
0.005,-0.031,1.075,-0.122,-36.987,8.545
-0.034,-0.031,1.064,-2.686,-34.790,12.695
-0.065,-0.004,1.053,-6.897,-28.381,18.066
-0.081,0.038,1.022,-10.864,-18.921,23.499
-0.077,0.063,1.011,-12.024,-7.568,28.564
-0.042,0.065,1.018,-10.437,2.563,32.410
-0.007,0.073,1.015,-7.935,10.315,33.997
0.014,0.076,0.999,-4.944,15.686,33.875
0.032,0.078,0.977,-2.380,18.433,33.264
0.056,0.069,0.951,-1.404,19.897,32.837
0.086,0.045,0.941,-2.075,20.508,31.677
0.111,0.018,0.958,-3.784,19.714,28.748
0.122,0.007,1.014,-5.493,15.930,24.048
0.107,0.004,1.108,-7.141,6.897,18.738
0.067,0.010,1.222,-8.362,-6.409,13.184
-0.005,0.035,1.336,-8.362,-24.109,7.690
-0.102,0.050,1.411,-5.493,-41.626,3.357
-0.199,0.036,1.427,1.038,-53.162,0.305
-0.287,0.018,1.381,7.263,-54.443,-1.038
-0.354,0.036,1.282,8.240,-43.335,-0.549
-0.382,0.059,1.173,7.812,-22.156,3.052
-0.365,0.076,1.053,3.601,4.517,9.949
-0.279,0.074,0.974,-4.089,32.898,16.846
-0.184,0.068,0.959,-12.329,56.702,20.630
-0.105,0.084,0.972,-19.470,71.106,19.775
-0.037,0.094,0.981,-22.095,74.951,15.320
0.004,0.101,0.990,-19.531,69.824,8.667
0.027,0.096,0.985,-13.184,58.105,1.709
0.027,0.058,0.975,-4.944,43.396,-4.333
0.002,0.021,0.982,1.587,28.137,-10.559
-0.029,0.004,1.002,4.883,13.245,-15.625
-0.072,-0.000,1.018,7.080,-0.061,-18.433
-0.116,0.011,1.028,9.705,-10.437,-18.433
-0.157,0.009,1.010,13.794,-17.212,-15.808
-0.178,-0.013,0.979,16.907,-19.104,-12.024
-0.191,-0.034,0.951,16.907,-15.930,-8.545
-0.191,-0.032,0.927,12.939,-9.827,-5.676
-0.174,-0.021,0.906,8.362,-2.563,-3.479
-0.147,-0.015,0.884,4.639,4.822,-1.404
-0.119,-0.003,0.857,0.916,11.902,-0.061
-0.080,0.010,0.834,-2.197,17.517,1.404
-0.047,0.032,0.826,-4.761,21.179,3.235
-0.009,0.053,0.820,-6.104,22.522,4.700
0.025,0.072,0.824,-6.836,21.545,5.676
0.053,0.079,0.828,-4.700,18.616,5.737
0.073,0.080,0.839,-1.343,14.038,4.395
0.087,0.075,0.862,1.099,8.545,1.831
0.082,0.069,0.878,2.075,2.258,-1.221
0.065,0.072,0.898,1.221,-3.113,-4.822
0.043,0.079,0.926,-0.366,-6.958,-8.423
0.016,0.084,0.953,-1.831,-9.338,-11.475
-0.010,0.091,0.959,-3.601,-10.437,-13.367
-0.023,0.104,0.977,-4.700,-9.216,-14.099
-0.032,0.108,0.991,-4.517,-6.897,-14.465
-0.034,0.112,0.998,-3.845,-4.211,-14.526
-0.031,0.111,0.997,-3.113,-1.770,-14.648
-0.025,0.103,0.990,-2.441,0.977,-15.625
-0.015,0.095,0.986,-1.160,4.028,-17.334
-0.002,0.078,0.979,0.122,6.348,-19.348
0.008,0.057,0.969,1.282,7.812,-21.606
0.018,0.040,0.962,1.282,8.484,-23.437
0.026,0.023,0.955,0.732,8.179,-24.109
0.032,0.014,0.948,-0.793,7.019,-23.743
0.038,0.006,0.938,-2.930,5.371,-23.132
0.044,0.002,0.932,-5.432,3.906,-21.973
0.051,0.007,0.932,-7.507,2.808,-21.057
0.064,0.011,0.943,-8.850,2.075,-20.508
0.074,0.009,0.951,-8.606,1.221,-21.057
0.080,0.002,0.958,-6.653,0.183,-22.156
0.082,-0.002,0.959,-4.211,-0.610,-23.804
0.083,-0.010,0.960,-1.526,-0.854,-24.902
0.088,-0.028,0.960,1.160,-1.282,-25.208
0.094,-0.051,0.966,2.930,-1.709,-24.719
0.097,-0.067,0.970,2.441,-2.197,-23.865
0.096,-0.074,0.973,0.488,-2.808,-22.827
0.095,-0.076,0.977,-2.014,-3.296,-21.667
0.093,-0.073,0.988,-4.028,-3.723,-20.325
0.094,-0.064,1.004,-5.798,-3.601,-19.043
0.091,-0.064,1.014,-6.714,-3.540,-17.944
0.080,-0.059,1.019,-6.531,-3.052,-16.907
0.074,-0.041,1.033,-6.165,-2.441,-15.564
0.074,-0.024,1.057,-4.639,-2.075,-13.672
0.067,-0.025,1.067,-1.038,-2.014,-12.329
0.051,-0.027,1.062,3.113,-1.770,-11.841
0.036,-0.040,1.058,5.920,-0.671,-11.780
0.020,-0.050,1.057,5.981,1.099,-11.536
0.001,-0.049,1.055,3.601,3.418,-10.803
-0.001,-0.043,1.053,0.061,6.165,-9.216
0.011,-0.031,1.043,-3.418,10.010,-6.897
0.024,-0.012,1.030,-6.531,14.343,-4.395
0.048,0.010,1.052,-9.521,18.494,-2.136
0.066,0.046,1.092,-11.780,21.301,-1.160
0.059,0.088,1.149,-11.292,21.729,-1.343
0.059,0.110,1.236,-6.287,18.982,-3.479
0.053,0.115,1.344,2.808,11.597,-8.301
0.032,0.080,1.416,15.564,-0.305,-15.442
-0.038,0.033,1.404,28.076,-15.015,-23.071
-0.122,-0.020,1.372,38.818,-27.832,-29.846
-0.189,-0.075,1.328,43.823,-35.095,-33.020
-0.247,-0.113,1.263,40.955,-36.072,-32.166
-0.283,-0.119,1.178,31.616,-30.396,-27.039
-0.303,-0.096,1.083,18.799,-18.555,-17.700
-0.297,-0.064,0.979,6.226,-3.174,-5.981
-0.247,-0.010,0.894,-6.104,13.977,5.920
-0.165,0.039,0.863,-16.113,30.579,16.724
-0.091,0.095,0.873,-21.790,42.358,23.682
-0.023,0.157,0.889,-21.606,46.631,27.222
0.031,0.206,0.888,-16.174,43.640,28.442
0.067,0.221,0.878,-8.362,35.645,28.137
0.078,0.228,0.871,-2.380,25.269,26.184
0.089,0.221,0.881,1.770,14.832,22.583
0.093,0.191,0.889,4.517,5.188,16.907
0.067,0.179,0.900,5.310,-1.953,9.766
0.034,0.185,0.908,4.761,-5.859,2.502
0.012,0.187,0.916,5.554,-7.080,-2.014
-0.008,0.175,0.908,7.507,-5.737,-4.517
-0.019,0.151,0.890,9.766,-2.441,-5.676
-0.018,0.129,0.885,11.047,1.953,-5.859
-0.009,0.107,0.885,10.620,7.141,-5.127
0.005,0.091,0.892,9.338,10.864,-4.211
0.016,0.075,0.895,7.812,12.512,-3.601
0.021,0.062,0.898,6.287,12.329,-3.296
0.023,0.052,0.898,5.188,10.925,-3.113
0.022,0.049,0.907,4.028,8.545,-2.625
0.022,0.046,0.917,3.113,6.042,-1.953
0.021,0.041,0.932,2.991,3.296,-1.404
0.016,0.038,0.952,3.845,0.427,-0.916
0.009,0.032,0.964,5.249,-2.014,-0.549
-0.000,0.025,0.969,6.775,-3.540,0.000
-0.008,0.022,0.982,7.935,-4.944,1.282
-0.016,0.015,0.990,8.789,-5.554,3.479
-0.024,0.009,0.999,8.728,-5.981,6.104
-0.028,0.005,1.007,7.507,-6.042,8.606
-0.039,0.005,1.009,5.554,-5.493,10.925
-0.044,0.010,1.008,3.967,-4.211,13.123
-0.043,0.016,1.012,1.953,-2.563,15.442
-0.037,0.026,1.007,-0.122,-0.488,18.188
-0.027,0.032,0.997,-0.916,2.747,21.118
-0.009,0.034,0.983,-0.793,6.104,23.743
0.016,0.039,0.970,-0.488,9.460,26.123
0.042,0.048,0.960,0.000,11.597,28.137
0.065,0.052,0.948,1.038,12.146,29.419
0.084,0.050,0.934,1.831,11.597,30.396
0.098,0.046,0.923,2.502,10.254,30.334
0.108,0.046,0.922,2.319,8.057,29.846
0.109,0.054,0.930,1.404,5.249,28.931
0.106,0.054,0.942,1.404,1.892,27.771
0.092,0.048,0.946,2.014,-1.282,26.794
0.078,0.050,0.945,3.113,-2.502,26.123
0.071,0.053,0.952,4.639,-2.686,26.428
0.065,0.045,0.953,6.287,-2.563,27.100
0.063,0.037,0.945,7.751,-2.075,27.466
0.067,0.032,0.940,8.545,-0.610,27.649
0.071,0.026,0.936,8.850,1.221,27.649
0.081,0.028,0.938,8.423,2.808,27.527
0.092,0.040,0.946,7.568,3.296,27.466
0.101,0.047,0.949,7.690,2.380,27.222
0.106,0.043,0.946,9.399,0.977,26.428
0.105,0.035,0.941,11.841,-0.305,25.330
0.103,0.031,0.938,13.794,-1.343,24.353
0.102,0.026,0.934,15.259,-1.892,23.865
0.102,0.025,0.931,16.785,-2.075,23.865
0.103,0.021,0.931,18.738,-2.197,24.719
0.105,0.040,0.926,20.325,-2.441,26.245
0.119,0.089,0.912,21.301,-2.991,28.748
0.144,0.147,0.902,23.437,-3.174,31.677
0.155,0.168,0.869,27.039,-2.930,32.654
0.172,0.146,0.843,31.860,-2.258,28.748
0.185,0.112,0.834,35.645,-2.197,20.447
0.186,0.069,0.820,36.682,-2.563,10.193
0.180,0.030,0.818,34.180,-4.395,0.854
0.166,-0.002,0.838,30.579,-7.507,-4.761
0.147,-0.036,0.864,25.757,-11.658,-6.836
0.128,-0.069,0.894,19.775,-16.113,-5.981
0.097,-0.093,0.914,14.465,-19.653,-2.869
0.062,-0.113,0.934,9.583,-21.851,1.831
0.042,-0.127,0.960,5.310,-22.217,9.094
0.032,-0.118,0.989,0.488,-21.179,16.968
0.015,-0.101,1.011,-3.784,-18.738,24.475
0.002,-0.094,1.024,-6.042,-14.404,29.785
-0.003,-0.105,1.034,-5.554,-7.141,32.104
-0.007,-0.126,1.034,-4.761,1.648,32.043
0.001,-0.165,1.037,-5.310,12.329,31.860
0.011,-0.219,1.021,-6.409,23.254,33.508
0.025,-0.266,1.013,-8.545,33.691,37.415
0.031,-0.288,1.081,-14.343,41.809,44.312
0.037,-0.268,1.255,-25.513,42.664,53.101
0.036,-0.223,1.464,-37.781,32.898,61.646
0.008,-0.208,1.562,-44.250,13.611,67.017
-0.077,-0.200,1.576,-44.434,-6.958,67.566
-0.200,-0.180,1.614,-43.945,-22.400,65.247
-0.311,-0.112,1.658,-43.640,-30.396,62.927
-0.391,-0.067,1.565,-36.804,-29.358,63.660
-0.421,-0.144,1.400,-27.222,-16.479,68.848
-0.434,-0.138,1.334,-32.532,6.409,74.829
-0.377,-0.118,1.201,-38.757,32.410,80.872
-0.294,-0.120,1.127,-40.100,57.617,87.219
-0.212,-0.114,1.089,-39.673,77.332,91.980
-0.125,-0.099,1.042,-37.048,87.219,95.398
-0.051,-0.095,1.001,-33.264,88.501,98.145
0.005,-0.123,0.980,-31.006,83.435,99.792
0.042,-0.122,0.959,-32.959,74.280,99.243
0.058,-0.097,0.945,-34.912,62.683,96.741
0.050,-0.068,0.967,-32.715,50.415,94.055
0.029,-0.047,0.982,-26.123,37.476,92.896
0.004,-0.060,0.950,-15.747,25.696,93.262
-0.015,-0.087,0.924,-4.883,17.761,94.238
-0.015,-0.124,0.928,3.052,13.672,95.520
-0.046,-0.147,0.871,5.005,11.658,96.802
-0.069,-0.153,0.838,0.427,12.268,98.389
-0.083,-0.150,0.840,-5.554,15.991,101.563
-0.076,-0.141,0.843,-10.376,20.264,106.323
-0.055,-0.151,0.829,-13.916,24.475,111.023
-0.041,-0.146,0.837,-19.470,28.931,114.136
-0.018,-0.101,0.870,-24.170,32.837,115.356
0.006,-0.042,0.901,-25.146,34.851,115.967
0.024,-0.010,0.926,-21.729,34.729,116.089
0.037,0.007,0.942,-14.221,32.715,115.234
0.043,0.008,0.954,-5.005,29.541,113.281
0.044,0.017,0.966,3.174,25.208,111.328
0.043,0.012,0.981,11.902,19.897,109.436
0.034,-0.006,0.992,18.555,13.733,107.971
0.016,-0.032,0.991,22.339,7.874,106.262
-0.006,-0.051,0.987,23.437,3.235,104.492
-0.023,-0.058,0.985,21.912,0.000,103.577
-0.034,-0.061,0.995,18.677,-1.282,103.882
-0.043,-0.067,1.003,15.137,-1.343,104.187
-0.053,-0.061,0.997,12.512,-0.061,104.065
-0.057,-0.045,0.978,11.719,2.747,103.943
-0.052,-0.018,0.982,11.475,6.897,104.675
-0.031,0.001,0.990,12.512,10.864,105.957
-0.005,0.002,0.986,14.282,13.794,107.239
0.015,-0.001,0.982,14.404,15.381,107.666
0.029,0.010,0.990,12.878,14.771,106.689
0.040,0.021,1.000,12.695,12.085,105.286
0.045,0.015,1.009,13.733,8.057,103.638
0.038,0.005,1.012,14.404,2.991,101.685
0.024,0.005,1.008,13.184,-1.404,99.915
0.010,0.008,1.010,10.559,-3.662,98.816
-0.006,0.003,1.003,7.202,-4.517,97.717
-0.027,0.016,0.989,2.563,-3.540,95.886
-0.041,0.037,0.985,-1.404,-1.160,94.177
-0.041,0.067,0.997,-3.479,2.747,93.079
-0.039,0.091,1.001,-4.700,6.531,92.224
-0.034,0.107,0.999,-4.150,9.583,91.553
-0.028,0.124,0.997,-2.441,12.329,90.942
-0.013,0.134,1.002,-0.061,14.526,90.210
0.005,0.136,1.017,3.052,15.625,88.989
0.011,0.145,1.007,5.920,15.503,87.097
0.018,0.136,1.002,11.719,15.320,84.717
0.024,0.125,1.006,17.883,14.709,82.214
0.033,0.105,1.014,20.691,13.794,80.078
