ax,ay,az,gx,gy,gz
-0.638,0.719,0.143,-34.424,109.131,-49.377
-0.610,0.741,0.155,-39.429,115.051,-44.006
-0.588,0.755,0.154,-41.077,118.347,-38.269
-0.568,0.760,0.154,-39.490,118.530,-32.898
-0.540,0.751,0.156,-35.828,116.089,-27.710
-0.512,0.737,0.160,-31.555,111.206,-23.437
-0.491,0.733,0.166,-26.917,103.333,-20.142
-0.469,0.734,0.180,-21.790,93.140,-17.029
-0.440,0.733,0.189,-16.235,81.177,-14.404
-0.421,0.732,0.184,-10.376,68.054,-12.451
-0.419,0.733,0.161,-4.333,55.603,-11.353
-0.426,0.738,0.136,0.977,45.410,-10.986
-0.442,0.746,0.103,5.432,37.903,-10.803
-0.463,0.758,0.064,8.545,32.776,-10.315
-0.479,0.759,0.037,10.010,29.968,-9.033
-0.492,0.762,0.014,10.254,28.748,-6.470
-0.496,0.757,0.003,8.362,28.137,-3.540
-0.499,0.755,0.014,5.249,26.978,-0.916
-0.508,0.773,0.023,2.197,24.231,1.343
-0.512,0.777,0.033,0.183,20.630,4.211
-0.504,0.774,0.048,-1.160,16.479,7.019
-0.490,0.774,0.061,-1.648,11.719,9.705
-0.473,0.777,0.070,-1.038,7.202,12.146
-0.453,0.773,0.069,0.854,3.235,14.465
-0.442,0.774,0.061,3.357,0.366,16.235
-0.461,0.786,0.047,5.981,-1.770,17.395
-0.510,0.818,0.035,7.690,-2.930,17.151
-0.583,0.855,0.039,8.606,-5.249,16.968
-0.673,0.907,0.055,8.972,-9.766,17.090
-0.710,0.943,0.055,8.850,-16.479,18.005
-0.707,0.924,0.053,8.362,-24.597,20.569
-0.689,0.944,0.108,5.432,-33.813,24.719
-0.667,0.978,0.161,2.747,-43.884,29.724
-0.590,0.956,0.185,3.601,-53.589,36.987
-0.487,0.897,0.183,7.996,-60.608,44.373
-0.393,0.864,0.174,13.550,-63.965,50.964
-0.333,0.867,0.134,19.958,-62.866,56.213
-0.307,0.854,0.076,28.137,-57.739,60.059
-0.302,0.809,0.011,36.316,-49.500,60.791
-0.320,0.759,-0.058,41.687,-40.283,56.763
-0.364,0.743,-0.082,42.908,-32.654,49.866
-0.417,0.758,-0.058,39.795,-29.846,43.701
-0.484,0.797,-0.054,34.302,-33.081,40.222
-0.535,0.834,-0.059,28.198,-40.039,40.833
-0.555,0.867,-0.040,21.423,-47.852,46.021
-0.552,0.902,-0.011,13.916,-55.359,54.749
-0.549,0.939,0.031,8.179,-61.401,64.697
-0.553,0.989,0.064,6.348,-65.369,73.303
-0.538,1.051,0.110,8.362,-66.772,79.590
-0.521,1.045,0.068,12.939,-66.711,83.374
-0.516,1.083,0.091,17.822,-63.721,83.374
-0.500,1.119,0.114,22.827,-59.631,81.421
-0.468,1.077,0.082,27.893,-57.922,80.933
-0.433,1.021,0.060,32.532,-57.373,79.407
-0.406,0.987,0.032,32.471,-57.617,76.355
-0.391,0.956,0.010,26.978,-57.251,73.242
-0.401,0.943,0.006,19.836,-55.237,70.618
-0.415,0.949,0.009,12.451,-51.636,69.214
-0.424,0.953,0.012,5.615,-46.814,70.007
-0.435,0.953,0.019,0.305,-41.321,72.449
-0.442,0.977,0.034,-3.845,-34.668,75.317
-0.460,1.001,0.039,-6.042,-28.381,78.308
-0.462,1.015,0.049,-5.920,-23.071,81.604
-0.448,1.030,0.070,-4.517,-19.958,84.961
-0.411,1.055,0.120,-4.028,-19.470,87.769
-0.427,1.071,0.079,-4.028,-21.912,88.989
-0.404,1.062,0.152,-2.747,-24.292,89.539
-0.383,1.101,0.162,-0.793,-28.015,88.440
-0.380,1.110,0.164,1.587,-33.386,86.487
-0.352,1.111,0.160,4.211,-37.048,84.595
-0.340,1.103,0.150,6.104,-37.903,82.703
-0.338,1.104,0.127,6.165,-36.865,81.238
-0.314,1.124,0.105,4.700,-33.264,79.895
-0.298,1.129,0.106,3.540,-27.344,79.346
-0.265,1.128,0.108,-1.404,-20.752,78.735
-0.246,1.141,0.124,-8.057,-14.099,77.515
-0.219,1.147,0.150,-13.428,-7.446,75.806
-0.193,1.150,0.193,-16.541,-2.136,73.364
-0.174,1.170,0.225,-17.944,1.160,70.007
-0.159,1.177,0.235,-17.700,3.479,66.895
-0.143,1.184,0.235,-15.259,4.944,63.599
-0.139,1.194,0.232,-12.390,6.470,59.753
-0.136,1.202,0.218,-9.521,8.118,55.725
-0.132,1.195,0.212,-5.920,9.766,52.246
-0.129,1.182,0.201,-3.113,10.986,48.523
-0.122,1.171,0.183,-2.136,11.902,44.922
-0.130,1.160,0.173,-2.808,12.634,41.382
-0.136,1.177,0.162,-5.554,13.977,37.842
-0.124,1.129,0.181,-8.484,15.991,33.813
-0.131,1.142,0.174,-12.329,18.372,28.564
-0.139,1.132,0.182,-15.442,20.447,23.560
-0.142,1.115,0.205,-17.273,23.743,17.700
-0.152,1.106,0.219,-18.799,26.184,10.986
-0.167,1.103,0.241,-19.348,27.832,4.639
-0.178,1.095,0.257,-17.761,28.687,-1.099
-0.189,1.078,0.264,-15.503,29.114,-5.676
-0.203,1.059,0.262,-12.878,29.602,-9.583
-0.224,1.043,0.266,-10.620,30.640,-12.512
-0.267,1.042,0.259,-8.423,32.410,-14.771
-0.300,0.993,0.249,-7.812,34.973,-16.296
-0.377,0.997,0.260,-11.414,38.330,-18.433
-0.503,1.043,0.276,-18.127,41.870,-21.606
-0.617,1.117,0.295,-24.597,45.288,-23.987
-0.675,1.185,0.299,-30.090,49.133,-23.804
-0.686,1.229,0.301,-34.241,53.955,-20.142
-0.646,1.213,0.282,-38.269,60.486,-14.465
-0.589,1.259,0.314,-45.044,68.054,-10.010
-0.519,1.276,0.359,-50.659,75.195,-8.057
-0.408,1.229,0.390,-50.232,81.116,-9.033
-0.314,1.185,0.420,-49.316,85.754,-14.221
-0.264,1.159,0.451,-49.500,87.952,-23.132
-0.261,1.127,0.475,-47.241,88.745,-34.424
-0.303,1.082,0.464,-42.725,88.501,-46.753
-0.374,1.017,0.421,-39.368,89.111,-58.777
-0.460,0.960,0.388,-39.795,92.041,-70.129
-0.540,0.917,0.376,-44.739,96.924,-79.407
-0.614,0.902,0.376,-53.101,102.661,-85.144
-0.684,0.901,0.407,-63.538,109.253,-86.548
-0.748,0.938,0.428,-72.327,116.089,-84.473
-0.777,0.973,0.451,-78.064,123.352,-79.712
-0.776,1.006,0.491,-81.360,130.859,-72.266
-0.767,1.046,0.524,-82.458,137.756,-64.209
-0.742,1.091,0.557,-81.421,142.822,-57.312
-0.700,1.120,0.578,-77.942,145.691,-53.162
-0.654,1.127,0.584,-74.280,146.057,-52.673
-0.620,1.127,0.580,-73.303,144.470,-56.274
-0.613,1.136,0.558,-73.364,141.968,-63.416
-0.604,1.115,0.552,-72.083,139.832,-72.327
-0.596,1.094,0.552,-71.960,137.390,-81.726
-0.599,1.075,0.563,-71.045,133.850,-89.844
-0.610,1.061,0.574,-68.115,129.395,-95.642
-0.611,1.031,0.583,-62.317,123.840,-98.999
-0.599,0.981,0.585,-53.772,118.286,-100.159
-0.590,0.937,0.579,-45.288,112.610,-99.548
-0.590,0.902,0.560,-36.438,107.971,-98.450
-0.595,0.865,0.536,-28.137,103.882,-97.473
-0.594,0.833,0.510,-21.484,101.013,-97.351
-0.608,0.808,0.486,-17.151,98.572,-97.229
-0.616,0.795,0.451,-16.724,96.741,-97.107
-0.633,0.790,0.418,-18.860,96.313,-96.069
-0.647,0.788,0.388,-22.339,98.206,-94.421
-0.647,0.788,0.371,-26.184,101.196,-91.797
-0.643,0.793,0.366,-29.236,104.553,-89.233
-0.635,0.798,0.367,-31.250,106.995,-86.304
-0.617,0.803,0.369,-31.860,107.666,-82.825
-0.592,0.801,0.363,-30.396,106.079,-79.224
-0.572,0.790,0.353,-26.367,102.722,-75.867
-0.559,0.786,0.334,-20.874,97.900,-71.899
-0.545,0.783,0.312,-15.137,92.590,-67.200
-0.534,0.772,0.289,-10.071,86.731,-61.646
-0.525,0.757,0.266,-5.310,80.444,-56.152
-0.513,0.744,0.242,-2.197,74.707,-51.147
-0.504,0.734,0.220,-0.732,69.763,-47.119
-0.504,0.722,0.191,0.061,65.979,-44.495
-0.503,0.723,0.162,-1.099,63.416,-42.908
-0.508,0.729,0.137,-2.808,61.829,-41.321
-0.517,0.745,0.122,-4.272,60.608,-39.124
-0.533,0.767,0.113,-5.005,59.204,-36.316
-0.539,0.774,0.103,-5.127,57.312,-32.715
-0.536,0.771,0.099,-5.005,54.871,-28.259
-0.534,0.769,0.110,-4.333,51.514,-22.949
-0.529,0.771,0.115,-3.235,47.241,-17.334
-0.515,0.773,0.106,-1.404,42.114,-11.047
-0.493,0.767,0.105,1.221,37.415,-4.700
-0.471,0.766,0.095,4.150,33.447,0.366
-0.462,0.772,0.064,7.080,30.457,4.700
-0.476,0.790,0.012,8.789,29.480,7.690
-0.514,0.826,-0.048,7.385,30.945,9.644
-0.565,0.862,-0.074,2.991,34.546,11.475
-0.603,0.894,-0.093,-3.357,38.513,12.695
-0.600,0.934,-0.069,-10.620,40.833,14.221
-0.527,0.931,-0.029,-16.541,40.283,18.799
-0.439,0.923,0.051,-19.348,35.339,26.001
-0.343,0.895,0.141,-17.944,26.306,33.264
-0.261,0.867,0.171,-11.780,14.404,38.513
-0.197,0.825,0.161,-1.526,2.930,41.138
-0.163,0.797,0.134,11.353,-3.662,41.626
-0.168,0.794,0.097,24.902,-6.226,40.161
-0.187,0.804,0.035,36.804,-4.761,38.025
-0.243,0.799,-0.048,46.265,0.183,36.194
-0.301,0.791,-0.119,50.049,8.362,34.729
-0.351,0.807,-0.155,47.058,18.127,34.058
-0.387,0.794,-0.185,40.405,27.039,34.912
-0.423,0.816,-0.182,27.893,33.875,37.292
-0.444,0.854,-0.162,12.451,38.269,41.626
-0.439,0.900,-0.111,-1.343,39.795,48.218
-0.417,0.942,-0.063,-10.132,38.696,56.274
-0.377,0.970,-0.006,-14.160,35.889,65.063
-0.340,1.002,0.044,-14.099,31.128,72.815
-0.300,1.021,0.067,-10.071,26.184,77.637
-0.261,1.017,0.062,-2.747,21.545,78.735
-0.236,1.000,0.048,5.066,18.066,76.050
-0.220,0.980,0.036,11.353,15.930,71.045
-0.219,0.958,0.026,15.564,13.794,65.186
-0.227,0.930,0.011,17.273,11.169,59.509
-0.258,0.923,0.038,17.944,7.874,54.932
-0.282,0.944,0.031,18.738,3.723,50.354
-0.309,0.933,0.029,18.250,-0.610,48.828
-0.340,0.925,0.017,17.273,-2.808,49.316
-0.357,0.929,0.020,15.381,-3.357,50.537
-0.373,0.936,0.022,12.939,-2.563,53.162
-0.382,0.959,0.023,10.437,-0.610,56.824
-0.387,0.980,0.023,8.606,2.869,61.157
-0.387,0.983,0.028,7.812,6.531,65.796
-0.315,1.012,0.034,7.141,9.460,69.397
-0.395,1.021,-0.024,3.723,10.193,69.702
-0.367,0.942,0.070,5.493,11.230,70.190
-0.352,0.949,0.113,5.676,10.498,69.702
-0.366,0.993,0.110,5.310,4.761,67.017
-0.380,1.020,0.125,9.338,-1.038,65.857
-0.362,0.977,0.117,12.695,-5.676,66.833
-0.373,0.967,0.102,12.573,-9.399,67.810
-0.392,1.001,0.091,11.841,-10.254,67.749
-0.384,1.020,0.073,12.390,-8.728,68.176
-0.360,1.015,0.040,13.000,-5.371,67.932
-0.350,1.011,0.031,12.451,-1.343,66.406
-0.335,1.016,0.035,9.460,2.380,63.965
-0.327,1.020,0.043,6.226,5.188,61.829
-0.317,1.000,0.075,3.052,6.409,60.913
-0.323,1.005,0.078,0.671,4.700,59.631
-0.321,1.029,0.093,-1.282,2.319,58.167
-0.312,1.037,0.111,-2.808,-0.061,57.678
-0.319,1.035,0.129,-3.601,-2.014,57.617
-0.312,1.042,0.136,-4.089,-3.418,56.763
-0.311,1.057,0.148,-3.174,-4.517,55.176
-0.313,1.072,0.158,-1.404,-5.066,54.016
-0.302,1.076,0.161,1.099,-5.310,53.101
-0.289,1.065,0.167,3.601,-5.310,52.124
-0.279,1.057,0.177,5.676,-5.920,50.049
-0.272,1.057,0.185,7.507,-7.385,47.668
-0.270,1.054,0.190,9.216,-8.911,45.166
-0.265,1.043,0.187,10.925,-10.437,42.542
-0.269,1.028,0.188,12.268,-11.230,39.734
-0.277,1.014,0.188,13.000,-10.986,36.804
-0.283,0.999,0.186,12.878,-10.010,34.180
-0.292,0.982,0.182,11.658,-8.301,32.043
-0.303,0.968,0.179,9.094,-5.249,30.823
-0.317,0.957,0.179,6.165,-1.526,30.029
-0.325,0.949,0.176,2.869,3.113,29.541
-0.328,0.941,0.174,-0.610,8.911,29.541
-0.328,0.939,0.177,-4.211,15.076,30.090
-0.316,0.937,0.181,-7.446,21.240,31.128
-0.300,0.929,0.188,-9.644,26.794,32.104
-0.288,0.929,0.196,-11.597,31.799,32.104
-0.284,0.934,0.205,-12.878,35.583,30.945
-0.281,0.930,0.223,-13.062,38.086,28.625
-0.287,0.925,0.248,-12.329,38.635,25.208
-0.320,0.930,0.275,-10.376,36.743,21.240
-0.378,0.945,0.286,-7.690,32.837,17.578
-0.467,0.967,0.286,-5.188,28.137,14.832
-0.546,1.000,0.285,-4.211,23.926,13.977
-0.574,1.038,0.272,-4.517,20.935,15.503
-0.582,1.072,0.253,-5.920,20.447,19.958
-0.572,1.090,0.241,-8.911,23.499,25.940
-0.538,1.117,0.235,-13.977,29.541,31.128
-0.483,1.135,0.237,-20.142,37.354,34.058
-0.416,1.139,0.245,-26.489,47.058,33.691
-0.346,1.142,0.257,-32.654,56.702,29.846
-0.301,1.138,0.287,-37.231,65.247,23.132
-0.271,1.131,0.340,-39.001,71.350,13.977
-0.271,1.113,0.377,-39.368,72.693,3.113
-0.304,1.093,0.384,-37.048,70.496,-7.996
-0.347,1.053,0.383,-33.264,66.589,-19.897
-0.403,1.031,0.363,-29.785,63.354,-30.334
-0.455,1.008,0.344,-28.320,61.890,-37.598
-0.501,0.996,0.332,-29.541,62.561,-41.504
-0.536,0.996,0.318,-32.959,65.430,-42.725
-0.554,1.003,0.318,-36.743,70.435,-42.419
-0.562,1.031,0.328,-39.856,76.843,-41.260
-0.540,1.036,0.318,-42.603,83.496,-39.917
-0.527,1.113,0.346,-46.875,89.661,-39.063
-0.502,1.107,0.370,-48.035,94.299,-39.490
-0.450,1.101,0.403,-46.753,97.168,-42.114
-0.427,1.102,0.418,-45.227,96.985,-48.218
-0.421,1.107,0.430,-41.260,94.055,-56.946
-0.421,1.098,0.436,-35.034,89.050,-65.979
-0.438,1.079,0.418,-27.832,83.435,-74.036
-0.457,1.053,0.386,-21.057,78.308,-80.200
-0.472,1.021,0.351,-15.076,74.951,-83.923
-0.495,0.997,0.314,-11.169,73.486,-85.632
-0.508,0.965,0.282,-9.094,73.914,-85.876
-0.510,0.927,0.267,-9.399,75.623,-85.022
-0.520,0.915,0.256,-11.841,77.820,-84.045
-0.533,0.913,0.253,-14.954,80.627,-83.069
-0.540,0.914,0.257,-18.677,83.313,-81.604
-0.542,0.917,0.263,-22.705,85.693,-79.895
-0.540,0.923,0.271,-26.794,87.646,-78.857
-0.537,0.933,0.284,-30.334,88.867,-78.674
-0.533,0.940,0.294,-32.104,89.355,-79.041
-0.530,0.942,0.303,-32.288,89.478,-79.285
-0.529,0.945,0.309,-31.067,88.562,-79.773
-0.532,0.952,0.304,-28.625,86.853,-79.468
-0.536,0.956,0.291,-24.658,84.473,-78.186
-0.534,0.954,0.275,-19.897,81.360,-75.745
-0.522,0.937,0.255,-15.137,77.820,-72.998
-0.505,0.909,0.233,-11.108,74.036,-70.251
-0.498,0.887,0.211,-8.545,69.763,-68.359
-0.499,0.876,0.187,-7.263,65.674,-67.078
-0.495,0.863,0.166,-7.385,62.500,-65.735
-0.493,0.843,0.156,-8.606,60.059,-64.026
-0.491,0.828,0.148,-10.010,57.495,-62.195
-0.486,0.812,0.143,-12.390,55.176,-60.852
-0.483,0.802,0.137,-14.587,53.101,-59.387
-0.481,0.794,0.137,-16.296,51.392,-57.556
-0.471,0.781,0.141,-16.296,50.049,-55.054
-0.461,0.770,0.146,-15.259,48.706,-51.636
-0.459,0.764,0.143,-13.306,47.058,-47.791
-0.453,0.756,0.130,-10.437,45.349,-43.457
-0.452,0.750,0.104,-7.019,43.762,-38.574
-0.460,0.747,0.073,-3.845,42.786,-33.752
-0.474,0.745,0.040,-1.770,42.114,-28.870
-0.488,0.732,0.003,-1.587,41.199,-23.499
-0.469,0.717,-0.025,-4.028,40.039,-17.883
-0.464,0.713,-0.027,-7.996,38.818,-12.512
-0.469,0.700,-0.011,-11.902,35.950,-7.385
-0.452,0.704,-0.011,-17.090,31.555,-3.540
-0.449,0.713,0.004,-20.081,26.978,-0.488
-0.447,0.726,0.026,-20.264,22.156,2.747
-0.444,0.752,0.034,-19.958,17.334,6.104
-0.458,0.780,0.036,-18.738,13.428,9.949
-0.501,0.814,0.041,-16.418,10.803,13.550
-0.574,0.845,0.053,-13.550,8.850,15.625
-0.649,0.877,0.073,-11.414,6.653,16.541
-0.702,0.956,0.104,-8.545,2.502,16.052
-0.701,1.003,0.135,-2.380,-3.479,17.761
-0.680,0.985,0.148,5.249,-12.146,22.522
-0.667,0.957,0.154,10.864,-23.499,27.954
-0.637,0.959,0.142,13.733,-35.278,32.471
-0.564,0.949,0.132,16.602,-44.739,37.231
-0.467,0.903,0.121,21.118,-50.659,42.847
-0.378,0.842,0.088,24.841,-53.345,47.913
-0.301,0.790,0.087,25.757,-53.162,52.124
-0.261,0.753,0.078,26.062,-51.636,54.993
-0.262,0.731,0.056,26.184,-48.828,54.504
-0.311,0.721,0.041,27.405,-44.800,51.941
-0.365,0.731,0.017,27.344,-39.734,47.791
-0.421,0.746,-0.008,27.222,-34.119,43.945
-0.477,0.767,-0.023,27.100,-28.625,42.542
-0.523,0.807,-0.009,24.963,-24.780,44.434
-0.548,0.849,0.014,21.118,-23.743,49.255
-0.553,0.881,0.017,18.005,-24.963,55.054
-0.552,0.914,0.020,16.846,-26.978,60.120
-0.547,0.963,0.023,17.151,-29.175,64.148
-0.528,1.008,0.043,18.127,-31.677,68.359
-0.496,1.039,0.079,20.386,-36.072,72.937
-0.457,1.058,0.105,23.376,-43.213,77.087
-0.418,1.065,0.116,26.855,-51.819,80.017
-0.369,1.052,0.143,30.396,-60.425,81.360
-0.349,1.013,0.103,33.936,-68.176,80.566
-0.331,1.053,0.133,36.316,-71.899,75.500
-0.323,1.041,0.137,37.781,-73.975,70.862
-0.322,0.982,0.129,39.917,-75.562,68.298
-0.322,0.954,0.118,41.199,-75.867,65.369
-0.339,0.950,0.089,40.527,-74.036,62.866
-0.361,0.965,0.081,38.513,-69.580,62.744
-0.363,0.988,0.080,35.339,-62.805,65.002
-0.327,1.028,0.063,32.043,-55.542,69.519
-0.345,1.005,0.036,28.015,-49.011,73.547
-0.328,1.069,0.094,24.719,-43.335,76.721
-0.277,0.998,0.134,23.376,-38.635,81.116
-0.255,1.068,0.152,20.935,-38.208,80.750
-0.265,1.147,0.188,21.484,-41.260,78.674
-0.237,1.124,0.196,25.269,-45.593,78.796
-0.197,1.088,0.189,26.794,-49.866,78.125
-0.213,1.122,0.181,26.245,-52.429,73.181
-0.220,1.157,0.176,24.963,-52.429,67.444
-0.222,1.161,0.173,24.048,-49.377,62.134
-0.223,1.155,0.173,22.034,-44.861,58.228
-0.221,1.157,0.181,18.250,-39.429,55.115
-0.215,1.157,0.197,15.076,-33.752,52.795
-0.208,1.157,0.209,12.268,-28.748,51.697
-0.210,1.150,0.212,9.827,-24.231,51.270
-0.207,1.136,0.220,7.874,-19.897,50.842
-0.197,1.118,0.230,6.165,-15.381,49.927
-0.192,1.100,0.225,4.883,-10.620,48.340
-0.188,1.078,0.217,3.845,-5.188,45.593
-0.188,1.060,0.216,2.930,-0.244,41.931
-0.194,1.050,0.224,1.953,4.578,37.842
-0.203,1.054,0.235,1.465,8.301,33.569
-0.212,1.052,0.232,2.808,9.766,29.602
-0.230,1.058,0.219,4.333,10.132,26.001
-0.244,1.040,0.210,6.775,9.888,22.888
-0.246,1.015,0.215,9.583,8.972,20.508
-0.260,1.005,0.215,11.841,7.141,17.700
-0.278,1.001,0.204,14.465,5.127,15.015
-0.287,0.981,0.190,17.151,3.723,13.367
-0.285,0.951,0.178,18.921,3.601,11.719
-0.285,0.919,0.168,18.677,4.761,10.437
-0.291,0.893,0.161,17.029,7.080,8.850
-0.296,0.871,0.157,14.771,10.559,6.348
-0.310,0.851,0.155,12.451,14.465,4.028
-0.343,0.840,0.157,9.705,18.555,1.648
-0.390,0.845,0.162,7.385,22.400,-0.732
-0.450,0.866,0.170,5.676,25.269,-2.502
-0.516,0.896,0.174,4.150,27.161,-3.784
-0.594,0.933,0.167,2.380,27.771,-4.089
-0.655,0.984,0.157,0.610,28.137,-3.296
-0.668,1.024,0.154,-0.793,28.076,-0.671
-0.640,1.024,0.159,-2.075,28.137,4.272
-0.615,1.026,0.162,-4.333,28.259,9.277
-0.579,1.023,0.172,-5.737,28.687,11.902
-0.541,1.017,0.183,-6.531,29.602,11.963
-0.512,1.016,0.197,-7.141,30.212,10.376
-0.488,1.005,0.212,-7.996,29.846,7.690
-0.484,0.983,0.205,-7.935,28.809,3.967
-0.476,0.963,0.187,-7.202,28.442,-1.160
-0.475,0.931,0.179,-6.409,29.175,-7.019
-0.488,0.897,0.170,-6.897,30.579,-13.306
-0.507,0.885,0.156,-9.216,32.166,-18.616
-0.539,0.889,0.160,-11.658,34.424,-22.095
-0.556,0.879,0.175,-13.611,37.415,-23.132
-0.574,0.882,0.187,-16.113,39.673,-22.644
-0.595,0.893,0.192,-18.188,40.771,-21.484
-0.609,0.913,0.196,-19.165,41.199,-20.325
-0.626,0.934,0.193,-19.531,41.321,-19.897
-0.646,0.936,0.185,-20.264,41.382,-19.897
-0.650,0.994,0.208,-22.949,41.138,-19.897
-0.640,0.970,0.224,-23.621,40.283,-19.409
-0.618,0.974,0.244,-22.400,39.124,-20.081
-0.601,0.984,0.259,-23.254,36.743,-22.888
-0.595,1.012,0.259,-23.376,34.363,-26.672
-0.577,0.996,0.263,-21.240,32.898,-30.090
-0.561,0.959,0.249,-20.325,32.410,-34.241
-0.568,0.948,0.197,-23.376,32.654,-39.063
-0.577,0.961,0.156,-31.189,34.668,-43.396
-0.581,0.967,0.153,-40.588,38.818,-46.448
-0.560,0.953,0.176,-48.706,44.678,-48.218
-0.527,0.926,0.207,-54.565,49.438,-49.744
-0.535,0.949,0.252,-57.007,51.758,-52.002
-0.542,0.963,0.269,-54.504,51.880,-54.626
-0.525,0.931,0.291,-46.875,50.476,-56.152
-0.524,0.884,0.301,-37.109,47.546,-58.228
-0.538,0.870,0.291,-27.405,42.847,-61.646
-0.560,0.865,0.275,-17.212,37.903,-64.392
-0.570,0.838,0.243,-8.423,33.264,-64.941
-0.577,0.813,0.211,-2.563,29.419,-63.171
-0.583,0.795,0.189,0.000,26.489,-59.692
-0.583,0.789,0.164,-0.366,24.841,-55.176
-0.580,0.790,0.145,-1.831,24.902,-50.659
-0.568,0.794,0.135,-3.967,26.733,-46.448
-0.547,0.799,0.130,-6.653,29.297,-42.847
-0.529,0.809,0.133,-9.094,31.738,-39.734
-0.507,0.817,0.144,-11.047,33.752,-37.537
-0.490,0.820,0.156,-11.658,34.119,-36.133
-0.478,0.825,0.170,-11.108,32.715,-35.400
-0.469,0.830,0.183,-9.155,29.663,-35.156
-0.471,0.830,0.192,-6.042,25.330,-34.851
-0.480,0.827,0.190,-2.319,20.020,-34.424
-0.488,0.821,0.181,1.160,14.038,-33.447
-0.491,0.813,0.172,4.150,8.667,-31.982
-0.492,0.808,0.165,6.653,3.906,-29.419
-0.491,0.803,0.150,8.789,-0.061,-26.184
-0.483,0.802,0.135,10.315,-2.502,-22.766
-0.470,0.800,0.120,10.498,-4.150,-18.860
-0.453,0.803,0.110,10.010,-5.127,-15.198
-0.436,0.808,0.110,9.155,-5.371,-12.024
-0.420,0.808,0.117,8.362,-6.042,-9.705
-0.407,0.807,0.119,7.874,-7.385,-8.240
-0.394,0.799,0.123,7.263,-9.338,-7.202
-0.378,0.787,0.126,6.348,-11.475,-6.958
-0.369,0.782,0.129,5.066,-13.245,-6.775
-0.372,0.786,0.129,3.723,-14.709,-6.592
-0.370,0.806,0.126,3.296,-15.320,-6.226
-0.359,0.827,0.127,3.845,-14.954,-4.761
-0.341,0.836,0.128,5.066,-14.221,-2.930
-0.323,0.832,0.128,6.348,-13.428,-1.282
-0.309,0.830,0.122,7.996,-13.245,-0.732
-0.312,0.830,0.099,9.338,-13.428,-1.038
-0.328,0.834,0.067,9.460,-13.367,-1.465
-0.359,0.844,0.052,7.690,-12.268,-1.648
-0.401,0.861,0.060,4.517,-11.292,-2.014
-0.445,0.887,0.075,0.854,-11.597,-2.747
-0.485,0.923,0.092,-2.319,-13.733,-2.991
-0.516,0.970,0.100,-4.333,-16.907,-2.075
-0.511,1.005,0.106,-3.967,-20.325,0.732
-0.484,1.011,0.120,-1.282,-23.865,6.409
-0.403,1.000,0.141,1.404,-27.710,13.733
-0.317,0.999,0.171,3.906,-32.654,20.691
-0.242,0.976,0.226,8.728,-39.307,26.062
-0.185,0.943,0.247,15.686,-47.791,27.588
-0.155,0.925,0.252,23.376,-56.213,24.902
-0.149,0.920,0.253,31.128,-62.866,19.897
-0.163,0.901,0.216,38.574,-67.017,13.733
-0.196,0.854,0.155,44.250,-66.650,7.019
-0.241,0.819,0.073,44.556,-61.707,1.038
-0.292,0.818,-0.007,38.879,-51.758,-1.953
-0.333,0.822,-0.066,29.053,-38.086,-1.099
-0.351,0.829,-0.090,16.479,-22.827,3.784
-0.343,0.856,-0.063,1.709,-8.911,12.024
-0.330,0.910,-0.003,-11.780,0.183,21.057
-0.306,0.968,0.065,-20.813,4.517,29.602
-0.274,0.979,0.096,-23.376,4.211,35.950
-0.245,1.003,0.133,-20.569,0.854,38.574
-0.224,1.073,0.170,-14.954,-4.028,37.842
-0.206,1.085,0.188,-6.714,-11.536,36.804
-0.186,1.057,0.185,3.418,-20.447,35.217
-0.177,1.031,0.173,13.123,-29.236,30.823
-0.191,1.026,0.155,20.691,-36.621,24.231
-0.217,1.022,0.128,25.696,-42.419,17.212
-0.242,1.006,0.100,27.588,-45.288,11.841
-0.268,0.998,0.077,25.269,-45.044,8.118
-0.292,0.999,0.062,19.531,-41.626,6.287
-0.308,1.007,0.067,13.245,-35.828,6.287
-0.315,1.016,0.087,7.874,-29.053,7.324
-0.312,1.020,0.115,4.333,-22.766,9.216
-0.304,1.020,0.142,2.808,-17.822,10.986
-0.294,1.016,0.163,3.723,-15.503,12.024
-0.281,1.010,0.176,5.981,-15.747,12.390
-0.269,1.001,0.173,9.094,-17.578,11.841
-0.262,0.993,0.163,12.085,-20.325,10.864
-0.260,0.983,0.148,15.259,-22.888,9.705
-0.262,0.968,0.132,17.700,-25.024,8.667
-0.272,0.952,0.109,18.188,-26.123,7.751
-0.289,0.940,0.082,16.602,-25.757,6.714
-0.306,0.932,0.054,12.756,-23.804,6.409
-0.311,0.924,0.047,6.409,-20.142,7.629
-0.310,0.923,0.068,-1.160,-15.198,9.216
-0.312,0.934,0.099,-7.202,-10.742,10.620
-0.309,0.948,0.130,-9.949,-7.141,12.024
-0.303,0.956,0.154,-9.827,-5.127,13.733
-0.294,0.959,0.170,-7.690,-4.700,15.564
-0.289,0.968,0.174,-4.150,-5.981,17.212
-0.287,0.979,0.166,-0.305,-7.935,18.372
-0.281,0.978,0.154,3.540,-9.705,18.799
-0.272,0.972,0.138,6.714,-11.230,18.799
-0.268,0.967,0.127,8.057,-12.207,17.761
-0.273,0.968,0.115,8.606,-12.817,16.052
-0.282,0.972,0.099,8.423,-13.062,13.855
-0.291,0.975,0.087,7.446,-12.268,11.780
