ax,ay,az,gx,gy,gz
0.480,4.000,1.088,-218.994,90.881,297.546
-0.155,4.000,1.262,-248.291,43.030,180.420
-0.823,4.000,0.875,-255.432,-25.696,102.783
-0.851,4.000,0.720,-219.910,-65.918,29.541
-0.701,3.994,0.723,-162.903,-72.693,-38.269
-0.765,3.666,0.895,-107.422,-67.078,-101.990
-0.880,3.294,1.046,-48.523,-66.162,-162.354
-0.909,2.870,1.017,16.724,-71.960,-214.722
-1.100,2.489,0.793,68.665,-74.341,-254.150
-1.398,2.102,0.543,88.989,-63.782,-286.438
-1.608,1.771,0.381,79.956,-40.649,-316.040
-1.650,1.483,0.294,50.110,-12.878,-342.896
-1.564,1.206,0.260,7.751,10.559,-369.019
-1.502,1.024,0.250,-43.579,25.818,-400.269
-1.544,0.785,0.298,-87.524,34.424,-435.547
-1.482,0.396,0.467,-95.642,36.987,-470.032
-1.610,-0.126,0.610,-65.979,26.672,-507.202
-2.151,-0.545,0.585,-13.306,0.549,-550.720
-2.865,-0.865,0.526,57.800,-31.372,-586.609
-3.628,-1.308,0.195,139.221,-58.594,-573.669
-4.000,-1.953,-0.428,189.758,-71.777,-478.699
-4.000,-2.636,-1.144,185.181,-67.200,-302.124
-4.000,-3.049,-1.396,112.915,-49.805,-79.468
-3.501,-3.041,-1.330,-6.165,-20.142,122.620
-2.900,-2.555,-0.852,-88.867,26.489,250.244
-2.405,-2.041,-0.471,-99.548,64.453,318.726
-1.996,-1.572,-0.218,-66.406,69.031,364.014
-1.904,-0.946,-0.174,-26.184,38.574,409.180
-1.887,-0.180,-0.217,4.211,-7.568,467.163
-1.798,0.736,-0.290,11.475,-47.241,538.696
-1.681,1.811,-0.254,-12.939,-61.035,608.887
-1.354,3.040,-0.081,-39.490,-44.800,652.466
-0.686,3.956,0.031,-14.954,-10.193,651.367
-0.202,4.000,-0.068,28.320,19.653,592.712
0.118,4.000,0.235,69.275,59.631,448.242
0.199,4.000,0.789,7.202,31.250,334.473
0.264,4.000,0.646,-30.945,-24.719,203.186
0.515,4.000,0.982,-35.278,-57.556,71.899
0.471,4.000,1.334,-36.072,-75.439,-56.091
0.062,4.000,1.045,-5.371,-96.558,-179.321
-0.317,4.000,1.142,12.939,-80.994,-281.860
-0.665,3.584,1.240,55.420,-58.838,-360.657
-1.023,2.741,1.074,95.886,-47.913,-410.461
-1.316,1.983,0.662,114.685,-47.668,-437.744
-1.563,1.074,0.290,118.103,-39.490,-453.064
-1.801,0.048,0.056,102.112,-20.996,-475.403
-1.932,-1.141,-0.012,84.229,-4.761,-509.644
-2.262,-2.004,-0.220,73.486,-5.554,-537.903
-3.033,-2.575,-0.365,39.978,-17.761,-533.569
-3.872,-2.651,-0.276,-9.521,-13.611,-469.421
-4.000,-2.440,-0.555,-32.532,19.287,-314.575
-4.000,-2.442,-0.987,-21.057,81.604,-73.669
-3.284,-2.212,-1.045,-14.709,146.362,194.336
-2.452,-1.576,-0.872,-37.903,182.007,408.508
-1.849,-0.602,-0.647,-64.880,186.218,535.828
-1.375,0.686,-0.465,-80.139,167.419,595.703
-0.907,1.975,-0.458,-94.055,142.212,602.051
-0.450,3.144,-0.548,-106.995,126.221,550.110
0.070,4.000,-0.597,-115.479,122.253,448.059
0.502,4.000,-0.362,-127.380,123.291,331.055
0.969,4.000,0.123,-129.211,114.014,219.055
1.147,4.000,0.500,-79.712,79.529,104.309
1.141,4.000,0.845,29.175,17.700,-19.958
0.961,4.000,0.905,151.001,-67.261,-153.992
0.476,3.599,0.516,247.314,-155.823,-290.039
-0.235,2.648,-0.078,313.538,-218.628,-401.123
-0.833,1.279,-0.467,332.886,-243.896,-464.905
-1.206,-0.469,-0.597,302.673,-244.080,-491.577
-1.740,-2.030,-0.572,241.333,-234.497,-505.798
-2.640,-2.998,-0.259,131.775,-216.125,-500.122
-3.693,-3.218,0.235,-17.761,-169.800,-426.819
-4.000,-2.865,0.455,-126.953,-71.594,-254.883
-4.000,-2.082,0.526,-156.311,80.017,-13.000
-3.725,-1.219,0.398,-133.118,233.032,243.103
-2.683,-0.395,0.122,-107.300,331.909,450.623
-1.906,0.468,0.066,-90.698,362.488,576.721
-1.248,1.689,-0.352,-88.135,342.163,626.892
-0.025,3.192,-1.172,-106.140,306.213,612.244
0.664,4.000,-1.626,-142.578,279.419,545.715
0.569,4.000,-1.818,-175.781,252.380,437.317
0.933,4.000,-1.893,-182.556,203.857,282.959
1.838,4.000,-1.188,-111.511,122.375,96.558
1.863,4.000,-0.507,23.315,-10.559,-110.413
1.260,4.000,0.014,178.406,-181.519,-326.477
0.342,3.636,0.346,342.834,-345.276,-518.066
-0.923,2.383,0.311,489.502,-456.238,-646.912
-2.254,0.350,0.059,581.421,-496.887,-685.852
-3.098,-1.792,-0.085,526.001,-472.046,-624.817
-3.707,-3.005,-0.316,309.265,-374.512,-477.905
-4.000,-3.017,0.283,92.407,-198.425,-280.396
-3.881,-2.563,1.157,-52.368,-1.282,-69.580
-3.204,-1.672,1.543,-112.915,148.376,116.211
-2.568,-0.679,1.450,-104.858,230.408,261.169
-1.895,0.026,1.073,-56.274,251.465,367.432
-1.378,0.702,0.683,-1.221,237.610,435.242
-0.871,1.494,0.119,48.828,207.825,471.252
-0.255,2.016,-0.634,73.242,179.382,471.008
0.412,2.408,-1.166,41.199,164.795,415.466
0.861,3.250,-1.408,-20.752,156.372,298.401
1.063,3.658,-1.242,-53.101,135.437,155.518
1.059,3.436,-0.647,-33.020,101.074,29.968
0.956,3.173,-0.082,18.555,23.010,-113.098
0.557,2.775,0.289,109.924,-85.815,-248.901
-0.021,1.969,0.406,209.167,-191.833,-353.699
-0.736,0.624,0.527,285.950,-266.846,-423.096
-1.882,-1.065,0.312,341.125,-298.218,-447.632
-3.039,-2.491,-0.098,296.326,-282.959,-392.029
-3.819,-3.062,-0.388,116.821,-209.167,-225.037
-3.896,-2.547,-0.221,-104.065,-68.481,15.015
-3.271,-0.941,0.394,-270.630,101.257,237.854
-2.312,0.522,0.895,-333.252,235.962,402.344
-1.608,1.439,1.202,-288.635,299.805,500.610
-0.988,2.253,0.898,-176.392,289.307,542.603
0.060,2.660,0.041,-71.777,234.802,539.124
0.666,3.029,-0.625,-46.875,179.382,475.891
1.047,3.611,-0.725,-60.364,132.935,359.314
1.448,4.000,-0.397,-49.744,78.369,214.355
1.529,3.962,0.021,-13.794,-1.343,54.077
1.341,3.783,0.441,33.020,-97.534,-119.995
0.515,3.435,0.781,115.051,-187.317,-293.396
-0.611,2.741,0.900,211.365,-251.160,-438.599
-1.405,1.389,0.841,280.945,-281.067,-531.006
-2.168,-0.428,0.340,295.166,-266.602,-563.110
-2.874,-2.294,-0.051,233.948,-199.829,-515.503
-3.467,-3.258,-0.266,80.811,-94.421,-382.141
-3.691,-3.144,0.044,-114.929,23.132,-174.988
-3.357,-2.167,0.318,-267.029,133.362,55.969
-2.767,-0.827,0.422,-324.951,225.159,254.639
-2.014,0.159,0.387,-303.345,283.325,396.484
-1.509,0.788,0.379,-234.131,301.270,479.614
-1.051,1.626,0.269,-148.376,278.442,517.883
-0.097,2.442,-0.296,-92.346,227.966,529.968
0.724,2.727,-0.742,-105.225,179.993,500.488
1.277,2.987,-0.625,-159.973,140.564,386.047
1.493,3.744,-0.046,-162.170,86.609,192.566
1.312,4.000,0.693,-78.613,-2.014,-14.343
0.788,3.786,0.840,67.688,-116.882,-197.510
-0.047,3.051,0.818,227.356,-221.619,-351.746
-0.721,1.501,0.494,358.398,-284.607,-472.290
-1.434,-0.388,0.156,412.231,-296.509,-545.593
-2.417,-2.371,-0.258,346.436,-260.010,-542.786
-3.623,-3.401,-0.642,153.992,-173.462,-436.646
-4.000,-2.901,-0.085,-94.116,-37.842,-222.412
-3.760,-1.757,0.525,-256.042,114.014,50.293
-2.911,-0.370,0.869,-288.696,237.366,288.635
-2.067,0.628,0.648,-230.530,303.223,444.763
-1.672,1.031,0.371,-140.808,315.063,527.588
-1.316,1.529,-0.043,-77.087,288.879,554.138
-0.306,2.078,-0.624,-56.335,251.160,539.612
0.299,2.523,-0.956,-81.360,218.933,483.521
0.623,2.971,-1.036,-121.460,184.570,362.732
0.881,3.575,-0.795,-118.408,136.169,190.979
1.074,3.518,-0.116,-61.707,61.340,6.287
0.776,3.178,0.312,50.232,-46.875,-185.852
0.062,2.874,0.493,183.838,-171.936,-363.342
-0.991,1.694,0.429,323.608,-277.954,-499.023
-1.498,0.003,0.315,420.532,-341.064,-585.693
-2.438,-1.297,-0.191,379.944,-356.018,-592.346
-3.535,-2.721,-0.660,186.646,-298.645,-460.388
-3.846,-3.142,-0.240,-54.688,-149.719,-235.229
-3.437,-2.192,0.769,-232.239,38.025,-3.052
-2.706,-0.790,1.391,-306.641,185.669,196.411
-2.019,0.324,1.323,-259.277,259.705,346.497
-1.538,0.803,0.803,-152.893,271.301,444.702
-1.287,1.420,0.155,-60.547,250.061,488.953
-0.565,1.950,-0.502,-20.569,218.262,493.469
0.288,3.027,-1.285,-49.194,181.763,430.725
0.663,3.475,-1.359,-95.093,161.255,351.746
0.848,3.885,-0.869,-121.399,133.606,224.426
1.374,3.994,-0.124,-79.712,57.678,32.776
1.350,3.786,0.530,38.513,-65.674,-180.298
0.365,3.423,0.884,186.584,-211.365,-381.836
-0.823,2.563,0.738,339.233,-326.782,-545.837
-1.731,0.905,0.466,440.979,-368.469,-635.010
-2.872,-1.079,-0.057,419.189,-329.712,-621.216
-3.542,-2.898,-0.185,272.156,-218.872,-481.750
-3.539,-3.518,0.150,39.185,-66.772,-250.122
-2.935,-2.924,0.847,-170.288,79.285,-13.000
-2.356,-1.714,1.328,-278.503,182.434,175.049
-1.996,-0.265,1.304,-281.921,228.638,305.237
-1.635,0.684,0.874,-219.849,236.450,391.907
-1.134,1.679,0.197,-139.282,225.037,432.739
-0.373,2.330,-0.641,-91.370,206.299,430.908
0.442,2.973,-1.078,-94.177,190.491,375.854
1.023,3.563,-0.929,-96.985,163.208,263.611
1.178,3.886,-0.508,-56.213,102.844,109.070
1.310,3.709,-0.132,17.151,3.296,-76.233
0.884,3.226,0.257,119.385,-113.342,-271.301
-0.372,2.716,0.425,221.619,-219.788,-447.266
-1.439,1.461,0.431,300.903,-288.147,-572.083
-2.250,-0.147,0.123,325.317,-296.204,-609.924
-3.003,-2.189,-0.030,257.507,-244.141,-532.654
-3.217,-3.560,0.137,95.947,-153.076,-370.117
-3.343,-3.386,0.538,-101.746,-41.565,-170.532
-3.074,-2.212,0.938,-255.249,80.627,34.790
-2.619,-0.528,1.165,-314.392,191.406,210.571
-1.960,0.739,0.885,-286.194,260.742,340.271
-1.317,1.450,0.526,-209.106,289.185,417.542
-0.673,2.296,-0.058,-140.625,281.189,440.186
0.026,3.057,-0.747,-103.821,250.671,417.053
0.836,3.417,-1.092,-84.045,211.548,345.154
1.168,3.681,-0.990,-46.448,155.396,213.989
1.257,3.627,-0.577,15.869,66.895,36.255
1.251,3.279,-0.143,94.360,-52.673,-161.499
0.405,2.876,0.189,194.519,-180.908,-348.633
-0.910,2.432,0.289,293.396,-284.790,-493.469
-1.710,1.547,0.234,363.892,-341.431,-565.063
-2.224,0.003,0.007,370.300,-334.778,-549.683
-2.525,-1.971,0.016,305.603,-267.029,-468.079
-2.727,-3.063,0.245,175.842,-164.978,-351.746
-2.866,-3.545,0.746,19.104,-55.054,-197.632
-2.922,-3.150,1.144,-107.849,37.720,-24.048
-2.997,-1.837,1.123,-193.481,107.910,147.583
-2.614,-0.377,0.865,-237.854,172.363,306.641
-1.897,0.630,0.688,-235.779,231.628,425.537
-1.199,1.947,0.280,-209.106,264.343,483.826
-0.419,3.133,-0.365,-176.086,265.564,496.338
0.302,4.000,-0.937,-137.939,253.845,469.788
0.889,4.000,-0.896,-105.652,234.985,389.282
1.405,4.000,-0.218,-74.646,187.256,228.638
1.678,4.000,0.687,-3.235,93.567,3.784
1.182,3.966,1.125,114.929,-40.588,-237.244
-0.029,3.277,1.011,265.808,-175.964,-448.792
-1.230,2.148,0.403,409.668,-268.616,-592.041
-2.073,0.269,-0.207,499.878,-296.753,-638.916
-2.445,-2.144,-0.860,473.267,-250.122,-573.425
-2.779,-3.807,-0.879,276.306,-162.170,-436.646
-3.056,-3.911,-0.171,58.411,-55.847,-256.775
-2.916,-3.221,0.134,-112.305,38.513,-34.363
-2.633,-2.011,0.280,-202.820,114.990,181.396
-2.249,-0.497,0.058,-232.300,169.189,352.661
-1.664,0.558,-0.151,-222.290,202.393,473.267
-1.103,1.788,-0.390,-192.688,212.585,533.508
-0.535,2.777,-0.712,-159.058,202.148,544.922
0.052,3.464,-0.693,-152.954,183.655,502.808
0.581,4.000,-0.215,-156.555,148.682,388.000
0.931,4.000,0.405,-113.220,84.595,218.750
0.978,4.000,0.804,-8.667,-7.507,28.687
0.656,3.991,1.052,130.798,-106.140,-163.330
-0.150,3.297,1.017,265.259,-187.988,-344.727
-1.192,2.393,0.599,366.211,-237.915,-485.535
-1.978,0.936,0.001,415.466,-248.413,-550.476
-2.196,-1.053,-0.510,415.039,-211.853,-527.527
-2.346,-2.906,-0.920,313.660,-128.235,-422.974
-2.609,-3.765,-0.466,111.267,-43.823,-288.147
-2.679,-3.721,0.214,-75.073,27.222,-123.291
-2.794,-2.813,0.562,-199.097,75.745,61.768
-2.776,-1.452,0.576,-251.953,116.577,243.469
-2.362,-0.315,0.415,-262.268,156.006,397.583
-1.854,0.684,0.300,-254.089,188.721,497.620
-1.294,1.423,0.016,-234.192,204.651,538.391
-0.503,1.977,-0.086,-207.092,208.496,531.677
0.031,2.891,-0.168,-199.341,195.557,470.520
0.328,3.913,-0.057,-182.373,160.156,372.253
0.571,4.000,-0.010,-119.324,103.638,256.958
0.684,4.000,-0.088,-20.691,33.752,118.347
0.827,4.000,0.172,89.172,-34.729,-22.949
0.777,3.610,0.406,194.397,-102.600,-193.970
0.152,2.979,0.478,290.161,-163.513,-366.577
-0.765,2.087,0.561,371.582,-213.440,-503.235
-1.550,0.741,0.229,423.950,-249.329,-578.430
-2.123,-1.398,-0.317,436.646,-250.793,-575.256
-2.402,-3.369,-0.905,338.562,-183.044,-485.779
-2.864,-4.000,-0.378,112.671,-91.980,-342.957
-3.119,-3.896,0.307,-116.150,0.977,-149.231
-2.895,-2.744,0.860,-281.677,78.308,76.843
-2.545,-1.182,1.072,-354.675,143.677,272.705
-2.091,0.165,0.952,-352.478,196.289,405.090
-1.595,1.200,0.573,-294.434,231.934,470.520
-0.969,2.099,-0.082,-215.027,248.535,481.873
-0.281,2.663,-0.537,-175.720,253.845,456.482
0.265,3.382,-0.529,-165.344,240.967,388.489
0.500,4.000,-0.370,-136.658,197.571,287.659
0.582,4.000,-0.287,-75.989,124.451,172.546
0.903,3.950,-0.082,5.920,34.851,32.227
0.876,3.406,0.243,104.431,-58.411,-135.986
0.234,2.683,0.479,212.036,-148.987,-307.495
-0.615,1.437,0.619,317.017,-228.699,-448.730
-1.415,-0.125,0.521,382.385,-293.152,-531.860
-2.298,-1.781,-0.102,360.535,-325.745,-530.029
-3.117,-3.055,-0.724,257.690,-254.517,-415.344
-3.212,-3.360,-0.304,21.729,-108.032,-221.680
-2.850,-2.696,0.633,-176.147,53.040,-7.812
-2.190,-1.361,1.175,-299.866,162.109,180.664
-1.760,-0.137,1.232,-309.204,209.412,315.735
-1.298,0.512,0.967,-258.972,218.201,396.362
-0.975,1.079,0.469,-190.857,215.149,421.570
-0.585,1.608,-0.199,-144.104,215.332,414.185
-0.069,1.958,-0.516,-148.437,217.896,387.817
0.315,2.307,-0.418,-168.945,210.571,331.482
0.529,2.568,-0.095,-168.396,177.429,251.221
0.615,2.895,0.170,-134.460,113.831,157.043
0.551,2.693,0.283,-78.552,32.898,70.496
0.508,2.453,0.312,-24.292,-45.471,-13.245
0.396,2.048,0.465,24.231,-108.765,-101.807
0.179,1.493,0.830,65.857,-155.884,-184.509
-0.037,0.968,1.172,89.844,-197.083,-252.258
-0.232,0.477,1.299,92.834,-230.591,-290.710
-0.433,-0.033,1.222,74.463,-243.713,-294.250
-0.783,-0.255,1.305,31.372,-224.060,-268.555
-0.964,-0.426,0.958,-14.893,-157.532,-218.201
-1.032,-0.440,0.897,-98.816,-59.387,-153.320
-1.000,-0.361,1.067,-153.015,31.494,-103.943
-0.892,-0.019,1.168,-186.462,112.732,-66.895
-0.820,0.223,1.149,-213.257,172.363,-29.846
-0.797,0.421,1.006,-212.402,214.783,1.953
-0.796,0.608,0.803,-180.969,244.995,29.053
-0.761,0.548,0.641,-138.672,262.878,58.105
-0.673,0.404,0.554,-116.760,265.808,84.290
-0.665,0.334,0.459,-115.540,251.343,100.647
-0.703,0.257,0.384,-124.207,223.145,110.474
-0.832,0.280,0.345,-140.320,187.317,115.784
-1.078,0.518,0.213,-158.142,152.954,117.554
-1.240,0.643,0.055,-170.105,129.395,122.986
-1.296,0.613,0.029,-176.636,120.728,135.254
-1.338,0.736,0.012,-179.382,119.751,146.790
-1.286,0.877,0.008,-175.659,122.986,151.489
-1.157,1.022,0.037,-153.442,129.395,149.597
-1.057,1.232,0.127,-112.671,133.667,141.296
-0.937,1.193,0.229,-63.965,131.470,127.747
-0.816,1.000,0.289,-21.057,123.840,106.812
-0.790,0.892,0.327,7.263,112.305,74.585
-0.759,0.728,0.353,21.729,98.267,39.063
-0.756,0.458,0.315,17.151,83.069,9.888
-0.854,0.450,0.408,-14.832,68.420,-11.536
-0.836,0.553,0.457,-58.594,57.678,-19.897
-0.906,0.503,0.441,-104.919,55.786,-16.174
-0.881,0.825,0.494,-146.545,62.622,-7.324
-0.912,1.099,0.590,-155.396,76.233,11.536
-0.906,1.208,0.530,-117.432,90.759,24.048
-0.597,1.217,0.436,-62.805,98.328,18.066
-0.436,1.197,0.298,-36.072,97.351,12.329
-0.417,1.168,0.155,-27.832,93.689,9.155
-0.357,1.069,0.034,-26.978,89.172,5.554
-0.323,0.864,-0.011,-20.081,84.961,-3.540
-0.380,0.639,-0.020,-15.137,78.857,-20.752
-0.489,0.533,-0.005,-21.851,69.824,-43.091
-0.608,0.535,0.036,-28.809,59.082,-62.134
-0.664,0.567,0.027,-28.564,49.438,-71.594
-0.740,0.578,0.120,-26.794,41.565,-70.618
-0.761,0.543,0.170,-19.897,33.325,-64.148
-0.764,0.577,0.135,-10.132,25.024,-57.190
-0.818,0.736,0.117,1.465,18.127,-48.340
-0.826,0.879,0.146,8.667,13.733,-33.875
-0.746,1.044,0.242,6.897,11.841,-15.808
-0.600,1.132,0.268,9.094,12.512,-1.465
-0.543,1.039,0.242,18.738,17.273,1.160
-0.549,0.924,0.234,25.818,26.245,-9.583
-0.517,0.832,0.292,37.903,33.447,-27.527
-0.418,0.781,0.307,47.363,36.316,-43.274
-0.441,0.810,0.361,41.077,35.828,-52.185
-0.438,0.849,0.417,25.085,32.715,-52.185
-0.307,0.849,0.334,20.020,26.306,-46.509
-0.277,0.823,0.055,44.128,20.203,-40.527
-0.246,0.637,0.234,81.360,14.954,-35.156
-0.258,0.811,0.245,75.989,-0.061,-30.518
-0.426,0.801,0.188,74.890,-18.311,-22.827
-0.452,0.782,0.295,92.285,-31.921,-13.855
-0.402,0.932,0.348,101.501,-42.725,-9.216
-0.438,0.883,0.294,115.723,-47.485,-6.226
-0.484,0.285,-0.225,128.784,-43.762,-8.728
-0.521,0.667,-0.175,97.168,-28.259,-16.846
-0.475,0.793,0.290,63.171,-13.367,-11.963
-0.356,0.699,0.584,76.477,-18.433,-2.869
-0.337,0.700,0.642,96.191,-38.269,1.526
-0.396,0.717,0.584,104.065,-55.359,7.202
-0.419,0.812,0.655,101.440,-59.998,13.550
-0.413,0.777,0.613,98.083,-54.749,17.456
-0.431,0.849,0.522,92.651,-40.894,17.090
-0.396,0.834,0.445,83.801,-20.508,18.494
-0.351,0.740,0.550,71.655,-1.770,22.461
-0.334,0.699,0.675,58.777,7.202,26.001
-0.315,0.663,0.738,50.537,7.568,27.649
-0.276,0.661,0.787,38.330,6.226,28.442
-0.226,0.722,0.760,24.597,8.850,27.649
-0.298,0.747,0.645,13.123,18.127,21.790
-0.323,0.748,0.533,2.197,32.715,10.559
-0.360,0.729,0.511,-13.306,47.729,-0.122
-0.372,0.731,0.612,-29.602,57.617,-5.737
-0.351,0.680,0.618,-38.330,59.265,-7.935
-0.395,0.711,0.550,-41.870,58.533,-10.254
-0.425,0.747,0.458,-40.833,60.303,-12.329
-0.449,0.689,0.473,-36.743,59.998,-8.545
-0.492,0.636,0.785,-23.804,51.514,-0.549
-0.483,0.635,0.572,0.854,33.813,10.803
-0.293,0.692,0.490,17.456,22.278,28.442
-0.312,0.692,0.593,20.081,20.081,38.757
-0.265,0.687,0.506,27.344,18.860,29.053
-0.161,0.708,0.508,34.912,18.921,12.573
-0.273,0.688,0.555,32.288,15.320,0.305
-0.318,0.716,0.609,33.203,6.348,-9.033
-0.311,0.732,0.607,39.978,-3.479,-13.123
-0.392,0.679,0.597,45.471,-9.460,-9.521
-0.393,0.730,0.655,45.166,-9.644,-3.113
-0.352,0.692,0.672,41.626,-4.578,3.296
-0.369,0.704,0.616,32.043,5.981,7.263
-0.315,0.740,0.660,17.761,23.682,4.211
-0.181,0.994,0.653,5.920,41.199,-2.319
-0.189,0.845,0.520,2.014,50.964,-5.066
-0.306,0.899,0.540,-8.240,51.086,-10.498
-0.251,0.884,0.740,-11.353,42.725,-17.700
-0.177,0.821,0.735,-6.836,28.076,-20.752
-0.221,0.719,0.631,-12.573,19.104,-20.935
-0.321,0.714,0.618,-26.733,22.278,-20.325
-0.310,0.814,0.627,-31.494,30.090,-19.226
-0.265,0.819,0.619,-29.663,36.743,-14.343
-0.223,0.762,0.654,-30.457,38.635,-7.935
-0.199,0.630,0.609,-29.419,35.828,-4.883
-0.169,0.604,0.652,-19.592,31.006,-6.531
-0.296,0.512,0.609,-4.822,23.926,-14.587
-0.373,0.566,0.586,10.254,17.883,-22.034
-0.367,0.650,0.605,24.536,13.916,-21.667
-0.381,0.692,0.584,35.278,11.841,-12.085
-0.316,0.731,0.618,37.048,11.536,0.427
-0.250,0.775,0.637,34.363,11.780,9.583
-0.266,0.773,0.561,27.405,14.526,11.414
-0.237,0.804,0.567,11.047,22.949,8.362
-0.189,0.811,0.628,-10.132,35.217,5.127
-0.243,0.791,0.594,-24.719,44.678,1.099
-0.287,0.819,0.588,-31.860,48.889,-3.845
-0.300,0.816,0.657,-31.677,45.349,-9.216
-0.297,0.862,0.670,-25.085,33.020,-12.878
-0.319,0.865,0.661,-15.686,17.700,-14.282
-0.339,0.882,0.632,-7.629,7.080,-15.869
-0.357,0.872,0.616,-2.441,4.761,-17.639
-0.346,0.824,0.586,1.770,10.010,-19.409
-0.293,0.767,0.608,5.493,19.226,-21.851
-0.234,0.740,0.608,6.958,26.917,-23.621
-0.194,0.679,0.618,6.958,29.541,-21.667
-0.147,0.630,0.630,5.127,28.076,-17.761
-0.136,0.655,0.661,0.488,23.987,-14.099
-0.155,0.657,0.680,-3.784,18.860,-10.803
-0.197,0.761,0.718,-6.409,16.357,-10.254
-0.273,0.665,0.676,1.465,19.592,-11.475
-0.495,0.306,0.648,13.794,25.574,-13.245
0.047,0.985,0.626,7.019,29.846,-12.695
0.113,0.742,0.894,7.080,32.593,4.456
-0.386,0.802,0.220,24.353,20.325,20.691
0.032,0.750,0.599,14.832,18.188,13.550
0.070,0.879,0.826,9.705,8.911,1.160
-0.047,0.639,0.617,17.578,-2.319,-7.446
-0.100,0.676,0.634,17.151,1.831,-15.564
-0.206,0.691,0.622,13.672,14.282,-19.043
-0.195,0.708,0.603,14.587,26.794,-17.212
-0.187,0.695,0.569,13.367,35.095,-11.658
-0.174,0.640,0.606,27.893,22.461,-1.160
-0.050,0.655,0.565,48.645,-36.865,12.085
-0.180,0.846,0.823,25.757,-41.016,14.954
-0.093,0.692,0.755,47.363,-42.908,11.169
-0.044,0.749,0.699,53.040,-46.448,8.057
-0.093,0.694,0.711,45.593,-50.293,7.507
-0.144,0.694,0.791,43.335,-54.626,1.282
-0.171,0.665,0.770,48.157,-57.617,-4.700
-0.258,0.701,0.697,51.697,-58.289,-5.981
-0.322,0.689,0.593,55.176,-56.335,-4.639
-0.214,0.713,0.488,55.420,-51.880,-2.502
-0.209,0.700,0.400,48.340,-46.936,-0.427
-0.214,0.668,0.395,38.269,-41.870,0.793
-0.231,0.606,0.428,30.701,-35.278,0.671
-0.277,0.632,0.487,23.376,-28.870,-1.099
-0.357,0.574,0.560,19.043,-21.851,-3.723
-0.320,0.616,0.701,11.841,-14.771,-3.967
-0.243,0.634,0.692,9.888,-9.705,-2.014
-0.171,0.865,0.562,7.690,-7.202,0.732
-0.205,0.881,0.540,-2.441,-3.723,5.676
-0.196,0.745,0.644,-15.625,-4.150,7.996
-0.089,0.608,0.789,-31.006,-9.766,6.592
-0.099,0.578,0.876,-39.001,-10.071,0.610
-0.152,0.543,0.819,-44.434,0.061,-5.310
-0.219,0.752,0.842,-49.194,15.259,-7.263
-0.270,0.835,0.665,-42.725,24.475,-2.136
-0.280,0.893,0.526,-34.424,23.010,0.305
-0.324,0.976,0.500,-28.809,15.747,-1.465
-0.404,1.005,0.465,-22.339,4.395,-2.380
-0.355,0.911,0.569,-14.832,-5.371,-1.343
-0.260,0.864,0.767,-9.033,-13.794,-1.526
-0.260,0.791,0.874,-2.686,-20.813,-2.014
-0.300,0.709,0.910,5.615,-22.827,-3.601
-0.299,0.550,0.844,16.296,-17.456,-6.592
-0.290,0.529,0.821,22.156,-6.714,-10.254
-0.343,0.523,0.730,23.926,2.075,-8.423
-0.295,0.454,0.817,24.048,8.301,-0.977
-0.240,0.528,0.786,27.710,10.315,6.226
-0.196,0.521,0.661,32.471,12.756,8.301
-0.185,0.551,0.637,28.870,20.020,8.667
-0.181,0.672,0.684,26.062,25.085,9.094
-0.155,0.744,0.676,26.001,24.292,10.864
-0.234,0.887,0.621,28.137,20.813,12.878
-0.423,0.780,0.484,40.222,17.761,10.681
-0.539,0.690,0.590,65.552,14.465,-0.610
-0.383,0.740,0.857,92.163,3.174,-9.521
-0.208,0.759,1.008,109.741,-19.653,-8.911
-0.152,0.794,1.026,107.422,-40.344,-6.409
-0.262,0.817,0.850,91.125,-43.213,-11.353
-0.317,0.832,0.853,61.951,-25.818,-17.212
-0.182,0.839,0.857,32.593,-2.319,-13.489
-0.107,0.798,0.825,8.240,18.982,-6.531
-0.040,0.732,0.822,-7.690,34.851,-4.822
0.005,0.676,0.852,-14.160,41.992,-9.216
-0.066,0.631,0.843,-12.756,41.321,-16.846
-0.114,0.638,0.848,-9.460,36.194,-20.203
-0.126,0.674,0.825,-9.460,30.029,-16.541
-0.164,0.706,0.773,-12.634,26.733,-12.634
-0.180,0.732,0.804,-18.982,26.611,-12.268
-0.179,0.782,0.807,-23.315,24.292,-12.573
-0.170,0.750,0.727,-21.912,19.836,-11.047
-0.216,0.694,0.672,-22.644,18.677,-9.216
-0.222,0.665,0.654,-21.179,19.836,-7.874
-0.180,0.668,0.643,-17.822,19.409,-5.310
-0.151,0.691,0.610,-13.184,16.296,-3.723
-0.128,0.696,0.641,-9.399,12.085,-4.517
-0.095,0.652,0.717,-5.737,5.188,-7.568
-0.092,0.610,0.701,-2.075,-2.930,-11.841
-0.144,0.599,0.668,-0.916,-6.592,-17.029
-0.183,0.610,0.680,0.488,-4.395,-23.376
-0.168,0.688,0.743,1.465,-1.221,-28.748
-0.170,0.807,0.805,3.784,1.587,-30.579
-0.137,0.882,0.828,8.362,3.784,-29.785
-0.077,0.929,0.873,11.719,5.798,-30.029
-0.001,0.975,0.911,14.221,6.592,-33.752
0.042,1.001,0.933,16.296,7.080,-41.809
0.074,1.001,0.984,18.372,8.423,-53.101
0.005,0.943,0.926,23.437,9.888,-66.833
