ax,ay,az,gx,gy,gz
-0.248,-0.265,1.261,19.653,43.091,-15.686
-0.229,-0.298,1.360,16.602,43.396,-18.677
-0.182,-0.307,1.496,14.587,41.809,-23.010
-0.149,-0.292,1.578,12.207,36.316,-27.527
-0.131,-0.255,1.594,10.071,26.611,-31.250
-0.153,-0.177,1.521,8.362,13.855,-33.813
-0.207,-0.068,1.364,7.629,0.977,-35.522
-0.261,0.021,1.178,9.644,-8.179,-35.400
-0.302,0.071,1.033,13.184,-13.489,-33.142
-0.320,0.109,0.919,16.846,-13.977,-29.785
-0.326,0.114,0.872,21.362,-10.071,-25.696
-0.300,0.074,0.888,26.184,-3.723,-20.996
-0.248,0.024,0.977,28.687,2.869,-16.541
-0.187,-0.041,1.108,28.625,8.240,-13.184
-0.143,-0.111,1.221,28.259,9.888,-12.024
-0.124,-0.155,1.278,26.855,6.653,-13.489
-0.119,-0.155,1.261,25.085,0.488,-16.602
-0.132,-0.128,1.203,22.705,-5.676,-19.592
-0.163,-0.088,1.126,19.714,-11.292,-22.156
-0.199,-0.051,1.061,17.761,-14.893,-24.109
-0.219,-0.023,1.005,17.273,-16.785,-25.757
-0.232,-0.004,0.974,16.174,-17.273,-26.733
-0.238,0.014,0.958,14.465,-16.479,-26.611
-0.230,0.047,0.954,13.000,-14.771,-26.123
-0.237,0.089,0.962,11.597,-12.756,-25.757
-0.242,0.106,0.959,11.108,-10.681,-24.780
-0.237,0.110,0.954,11.353,-8.972,-23.010
-0.230,0.111,0.960,11.108,-7.568,-21.118
-0.230,0.107,0.977,10.742,-6.226,-19.714
-0.230,0.098,0.988,11.475,-5.432,-18.311
-0.231,0.091,0.997,12.512,-5.493,-17.273
-0.236,0.082,0.993,13.000,-6.104,-15.991
-0.246,0.073,0.985,13.428,-7.202,-14.465
-0.255,0.061,0.968,13.611,-8.484,-13.000
-0.266,0.052,0.948,13.550,-9.583,-11.963
-0.278,0.041,0.916,13.672,-10.315,-10.803
-0.294,0.030,0.883,13.550,-10.925,-10.071
-0.301,0.016,0.857,13.489,-10.742,-9.399
-0.307,-0.000,0.842,13.611,-9.644,-8.667
-0.303,-0.019,0.837,12.695,-8.484,-8.179
-0.297,-0.036,0.833,12.146,-7.385,-7.812
-0.296,-0.044,0.834,11.353,-6.348,-7.751
-0.292,-0.041,0.830,9.705,-5.310,-8.118
-0.292,-0.037,0.835,8.728,-4.395,-7.874
-0.287,-0.042,0.837,8.484,-3.357,-7.324
-0.284,-0.046,0.865,8.423,-2.563,-6.714
-0.280,-0.075,0.865,10.376,-2.380,-6.531
-0.287,-0.083,0.830,10.071,-2.747,-6.897
-0.286,-0.085,0.845,3.967,-3.113,-6.348
-0.303,-0.072,0.787,1.953,-3.784,-5.676
-0.303,-0.075,0.762,3.174,-3.052,-5.737
-0.315,-0.063,0.759,3.662,-1.221,-6.775
-0.319,-0.044,0.757,4.089,1.221,-7.629
-0.321,-0.024,0.769,3.906,3.357,-7.568
-0.328,-0.002,0.781,3.235,5.127,-7.202
-0.341,0.001,0.794,3.723,6.775,-6.653
-0.348,-0.007,0.805,5.005,8.606,-6.165
-0.356,-0.016,0.822,5.249,10.376,-6.042
-0.354,-0.004,0.850,4.883,11.780,-5.859
-0.350,0.018,0.886,5.371,13.000,-5.859
-0.354,0.032,0.929,6.348,13.733,-5.432
-0.356,0.019,0.960,7.324,13.672,-4.639
-0.359,0.000,0.981,7.141,13.000,-3.662
-0.363,-0.005,0.982,6.348,11.414,-3.174
-0.368,0.014,0.968,6.104,9.338,-3.235
-0.384,0.042,0.953,6.897,7.629,-3.235
-0.402,0.049,0.928,7.935,7.019,-2.319
-0.412,0.031,0.911,8.301,6.897,-0.854
-0.411,0.005,0.908,7.996,7.141,0.488
-0.399,0.004,0.920,7.446,7.507,0.977
-0.406,0.009,0.942,7.751,7.874,0.977
-0.411,0.001,0.953,8.728,7.507,1.099
-0.414,-0.010,0.947,8.484,6.592,1.587
-0.420,-0.019,0.929,7.202,5.066,1.953
-0.431,-0.020,0.907,6.042,3.784,2.014
-0.441,-0.015,0.892,5.615,3.418,1.465
-0.438,0.004,0.894,6.348,3.662,0.977
-0.430,0.034,0.916,6.836,4.028,0.854
-0.432,0.031,0.942,6.714,4.211,2.014
-0.422,-0.008,0.961,6.042,3.601,3.967
-0.414,-0.057,0.973,5.249,2.686,5.188
-0.412,-0.097,0.972,3.540,1.282,5.127
-0.408,-0.111,0.962,1.892,-0.366,4.272
-0.411,-0.110,0.944,1.160,-1.526,2.747
-0.412,-0.093,0.933,0.427,-2.136,0.977
-0.414,-0.064,0.915,0.366,-2.563,-0.366
-0.425,-0.029,0.891,0.977,-2.869,-0.916
-0.446,-0.001,0.859,1.465,-3.235,-0.610
-0.469,-0.001,0.828,2.258,-2.930,0.610
-0.485,-0.036,0.812,3.113,-1.709,2.258
-0.489,-0.093,0.816,3.845,0.793,3.174
-0.488,-0.135,0.837,3.967,4.333,3.174
-0.485,-0.140,0.864,3.418,7.385,1.953
-0.477,-0.114,0.911,2.747,10.315,0.366
-0.451,-0.080,0.949,0.916,12.878,-0.305
-0.457,-0.040,0.987,-1.831,14.526,-0.671
-0.435,-0.033,1.011,-2.747,16.174,0.305
-0.404,-0.055,1.037,-2.869,18.127,2.625
-0.381,-0.048,1.059,-4.089,20.081,4.272
-0.344,-0.075,1.098,-2.625,22.583,5.554
-0.310,-0.122,1.144,1.770,25.757,6.042
-0.275,-0.193,1.204,5.493,28.870,6.409
-0.222,-0.266,1.278,4.089,31.189,6.592
-0.208,-0.298,1.358,0.427,31.555,5.310
-0.222,-0.305,1.393,-1.953,28.442,1.953
-0.238,-0.301,1.361,-2.808,22.034,-1.526
-0.276,-0.257,1.268,-4.150,13.916,-4.517
-0.333,-0.198,1.145,-5.432,5.493,-6.775
-0.372,-0.188,1.023,-4.089,-0.061,-7.141
-0.404,-0.217,0.954,-1.709,-2.075,-6.592
-0.408,-0.255,0.920,0.122,-2.319,-6.531
-0.393,-0.312,0.919,2.991,-2.014,-6.897
-0.377,-0.371,0.918,5.737,-1.526,-7.935
-0.352,-0.384,0.932,3.601,-1.221,-9.949
-0.318,-0.392,0.977,1.648,-0.610,-11.963
-0.270,-0.401,1.037,1.526,-0.305,-13.916
-0.228,-0.394,1.093,0.244,-1.221,-15.869
-0.200,-0.367,1.118,-1.587,-4.150,-17.822
-0.182,-0.332,1.107,-2.686,-9.094,-19.104
-0.180,-0.297,1.058,-2.991,-14.282,-19.531
-0.196,-0.282,0.989,-2.808,-18.799,-18.982
-0.208,-0.287,0.901,-0.977,-21.606,-18.372
-0.215,-0.301,0.825,2.319,-22.217,-17.822
-0.232,-0.321,0.749,4.517,-20.996,-17.883
-0.253,-0.339,0.681,5.859,-18.127,-18.372
-0.259,-0.349,0.640,5.737,-13.855,-18.860
-0.266,-0.355,0.644,4.700,-8.301,-19.531
-0.271,-0.346,0.657,3.113,-3.235,-20.691
-0.278,-0.341,0.680,2.991,0.671,-22.156
-0.273,-0.331,0.721,4.700,5.493,-24.048
-0.285,-0.337,0.765,7.019,9.338,-25.879
-0.294,-0.357,0.798,9.583,11.963,-27.222
-0.287,-0.372,0.820,12.146,14.038,-28.809
-0.291,-0.374,0.851,14.099,15.564,-30.762
-0.301,-0.375,0.887,16.113,17.090,-32.532
-0.301,-0.376,0.927,18.494,18.250,-34.668
-0.297,-0.373,0.970,19.958,18.127,-36.682
-0.300,-0.370,1.004,20.020,17.151,-38.086
-0.302,-0.368,1.023,20.325,15.076,-39.795
-0.301,-0.361,1.013,20.691,11.902,-41.504
-0.308,-0.344,0.991,20.630,8.606,-43.152
-0.322,-0.323,0.957,20.386,5.920,-44.617
-0.334,-0.316,0.917,20.691,4.272,-45.837
-0.340,-0.328,0.877,20.996,3.540,-46.692
-0.335,-0.345,0.849,20.935,3.662,-47.729
-0.323,-0.352,0.836,20.020,4.456,-48.950
-0.309,-0.345,0.837,18.982,5.981,-50.598
-0.295,-0.316,0.855,18.433,7.629,-52.856
-0.289,-0.277,0.885,17.822,8.789,-54.626
-0.279,-0.264,0.917,18.188,9.583,-55.481
-0.262,-0.269,0.935,18.738,9.705,-55.542
-0.264,-0.271,0.941,18.127,9.155,-55.908
-0.255,-0.255,0.931,17.944,8.179,-57.068
-0.264,-0.229,0.922,18.494,7.629,-58.167
-0.271,-0.200,0.916,18.127,7.568,-58.777
-0.271,-0.178,0.916,18.494,8.179,-58.472
-0.275,-0.163,0.919,18.250,8.423,-58.044
-0.280,-0.158,0.915,18.188,8.362,-57.251
-0.287,-0.160,0.901,18.066,8.179,-56.641
-0.297,-0.149,0.887,17.273,8.240,-56.152
-0.285,-0.117,0.886,16.235,8.789,-56.091
-0.300,-0.081,0.894,15.686,9.583,-55.176
-0.320,-0.044,0.898,16.174,9.644,-54.016
-0.329,-0.052,0.880,18.555,9.399,-51.147
-0.326,-0.099,0.852,19.226,9.460,-49.133
-0.329,-0.107,0.851,17.090,10.132,-47.913
-0.332,-0.106,0.864,16.296,11.536,-47.729
-0.339,-0.085,0.844,16.174,11.902,-48.767
-0.337,-0.062,0.841,18.555,12.451,-50.171
-0.336,-0.057,0.860,20.752,14.343,-49.316
-0.318,-0.015,0.909,19.409,16.174,-47.729
-0.319,0.004,0.956,18.616,16.418,-45.471
-0.326,-0.019,0.974,20.081,15.320,-42.542
-0.323,-0.043,0.983,19.714,13.977,-39.978
-0.304,-0.073,1.001,15.808,11.841,-37.476
-0.313,-0.070,1.002,14.465,9.644,-36.438
-0.318,-0.073,0.999,14.954,7.568,-35.706
-0.316,-0.061,0.986,13.367,5.310,-34.851
-0.325,-0.031,0.964,12.512,3.052,-34.058
-0.338,-0.020,0.934,12.817,1.038,-32.471
-0.350,-0.026,0.890,12.451,-0.488,-30.090
-0.356,-0.027,0.841,11.658,-1.526,-27.649
-0.365,-0.009,0.809,12.207,-1.160,-25.024
-0.367,-0.029,0.795,13.855,0.366,-22.339
-0.383,-0.028,0.822,14.587,2.991,-19.897
-0.370,-0.054,0.869,14.832,5.920,-17.761
-0.345,-0.093,0.909,15.869,7.996,-16.479
-0.345,-0.089,0.936,14.038,7.874,-15.991
-0.364,-0.040,0.924,10.864,6.042,-16.052
-0.379,0.003,0.888,9.277,4.028,-14.648
-0.411,0.049,0.859,9.521,3.662,-12.451
-0.418,0.088,0.856,11.169,5.737,-9.583
-0.427,0.087,0.879,13.672,9.705,-5.798
-0.415,0.061,0.915,16.785,14.343,-2.075
-0.389,0.015,0.963,19.104,19.409,1.587
-0.377,-0.016,1.010,19.287,23.743,4.517
-0.352,-0.033,1.076,19.104,27.527,6.042
-0.314,-0.045,1.167,19.104,30.884,7.141
-0.280,-0.064,1.250,18.250,32.959,8.179
-0.253,-0.129,1.348,15.869,32.959,8.667
-0.229,-0.148,1.424,11.902,31.128,7.751
-0.235,-0.152,1.457,10.925,25.574,5.188
-0.222,-0.145,1.425,12.756,18.066,2.258
-0.235,-0.088,1.362,11.719,10.925,0.000
-0.284,0.027,1.270,8.728,3.845,-1.038
-0.324,0.126,1.173,8.118,-1.465,-0.610
-0.338,0.153,1.089,10.498,-3.906,2.380
-0.326,0.116,1.044,12.573,-4.333,7.019
-0.302,0.064,1.030,12.695,-3.662,11.292
-0.264,0.014,1.057,12.939,-2.441,13.550
-0.228,-0.033,1.105,13.733,-1.831,13.916
-0.192,-0.075,1.159,14.343,-1.770,13.489
-0.179,-0.093,1.180,13.306,-3.357,12.634
-0.187,-0.105,1.152,11.536,-7.568,11.292
-0.203,-0.111,1.091,10.803,-12.390,10.132
-0.219,-0.113,1.022,10.376,-15.991,9.033
-0.229,-0.098,0.978,9.399,-17.395,7.507
-0.236,-0.073,0.957,8.423,-17.151,5.859
-0.230,-0.038,0.954,8.545,-15.991,4.578
-0.220,-0.003,0.967,7.446,-14.771,4.089
-0.217,0.038,0.987,4.883,-13.794,4.517
-0.212,0.064,0.994,2.441,-13.306,5.493
-0.214,0.067,0.987,0.793,-13.489,6.714
-0.221,0.068,0.955,-0.977,-13.977,8.057
-0.228,0.078,0.918,-2.686,-14.465,8.606
-0.239,0.088,0.882,-3.723,-14.404,9.094
-0.253,0.097,0.849,-4.089,-13.367,9.766
-0.255,0.096,0.850,-4.456,-11.658,10.498
-0.265,0.100,0.832,-5.188,-10.193,11.475
-0.277,0.085,0.819,-5.737,-8.362,12.756
-0.276,0.051,0.825,-5.859,-5.249,14.343
-0.277,0.025,0.852,-6.348,-2.502,14.771
-0.279,0.011,0.890,-5.981,-0.488,14.343
-0.283,0.001,0.923,-4.944,1.099,13.794
-0.290,-0.004,0.938,-4.150,0.977,13.550
-0.297,-0.004,0.929,-4.517,-0.122,13.672
-0.305,-0.002,0.910,-4.578,-1.587,13.794
-0.312,0.005,0.896,-4.028,-2.319,14.160
-0.316,0.000,0.883,-3.418,-2.563,14.771
-0.316,-0.018,0.880,-3.479,-2.625,16.113
-0.309,-0.046,0.876,-4.578,-2.441,17.212
-0.302,-0.061,0.864,-6.470,-2.441,17.639
-0.298,-0.056,0.864,-7.202,-2.563,17.273
-0.295,-0.059,0.857,-7.080,-2.563,17.273
-0.298,-0.074,0.847,-7.568,-2.502,17.456
-0.289,-0.084,0.828,-8.606,-2.747,17.883
-0.288,-0.078,0.803,-9.460,-2.502,17.639
-0.297,-0.056,0.785,-9.705,-2.258,17.029
-0.310,-0.050,0.773,-8.667,-1.770,17.151
-0.318,-0.068,0.759,-8.118,-0.183,17.700
-0.326,-0.089,0.748,-8.728,1.892,17.944
-0.335,-0.099,0.744,-9.277,4.395,17.456
-0.337,-0.095,0.780,-9.338,6.897,16.174
-0.345,-0.053,0.786,-9.583,9.399,14.648
-0.364,-0.020,0.827,-8.850,11.841,14.221
-0.373,-0.033,0.867,-8.850,14.587,15.076
-0.376,-0.050,0.890,-9.460,15.625,15.808
-0.383,-0.057,0.905,-9.277,15.503,15.564
-0.387,-0.033,0.917,-8.057,15.320,14.771
-0.401,-0.009,0.948,-5.737,15.381,14.038
-0.415,-0.026,0.984,-3.235,15.442,14.587
-0.417,-0.066,1.003,-2.502,14.404,15.930
-0.418,-0.107,1.000,-3.357,11.902,16.846
-0.427,-0.135,0.969,-4.272,8.972,16.724
-0.440,-0.141,0.927,-3.540,6.714,15.320
-0.450,-0.126,0.898,-1.648,6.409,13.428
-0.460,-0.112,0.891,-0.122,6.836,12.024
-0.465,-0.118,0.893,0.854,7.629,11.719
-0.460,-0.138,0.909,0.977,8.789,12.085
-0.441,-0.150,0.945,0.549,9.399,12.146
-0.436,-0.150,0.991,0.793,9.155,11.353
-0.437,-0.155,1.018,2.014,8.423,9.888
-0.431,-0.163,1.033,3.418,6.531,8.362
-0.430,-0.156,1.031,2.869,3.784,7.019
-0.433,-0.145,1.008,1.526,0.671,6.165
-0.432,-0.148,0.976,1.831,-1.770,5.615
-0.428,-0.151,0.955,2.319,-2.502,4.761
-0.409,-0.145,0.953,2.686,-2.747,3.296
-0.396,-0.133,0.970,3.418,-2.319,2.014
-0.396,-0.121,0.983,3.845,-2.319,1.282
-0.394,-0.136,0.990,4.272,-2.747,1.343
-0.376,-0.151,0.980,4.211,-3.723,1.404
-0.403,-0.099,0.945,1.709,-5.310,0.183
-0.447,-0.046,0.909,-0.061,-6.897,-0.977
-0.463,-0.049,0.864,2.930,-6.226,-0.671
-0.495,-0.049,0.858,4.272,-3.906,-0.122
-0.493,-0.030,0.878,4.150,-0.732,0.244
-0.493,-0.028,0.905,6.409,3.296,0.671
-0.475,-0.019,0.926,8.606,7.568,1.038
-0.444,-0.017,0.955,7.507,12.085,2.502
-0.411,-0.032,0.983,5.981,16.357,4.395
-0.364,-0.062,1.027,5.981,20.691,5.371
-0.329,-0.124,1.098,6.653,25.208,5.249
-0.307,-0.189,1.185,6.104,28.931,4.395
-0.295,-0.215,1.273,4.700,30.518,2.441
-0.293,-0.218,1.344,3.296,29.175,0.488
-0.275,-0.238,1.371,1.953,25.024,-1.038
-0.295,-0.247,1.322,1.221,17.029,-3.418
-0.323,-0.263,1.178,2.747,7.446,-5.188
-0.363,-0.271,1.013,3.113,-0.671,-6.653
-0.372,-0.255,0.872,3.357,-4.456,-8.240
-0.381,-0.265,0.804,5.005,-4.944,-9.338
-0.357,-0.299,0.761,9.094,-3.784,-10.071
-0.338,-0.324,0.748,10.986,-2.625,-11.108
-0.294,-0.370,0.732,11.658,-0.916,-12.451
-0.245,-0.384,0.735,11.780,1.282,-13.794
-0.230,-0.380,0.773,10.864,4.517,-16.052
-0.208,-0.373,0.845,11.719,8.362,-18.433
-0.169,-0.366,0.951,12.207,12.878,-21.240
-0.144,-0.346,1.072,11.414,15.869,-23.804
-0.122,-0.306,1.169,8.972,15.198,-26.245
-0.120,-0.238,1.204,5.737,10.864,-27.771
-0.139,-0.168,1.155,3.235,3.723,-28.259
-0.178,-0.121,1.046,2.441,-2.930,-27.161
-0.215,-0.084,0.929,2.014,-7.080,-24.841
-0.254,-0.080,0.843,2.136,-7.812,-21.973
-0.273,-0.119,0.797,3.845,-5.188,-18.860
-0.269,-0.181,0.794,6.836,-0.916,-16.968
-0.261,-0.232,0.820,9.155,4.089,-16.541
-0.259,-0.254,0.866,10.498,8.545,-17.517
-0.248,-0.256,0.926,11.536,12.024,-18.982
-0.239,-0.257,0.989,13.123,14.343,-20.325
-0.227,-0.247,1.028,13.977,14.587,-21.790
-0.231,-0.219,1.047,14.771,13.184,-23.193
-0.245,-0.195,1.044,15.808,11.047,-23.865
-0.253,-0.190,1.036,16.724,8.789,-23.926
-0.262,-0.203,1.032,17.639,7.080,-23.621
-0.266,-0.228,1.031,18.188,5.554,-23.437
-0.273,-0.249,1.017,17.822,3.479,-23.865
-0.277,-0.246,0.987,16.968,1.099,-24.841
-0.288,-0.224,0.943,16.235,-1.099,-25.757
-0.301,-0.215,0.906,15.930,-2.075,-26.245
-0.298,-0.220,0.877,15.869,-2.075,-26.489
-0.284,-0.233,0.869,15.259,-1.343,-26.794
-0.266,-0.246,0.876,14.282,-0.549,-27.222
-0.250,-0.248,0.901,12.817,0.122,-28.015
-0.230,-0.238,0.913,11.047,0.122,-28.931
-0.219,-0.219,0.911,9.521,-0.793,-29.846
-0.224,-0.202,0.889,8.545,-2.075,-30.579
-0.230,-0.190,0.859,7.324,-2.869,-30.762
-0.237,-0.175,0.827,6.104,-3.296,-30.701
-0.246,-0.163,0.804,4.944,-2.991,-30.640
-0.247,-0.160,0.789,4.883,-2.319,-30.396
-0.251,-0.147,0.786,5.188,-1.526,-30.396
-0.264,-0.137,0.779,4.761,-0.122,-30.151
-0.271,-0.130,0.778,4.578,1.526,-29.419
-0.280,-0.126,0.775,4.639,3.418,-28.442
-0.288,-0.133,0.778,5.371,5.249,-27.405
-0.297,-0.141,0.782,6.714,7.507,-26.367
-0.304,-0.132,0.796,7.080,9.766,-25.635
-0.314,-0.121,0.823,7.446,11.841,-25.085
-0.325,-0.118,0.849,8.362,13.611,-24.170
-0.341,-0.119,0.870,9.094,14.526,-23.254
-0.355,-0.124,0.873,9.888,14.648,-22.156
-0.359,-0.119,0.868,10.376,14.282,-20.996
-0.370,-0.102,0.863,10.193,14.038,-19.897
-0.373,-0.089,0.864,10.681,14.526,-18.982
-0.374,-0.102,0.873,11.963,15.564,-17.334
-0.364,-0.120,0.887,12.573,16.418,-15.686
-0.355,-0.134,0.922,12.512,16.907,-14.526
-0.346,-0.152,0.956,11.841,17.334,-13.794
-0.334,-0.160,0.982,11.230,16.357,-13.489
-0.327,-0.170,0.982,10.620,14.404,-13.428
-0.323,-0.175,0.950,9.583,11.658,-13.611
-0.334,-0.147,0.895,7.751,8.728,-14.160
-0.365,-0.086,0.847,5.554,6.531,-14.832
-0.373,-0.064,0.828,6.348,7.202,-14.038
-0.376,-0.089,0.838,6.165,9.277,-11.719
-0.377,-0.114,0.882,4.272,11.597,-9.827
-0.359,-0.120,0.937,3.479,13.428,-9.033
-0.345,-0.107,0.997,4.089,14.465,-8.972
-0.339,-0.087,1.044,3.967,14.587,-8.972
-0.351,-0.072,1.074,4.333,13.611,-8.301
-0.363,-0.053,1.093,4.700,11.475,-7.446
-0.369,-0.040,1.113,4.456,8.850,-6.287
-0.378,-0.022,1.114,4.028,6.042,-5.310
-0.394,-0.013,1.129,3.357,3.540,-4.089
-0.391,-0.012,1.120,1.587,0.732,-2.136
-0.401,-0.003,1.102,-0.183,-1.526,-0.488
-0.414,0.026,1.051,-0.977,-3.174,1.038
-0.438,0.056,0.991,-0.854,-4.211,2.991
-0.432,0.046,0.923,1.282,-3.052,5.737
-0.418,0.016,0.892,2.502,0.671,8.850
-0.395,0.014,0.901,0.427,6.531,11.292
-0.344,0.004,0.942,0.244,13.428,12.146
-0.299,-0.025,1.018,2.502,20.508,12.878
-0.217,-0.047,1.161,0.549,26.733,13.367
-0.169,-0.093,1.353,-1.099,31.311,13.306
-0.099,-0.152,1.532,-1.526,32.349,12.146
-0.057,-0.167,1.656,-4.150,28.198,9.033
-0.060,-0.160,1.652,-6.104,18.188,5.920
-0.074,-0.139,1.552,-6.775,4.639,3.723
-0.131,-0.029,1.343,-9.277,-10.681,1.404
-0.195,0.086,1.110,-9.644,-22.278,0.610
-0.224,0.132,0.934,-6.653,-26.855,2.991
-0.234,0.141,0.804,-3.601,-25.696,6.775
-0.229,0.130,0.743,-1.465,-20.752,10.681
-0.200,0.104,0.739,1.465,-12.939,14.526
-0.159,0.059,0.809,3.479,-3.784,17.639
-0.122,-0.008,0.950,3.479,4.150,20.020
-0.082,-0.098,1.089,2.502,9.094,21.240
-0.057,-0.176,1.187,0.671,8.911,20.203
-0.059,-0.201,1.207,-2.258,4.211,17.090
-0.087,-0.172,1.172,-5.554,-2.258,13.245
-0.121,-0.126,1.095,-8.972,-8.911,9.949
-0.163,-0.074,1.022,-10.437,-13.855,7.385
-0.200,-0.046,0.964,-9.277,-16.235,5.798
-0.214,-0.057,0.914,-7.507,-17.151,5.554
-0.220,-0.073,0.878,-6.897,-16.602,5.676
-0.224,-0.067,0.858,-7.507,-15.137,5.310
-0.221,-0.044,0.843,-8.179,-13.428,4.517
-0.219,-0.026,0.827,-8.179,-11.169,4.211
-0.208,-0.012,0.808,-8.240,-8.545,4.272
-0.201,0.011,0.802,-8.850,-5.920,4.700
-0.204,0.021,0.813,-8.728,-3.235,5.493
-0.193,0.011,0.840,-7.690,-1.099,6.836
-0.174,-0.006,0.884,-6.226,1.526,7.568
-0.172,-0.021,0.925,-5.371,2.991,7.996
-0.181,-0.025,0.939,-4.761,3.052,8.179
-0.186,-0.027,0.935,-3.296,2.075,8.179
-0.196,-0.028,0.927,-1.953,1.343,8.118
-0.204,-0.016,0.918,-0.977,1.404,8.057
-0.218,-0.012,0.912,0.244,1.892,7.935
-0.221,-0.015,0.911,1.343,2.747,8.362
-0.219,-0.021,0.913,2.075,3.845,8.850
-0.214,-0.028,0.925,2.441,4.822,9.094
-0.211,-0.037,0.949,2.991,6.104,9.216
-0.209,-0.050,0.978,3.601,6.836,8.850
-0.208,-0.068,0.997,3.845,6.714,8.118
-0.208,-0.077,1.000,3.418,6.042,7.629
-0.218,-0.073,0.985,2.991,4.944,6.775
-0.230,-0.062,0.957,3.174,3.723,5.981
-0.239,-0.060,0.936,3.784,3.784,5.310
-0.242,-0.063,0.937,3.845,5.127,5.249
-0.236,-0.070,0.960,3.540,6.287,5.127
-0.231,-0.083,0.980,3.357,6.958,4.822
-0.230,-0.086,0.994,3.113,6.653,4.089
-0.244,-0.088,0.985,2.625,5.615,3.174
-0.253,-0.105,0.961,2.380,4.700,2.625
-0.255,-0.117,0.938,2.075,4.089,1.831
-0.251,-0.107,0.928,1.892,4.089,0.549
-0.255,-0.090,0.925,2.319,4.517,-0.854
-0.252,-0.072,0.931,3.357,4.944,-1.831
-0.252,-0.080,0.937,4.333,5.554,-2.197
-0.247,-0.087,0.957,3.906,6.165,-2.258
-0.242,-0.081,0.977,3.662,6.409,-2.625
-0.246,-0.066,0.999,4.028,6.287,-3.540
-0.253,-0.053,1.011,4.639,5.676,-4.333
-0.257,-0.049,1.021,4.944,4.822,-4.517
-0.256,-0.045,1.029,4.456,3.845,-4.456
-0.262,-0.034,1.039,4.089,2.563,-4.700
-0.267,-0.019,1.044,4.456,1.465,-4.944
-0.276,-0.007,1.039,5.005,0.122,-5.127
-0.286,0.004,1.027,4.761,-1.526,-4.822
-0.294,0.003,1.003,4.456,-2.380,-4.150
-0.302,-0.004,0.985,4.517,-2.869,-3.723
-0.309,-0.010,0.976,4.944,-2.686,-3.357
-0.310,-0.013,0.969,5.127,-2.258,-3.418
-0.313,-0.017,0.966,5.249,-1.831,-3.418
-0.309,-0.016,0.962,4.883,-1.160,-3.052
-0.297,-0.003,0.967,5.371,-0.061,-2.869
-0.297,0.019,0.965,5.920,1.038,-2.502
-0.284,0.007,0.981,7.446,2.502,-1.038
-0.257,-0.034,1.002,6.897,4.089,0.671
-0.232,-0.065,1.031,5.066,4.822,2.380
-0.215,-0.074,1.056,4.944,4.761,2.136
-0.208,-0.069,1.070,5.310,4.150,1.831
-0.211,-0.053,1.085,5.310,2.869,1.343
-0.212,-0.059,1.090,4.944,1.038,1.465
-0.214,-0.083,1.066,4.211,-1.343,2.319
-0.228,-0.094,1.010,2.930,-4.211,2.319
-0.247,-0.082,0.936,2.197,-7.385,1.587
-0.268,-0.058,0.861,1.892,-8.850,0.732
-0.284,-0.046,0.810,2.502,-8.362,0.549
-0.287,-0.047,0.795,2.686,-5.920,0.916
-0.281,-0.051,0.805,2.136,-2.930,1.221
-0.276,-0.054,0.823,1.221,-0.916,1.709
-0.275,-0.057,0.840,0.793,1.099,2.197
-0.270,-0.064,0.858,-0.183,2.808,2.258
-0.274,-0.069,0.897,-0.916,4.700,2.319
-0.259,-0.075,0.932,-0.061,5.676,2.258
-0.255,-0.067,0.965,0.122,6.104,1.526
-0.261,-0.049,0.986,-0.549,5.615,1.099
-0.268,-0.045,0.984,-0.427,4.517,1.526
-0.272,-0.030,0.973,-0.488,3.357,1.892
-0.282,-0.012,0.955,-0.793,2.625,2.258
-0.291,-0.009,0.939,0.244,2.747,2.930
-0.292,-0.014,0.932,1.160,3.723,3.967
-0.294,-0.022,0.939,0.977,4.944,4.578
-0.293,-0.028,0.948,0.916,5.981,5.188
-0.292,-0.036,0.962,1.465,6.531,5.432
-0.293,-0.045,0.975,2.075,6.714,5.432
-0.288,-0.052,0.986,1.953,6.592,5.371
-0.287,-0.047,0.987,1.770,5.432,5.310
-0.299,-0.048,0.970,2.014,3.662,5.371
-0.309,-0.055,0.946,2.625,2.625,5.615
-0.316,-0.065,0.923,3.479,2.380,5.981
-0.318,-0.075,0.911,3.967,2.747,6.042
-0.310,-0.078,0.925,4.395,4.272,6.226
-0.302,-0.090,0.950,4.578,5.798,6.409
-0.289,-0.092,0.984,4.578,6.531,6.592
-0.287,-0.096,1.002,4.639,6.470,6.653
-0.291,-0.109,1.006,4.639,5.676,6.897
-0.293,-0.122,1.001,4.456,4.822,7.202
-0.300,-0.138,0.990,4.333,3.662,6.958
-0.303,-0.135,0.974,4.211,2.747,6.348
-0.314,-0.120,0.963,3.906,2.319,5.554
-0.319,-0.109,0.951,4.272,2.136,4.822
-0.327,-0.105,0.948,4.517,2.502,4.517
-0.326,-0.111,0.954,4.272,3.479,4.639
-0.324,-0.121,0.965,3.906,4.211,4.639
-0.321,-0.126,0.980,3.479,4.578,4.333
-0.315,-0.118,0.995,2.991,4.333,3.723
-0.310,-0.107,1.004,2.930,3.906,2.991
-0.304,-0.094,1.006,2.747,2.991,2.380
-0.305,-0.081,0.999,2.808,1.770,2.258
-0.313,-0.077,0.977,3.052,0.488,2.502
-0.320,-0.086,0.958,3.357,-0.061,2.930
-0.316,-0.101,0.953,3.967,0.488,2.930
