ax,ay,az,gx,gy,gz
0.818,-0.138,0.465,-34.363,-2.258,-14.954
0.828,-0.139,0.469,-33.813,-2.502,-13.977
0.834,-0.146,0.470,-33.020,-2.563,-13.428
0.838,-0.156,0.474,-31.860,-2.625,-13.306
0.848,-0.166,0.474,-30.762,-2.563,-13.306
0.859,-0.176,0.475,-29.724,-1.953,-13.123
0.865,-0.184,0.475,-28.809,-0.977,-12.329
0.868,-0.194,0.473,-28.137,0.366,-11.658
0.871,-0.202,0.471,-27.222,1.465,-11.902
0.876,-0.212,0.469,-26.123,1.953,-12.695
0.871,-0.215,0.469,-24.597,2.014,-13.245
0.864,-0.215,0.472,-23.193,2.319,-12.634
0.864,-0.213,0.473,-22.217,2.625,-11.292
0.866,-0.208,0.474,-21.301,3.235,-9.583
0.869,-0.201,0.478,-20.325,4.150,-7.874
0.879,-0.190,0.485,-20.142,4.822,-7.385
0.894,-0.181,0.500,-19.714,4.944,-7.935
0.906,-0.177,0.520,-18.677,3.845,-9.216
0.922,-0.171,0.550,-16.785,1.587,-10.437
0.927,-0.160,0.578,-14.832,-0.977,-10.742
0.930,-0.163,0.607,-12.634,-2.319,-9.583
0.917,-0.167,0.628,-10.315,-2.686,-7.751
0.897,-0.162,0.649,-8.179,-2.441,-6.409
0.894,-0.149,0.665,-6.470,-2.136,-5.127
0.894,-0.133,0.679,-3.906,-1.831,-3.845
0.870,-0.132,0.685,-1.282,-1.465,-2.625
0.854,-0.127,0.687,1.404,-0.305,-0.854
0.827,-0.110,0.688,3.418,1.038,0.854
0.811,-0.080,0.686,4.395,2.808,3.174
0.791,-0.056,0.684,4.822,4.395,4.761
0.771,-0.037,0.681,5.310,4.883,4.883
0.762,-0.010,0.684,5.615,3.723,4.028
0.763,0.015,0.691,5.920,1.587,3.296
0.760,0.035,0.704,6.226,-1.099,3.601
0.755,0.051,0.721,6.958,-3.601,3.906
0.755,0.064,0.737,7.568,-6.348,4.089
0.763,0.081,0.749,8.118,-7.812,4.211
0.762,0.093,0.753,8.667,-7.263,4.517
0.757,0.102,0.749,8.850,-4.822,4.883
0.753,0.108,0.737,8.728,-1.099,4.517
0.745,0.110,0.719,8.179,3.967,3.479
0.719,0.111,0.694,7.629,9.277,2.136
0.718,0.101,0.666,7.202,13.733,1.282
0.733,0.106,0.643,6.836,17.212,1.709
0.739,0.115,0.620,6.592,18.860,2.441
0.723,0.120,0.600,6.470,18.982,3.113
0.708,0.115,0.585,6.836,17.761,2.930
0.715,0.112,0.574,7.141,15.564,2.136
0.692,0.106,0.569,7.568,13.306,1.526
0.677,0.099,0.567,7.446,10.559,1.892
0.676,0.091,0.569,7.263,8.667,3.052
0.672,0.080,0.574,6.531,6.958,4.883
0.673,0.071,0.578,5.981,5.493,6.714
0.686,0.061,0.590,5.188,4.272,8.301
0.707,0.054,0.600,4.822,3.418,10.071
0.725,0.052,0.610,4.822,2.625,11.902
0.734,0.047,0.617,5.310,2.014,13.306
0.741,0.042,0.616,5.859,1.770,14.099
0.749,0.039,0.614,6.592,2.136,14.832
0.753,0.035,0.607,6.897,3.418,15.320
0.756,0.037,0.597,7.263,4.822,15.747
0.765,0.041,0.584,7.385,6.287,15.930
0.771,0.047,0.572,7.568,7.690,15.747
0.771,0.053,0.559,7.874,8.484,15.076
0.769,0.057,0.551,8.362,8.362,13.672
0.767,0.057,0.547,9.216,7.568,12.512
0.763,0.056,0.547,10.315,6.470,12.268
0.756,0.055,0.551,11.719,5.066,12.817
0.749,0.051,0.557,13.123,3.906,13.794
0.748,0.042,0.557,13.794,3.418,14.648
0.744,0.036,0.562,13.977,3.662,15.137
0.741,0.035,0.561,14.160,4.578,14.893
0.743,0.033,0.561,13.855,6.165,14.648
0.744,0.028,0.555,13.428,7.507,14.648
0.753,0.023,0.547,13.428,8.667,14.832
0.756,0.022,0.546,13.489,9.216,15.137
0.762,0.022,0.540,13.550,8.789,15.503
0.764,0.023,0.538,14.282,7.935,15.503
0.768,0.024,0.543,15.076,6.714,15.686
0.768,0.024,0.537,15.930,5.310,16.296
0.762,0.039,0.533,16.174,4.272,16.785
0.756,0.048,0.525,16.907,4.272,17.822
0.758,0.054,0.517,17.456,4.456,18.860
0.758,0.065,0.507,17.578,5.371,19.470
0.762,0.076,0.500,17.578,6.104,19.470
0.769,0.083,0.495,17.578,6.348,19.531
0.777,0.091,0.492,17.456,5.737,19.043
0.783,0.097,0.493,17.700,4.272,18.372
0.789,0.102,0.497,18.188,2.625,18.433
0.787,0.101,0.501,18.555,0.854,18.616
0.787,0.099,0.509,18.555,-0.488,18.311
0.792,0.096,0.517,18.005,-0.793,18.127
0.796,0.094,0.522,17.456,-0.427,17.578
0.799,0.093,0.528,16.846,0.671,16.907
0.803,0.094,0.526,16.235,1.892,16.479
0.807,0.096,0.524,15.808,3.479,16.113
0.805,0.096,0.516,15.686,4.822,15.503
0.796,0.094,0.512,15.381,5.981,14.771
0.799,0.098,0.502,15.381,6.653,14.282
0.801,0.099,0.495,15.503,6.897,14.038
0.800,0.100,0.486,15.320,6.897,13.916
0.796,0.102,0.479,15.259,6.470,13.672
0.791,0.102,0.473,15.625,6.042,13.062
0.792,0.102,0.471,15.869,5.432,11.780
0.793,0.100,0.470,16.235,4.395,10.681
0.789,0.095,0.466,16.846,3.418,10.193
0.788,0.093,0.464,17.456,2.441,10.010
0.791,0.098,0.461,17.700,1.953,10.376
0.789,0.104,0.455,17.395,2.075,10.925
0.793,0.110,0.453,16.968,2.686,10.559
0.804,0.115,0.453,16.479,3.174,9.399
0.820,0.120,0.452,15.808,3.540,8.484
0.834,0.117,0.451,15.564,3.662,8.118
0.847,0.114,0.457,15.747,3.113,7.935
0.858,0.113,0.462,15.991,2.258,7.935
0.860,0.109,0.464,16.235,1.099,7.751
0.853,0.100,0.469,16.174,0.305,7.202
0.852,0.094,0.473,15.930,0.366,6.409
0.852,0.091,0.475,15.503,0.854,5.493
0.851,0.087,0.477,15.259,1.648,5.066
0.853,0.082,0.479,15.198,2.502,4.700
0.863,0.078,0.479,15.076,3.296,4.883
0.870,0.073,0.479,15.137,3.845,5.188
0.875,0.066,0.482,15.564,4.456,5.371
0.886,0.062,0.484,15.991,5.005,5.249
0.892,0.061,0.485,15.991,5.493,5.188
0.909,0.064,0.489,16.174,5.676,4.822
0.917,0.070,0.493,16.113,5.981,4.639
0.917,0.084,0.500,15.564,6.042,4.333
0.918,0.091,0.507,15.137,5.859,3.235
0.922,0.095,0.527,14.832,5.493,1.770
0.937,0.093,0.554,15.259,4.639,0.427
0.939,0.089,0.582,15.869,3.357,0.244
0.929,0.081,0.605,15.930,1.953,0.488
0.927,0.075,0.631,15.991,0.122,0.366
0.919,0.063,0.656,16.052,-1.465,-0.122
0.901,0.048,0.686,15.808,-2.747,-1.099
0.885,0.041,0.716,15.808,-4.456,-2.319
0.859,0.028,0.743,15.869,-6.042,-2.869
0.842,0.003,0.759,15.869,-6.592,-1.709
0.829,-0.013,0.764,15.015,-5.493,-0.061
0.815,-0.019,0.756,14.160,-2.869,1.953
0.819,-0.031,0.736,13.123,0.366,3.601
0.795,-0.063,0.703,11.841,4.639,4.028
0.777,-0.057,0.668,10.132,8.301,2.197
0.784,-0.042,0.637,8.911,10.498,0.183
0.802,-0.057,0.614,9.521,10.803,-0.061
0.814,-0.063,0.600,10.193,8.484,0.732
0.818,-0.072,0.602,11.719,4.150,1.770
0.836,-0.084,0.612,14.648,-0.793,3.113
0.844,-0.098,0.630,17.517,-4.944,4.883
0.812,-0.122,0.647,19.897,-7.996,6.897
0.799,-0.135,0.658,20.935,-8.240,9.155
0.783,-0.145,0.664,20.813,-4.822,11.475
0.761,-0.154,0.660,19.165,1.709,13.367
0.734,-0.161,0.647,16.846,10.559,14.160
0.711,-0.170,0.626,14.099,19.348,13.184
0.688,-0.163,0.605,10.925,25.513,11.047
0.664,-0.145,0.586,8.911,27.771,8.728
0.646,-0.144,0.578,8.789,26.367,7.568
0.629,-0.144,0.574,9.216,21.912,7.874
0.618,-0.139,0.583,9.705,15.991,8.911
0.604,-0.134,0.593,10.681,9.338,10.193
0.598,-0.129,0.607,12.024,3.418,11.047
0.595,-0.122,0.619,13.062,-0.916,11.597
0.600,-0.118,0.626,13.611,-2.747,12.085
0.609,-0.121,0.632,13.611,-2.747,12.756
0.617,-0.122,0.630,13.306,-1.709,13.123
0.638,-0.117,0.618,12.573,0.977,13.367
0.677,-0.108,0.599,12.024,3.723,13.123
0.688,-0.105,0.574,11.658,5.432,12.939
0.725,-0.092,0.549,11.963,5.737,12.451
0.760,-0.077,0.529,12.756,4.700,12.207
0.774,-0.066,0.511,13.367,2.686,11.963
0.786,-0.057,0.500,14.221,0.244,10.986
0.799,-0.052,0.493,14.832,-1.709,9.888
0.793,-0.047,0.489,14.587,-2.441,8.301
0.785,-0.048,0.489,14.038,-2.686,7.019
0.788,-0.045,0.490,13.062,-2.563,5.798
0.790,-0.040,0.496,12.024,-2.319,5.310
0.790,-0.044,0.505,11.475,-2.258,5.127
0.790,-0.046,0.515,11.047,-2.747,5.310
0.790,-0.051,0.527,10.925,-3.784,5.310
0.792,-0.056,0.542,10.559,-5.188,5.798
0.795,-0.060,0.561,10.071,-6.042,6.470
0.797,-0.064,0.576,9.216,-6.287,6.897
0.804,-0.066,0.587,8.179,-5.676,7.141
0.800,-0.062,0.593,6.958,-4.211,7.141
0.783,-0.063,0.589,5.798,-2.502,6.958
0.772,-0.064,0.582,4.639,-0.610,6.958
0.775,-0.056,0.569,3.662,2.075,7.874
0.793,-0.052,0.554,2.502,4.211,9.583
0.789,-0.048,0.538,1.892,5.310,10.803
0.791,-0.050,0.523,1.587,4.883,10.681
0.797,-0.046,0.514,1.648,3.418,10.010
0.810,-0.052,0.515,1.953,1.587,9.460
0.831,-0.051,0.517,2.136,-1.221,9.216
0.826,-0.056,0.518,2.319,-3.235,9.460
0.820,-0.062,0.524,2.869,-5.249,9.521
0.817,-0.065,0.530,3.296,-6.531,9.216
0.810,-0.067,0.535,3.113,-6.409,9.460
0.803,-0.068,0.537,2.502,-5.127,9.521
0.794,-0.069,0.536,1.587,-2.930,9.399
0.794,-0.069,0.531,0.488,-1.221,9.216
0.798,-0.063,0.525,-0.732,0.854,9.216
0.798,-0.055,0.516,-1.526,2.136,9.705
0.795,-0.050,0.507,-2.014,2.380,9.827
0.792,-0.043,0.500,-2.380,2.014,9.705
0.789,-0.037,0.491,-2.686,1.160,9.766
0.786,-0.033,0.485,-3.174,0.183,9.888
0.783,-0.031,0.480,-3.784,-0.854,9.766
0.779,-0.030,0.479,-4.211,-1.709,9.277
0.778,-0.032,0.478,-4.456,-2.380,8.667
0.778,-0.035,0.479,-4.639,-2.625,8.240
0.779,-0.038,0.478,-5.066,-2.808,8.362
0.781,-0.043,0.480,-5.859,-2.808,8.240
0.783,-0.048,0.480,-6.165,-2.563,7.629
0.788,-0.054,0.482,-6.042,-2.258,6.836
0.795,-0.060,0.483,-6.226,-2.136,5.981
0.802,-0.063,0.483,-6.226,-2.075,5.249
0.807,-0.069,0.482,-6.348,-2.136,4.700
0.815,-0.074,0.481,-6.165,-2.258,4.456
0.826,-0.078,0.481,-6.226,-2.258,4.272
0.834,-0.077,0.479,-6.531,-2.319,4.028
0.834,-0.084,0.479,-6.958,-2.136,3.723
0.842,-0.088,0.480,-7.507,-1.831,3.418
0.849,-0.093,0.479,-7.812,-1.221,2.869
0.857,-0.096,0.477,-8.057,-0.488,2.869
0.865,-0.103,0.477,-7.935,0.305,3.418
0.873,-0.109,0.480,-7.690,1.038,4.028
0.880,-0.117,0.483,-7.263,1.404,4.150
0.884,-0.126,0.488,-6.897,1.831,3.967
0.889,-0.131,0.494,-6.348,2.258,3.235
0.898,-0.136,0.501,-5.737,2.441,2.319
0.912,-0.136,0.511,-5.127,2.747,1.892
0.906,-0.136,0.521,-4.517,2.930,1.587
0.893,-0.138,0.530,-4.150,3.723,1.221
0.882,-0.137,0.534,-4.211,4.944,0.549
0.876,-0.130,0.538,-4.822,7.202,0.366
0.865,-0.126,0.541,-5.676,9.033,0.061
0.869,-0.125,0.549,-5.432,9.583,-0.549
0.884,-0.133,0.562,-4.211,8.362,-1.343
0.869,-0.130,0.582,-2.808,5.493,-2.014
0.850,-0.139,0.597,-0.671,1.648,-1.953
0.830,-0.153,0.617,2.258,-1.831,-1.648
0.817,-0.164,0.638,4.517,-4.395,-0.916
0.796,-0.172,0.658,6.897,-7.263,-0.122
0.788,-0.176,0.679,9.399,-9.888,0.854
0.805,-0.174,0.694,11.902,-11.536,2.869
0.810,-0.164,0.697,13.916,-11.292,6.104
0.806,-0.148,0.692,15.137,-9.277,9.583
0.801,-0.128,0.681,16.113,-5.676,12.024
0.805,-0.094,0.669,16.235,-2.136,13.245
0.810,-0.056,0.651,15.320,1.099,13.611
0.811,-0.032,0.639,14.893,3.052,13.672
0.810,-0.003,0.631,14.160,3.296,13.184
0.805,0.030,0.637,13.489,1.587,12.268
0.799,0.060,0.655,13.367,-1.526,11.353
0.797,0.085,0.678,13.550,-4.639,10.925
0.792,0.084,0.703,14.465,-7.324,11.047
0.772,0.073,0.726,15.320,-8.057,10.803
0.750,0.066,0.738,15.564,-5.615,10.437
0.725,0.055,0.738,15.137,-0.549,10.681
0.727,0.057,0.723,14.465,7.019,10.437
0.704,0.048,0.699,14.099,15.015,10.132
0.680,0.043,0.671,13.672,21.057,8.789
0.686,0.043,0.642,13.916,24.414,7.690
0.694,0.043,0.621,15.076,24.414,7.568
0.704,0.052,0.611,16.479,21.423,8.667
0.704,0.054,0.608,17.822,16.113,10.315
0.698,0.054,0.613,19.653,9.155,11.108
0.700,0.049,0.623,21.423,1.953,11.292
0.685,0.045,0.639,22.827,-3.174,11.841
0.695,0.039,0.654,23.376,-6.348,13.855
0.705,0.034,0.663,23.132,-6.958,17.395
0.717,0.030,0.666,22.156,-4.700,21.362
0.731,0.029,0.658,20.447,-0.916,24.170
0.745,0.028,0.641,18.738,4.395,25.574
0.761,0.031,0.622,17.334,9.705,25.696
0.776,0.036,0.601,16.602,13.794,25.513
0.780,0.043,0.579,16.602,15.625,25.635
0.781,0.052,0.562,17.334,15.625,25.879
0.780,0.061,0.548,18.799,13.855,26.184
0.780,0.063,0.538,20.752,11.658,26.062
0.774,0.062,0.540,22.156,9.644,25.940
0.762,0.061,0.544,23.010,7.935,25.085
0.753,0.051,0.555,23.621,6.714,23.376
0.744,0.035,0.569,24.170,5.859,21.667
0.725,0.025,0.583,24.353,5.554,20.630
0.714,0.015,0.592,24.231,5.859,20.569
0.716,0.010,0.599,24.597,6.653,21.301
0.709,0.005,0.599,25.085,7.935,22.156
0.703,0.003,0.590,25.391,9.460,22.888
0.699,0.002,0.580,25.696,11.292,23.499
0.701,0.003,0.568,25.696,12.939,23.987
0.704,0.012,0.557,25.574,13.916,24.597
0.720,0.022,0.543,25.635,13.611,25.208
0.728,0.032,0.533,25.879,12.695,25.757
0.734,0.040,0.522,26.428,11.108,25.818
0.726,0.051,0.508,26.611,9.155,25.818
0.731,0.068,0.501,26.672,7.629,25.330
0.734,0.076,0.502,27.222,6.714,25.024
0.743,0.071,0.501,27.649,5.249,24.841
0.748,0.083,0.500,27.649,4.028,24.414
0.754,0.085,0.500,28.015,3.967,24.231
0.764,0.087,0.502,28.442,3.357,23.987
0.771,0.094,0.503,28.503,2.808,23.193
0.771,0.089,0.501,28.687,2.380,22.095
0.770,0.086,0.500,29.175,1.892,20.874
0.778,0.089,0.500,29.053,1.587,19.897
0.780,0.087,0.500,28.870,1.526,20.020
0.779,0.087,0.501,28.625,1.221,20.081
0.783,0.086,0.503,28.625,0.732,19.714
0.792,0.083,0.506,28.503,0.305,19.104
0.795,0.081,0.510,28.442,-0.061,19.104
0.793,0.082,0.507,28.320,-0.305,19.470
0.799,0.085,0.512,27.954,0.061,20.203
0.796,0.085,0.513,28.076,0.916,20.996
0.798,0.091,0.510,27.710,1.648,21.301
0.797,0.091,0.501,27.161,2.686,21.057
0.795,0.082,0.496,27.100,3.967,20.325
0.800,0.087,0.490,27.222,4.883,19.531
0.804,0.088,0.487,27.466,5.249,18.616
0.810,0.089,0.483,28.137,4.578,17.944
0.812,0.095,0.484,28.809,3.052,17.456
0.812,0.096,0.482,29.663,1.343,17.334
0.808,0.093,0.483,30.518,0.183,17.578
0.806,0.101,0.487,30.762,-0.244,17.456
0.802,0.109,0.486,30.640,-0.061,17.395
0.802,0.113,0.487,30.396,0.427,16.968
0.806,0.118,0.489,30.029,1.343,16.846
0.813,0.124,0.490,29.053,2.136,16.785
0.818,0.125,0.495,28.381,2.563,16.724
0.823,0.123,0.499,28.015,2.625,16.663
0.825,0.126,0.502,27.527,2.380,16.235
0.823,0.127,0.506,26.978,1.953,15.991
0.825,0.127,0.509,26.550,1.892,16.113
0.836,0.127,0.512,25.879,2.075,16.418
0.854,0.132,0.517,25.085,2.869,16.968
0.864,0.138,0.517,23.865,4.028,17.395
0.871,0.145,0.516,22.827,5.310,17.090
0.880,0.150,0.517,21.912,6.470,16.296
0.882,0.156,0.521,20.569,7.324,15.808
0.888,0.160,0.529,18.982,7.141,15.503
0.908,0.161,0.546,17.578,5.432,15.137
0.902,0.156,0.580,16.663,1.831,14.099
0.934,0.149,0.627,16.113,-2.747,12.207
0.970,0.116,0.688,16.602,-8.606,10.010
0.939,0.078,0.770,17.334,-15.869,6.836
0.901,0.022,0.839,18.005,-23.010,3.357
0.856,-0.036,0.891,19.348,-27.283,0.977
0.803,-0.099,0.913,19.104,-26.428,1.831
0.771,-0.100,0.892,17.090,-19.409,5.859
0.762,-0.153,0.836,15.320,-7.629,11.658
0.699,-0.149,0.757,12.878,5.798,14.893
0.726,-0.104,0.669,10.315,19.592,14.282
0.772,-0.086,0.598,9.399,30.212,13.428
0.811,-0.065,0.537,10.254,34.851,12.634
0.827,-0.044,0.509,12.634,33.020,12.085
0.872,-0.062,0.498,16.968,25.269,11.414
0.919,-0.057,0.525,22.400,13.977,10.498
0.891,-0.064,0.552,27.100,1.282,10.681
0.884,-0.076,0.591,31.799,-11.414,12.085
0.878,-0.091,0.631,35.583,-21.912,13.855
0.825,-0.122,0.672,37.048,-26.184,16.663
0.770,-0.121,0.691,34.241,-23.193,18.982
0.723,-0.126,0.708,29.297,-13.794,19.287
0.699,-0.130,0.709,23.743,-1.587,17.578
0.691,-0.135,0.704,18.433,10.864,14.282
0.682,-0.140,0.687,13.672,20.996,10.742
0.664,-0.121,0.669,10.071,25.879,7.751
0.638,-0.113,0.649,9.155,25.452,7.080
0.621,-0.115,0.637,10.010,20.996,8.301
0.614,-0.110,0.630,11.353,14.282,10.498
0.612,-0.101,0.623,12.817,6.775,13.123
0.615,-0.100,0.623,14.648,0.000,15.259
0.624,-0.097,0.624,16.052,-4.089,17.029
0.640,-0.089,0.623,16.724,-6.409,18.127
0.657,-0.081,0.621,16.479,-5.920,18.555
0.676,-0.073,0.614,15.991,-3.601,17.700
0.696,-0.066,0.604,15.137,-0.610,16.479
0.719,-0.064,0.591,14.526,2.563,15.198
0.751,-0.065,0.576,14.343,4.272,13.977
0.778,-0.057,0.566,14.099,4.700,12.695
0.792,-0.048,0.560,13.672,3.845,11.536
0.797,-0.041,0.558,13.672,2.319,10.254
0.795,-0.040,0.562,13.306,0.610,8.545
0.781,-0.044,0.565,13.184,-0.488,6.958
0.768,-0.049,0.574,12.634,-1.099,5.920
0.757,-0.052,0.584,11.414,-0.977,5.859
0.746,-0.047,0.589,10.071,-0.061,6.409
0.741,-0.043,0.591,8.789,1.221,7.263
0.732,-0.036,0.593,7.385,3.052,7.996
0.727,-0.032,0.591,5.615,4.822,8.606
0.718,-0.027,0.585,3.784,6.470,9.521
0.701,-0.039,0.579,2.441,7.446,9.766
0.713,-0.035,0.577,1.709,7.385,9.644
0.736,-0.031,0.577,0.977,6.348,10.132
0.744,-0.024,0.578,0.305,4.089,11.353
0.738,-0.027,0.572,0.183,1.709,12.146
0.748,-0.018,0.572,0.305,-0.488,11.902
0.755,-0.015,0.572,0.793,-1.587,11.230
0.759,-0.014,0.569,0.793,-1.892,10.498
0.760,-0.009,0.561,0.366,-1.587,9.399
0.761,-0.008,0.552,-0.061,-1.038,8.057
0.763,-0.012,0.545,-0.305,-0.183,7.141
0.762,-0.014,0.536,-1.221,0.671,6.958
0.767,-0.011,0.529,-2.319,1.465,7.324
0.770,-0.015,0.523,-3.418,1.831,7.202
0.776,-0.020,0.518,-3.967,1.709,6.531
0.780,-0.024,0.515,-4.517,0.977,5.859
0.769,-0.034,0.512,-4.883,-0.305,5.432
0.765,-0.042,0.508,-5.371,-1.343,5.493
0.763,-0.047,0.506,-5.676,-1.953,5.859
0.760,-0.048,0.501,-6.287,-2.136,6.409
0.759,-0.050,0.500,-6.653,-2.136,6.775
0.762,-0.048,0.497,-7.324,-2.075,6.897
0.764,-0.048,0.497,-7.812,-2.136,5.981
0.768,-0.047,0.500,-7.996,-2.441,5.188
0.769,-0.046,0.500,-7.935,-3.235,5.005
0.766,-0.042,0.500,-8.301,-4.578,5.188
0.762,-0.039,0.500,-8.362,-5.554,5.310
0.767,-0.029,0.500,-8.423,-6.042,5.432
0.766,-0.030,0.500,-8.850,-5.798,5.493
0.767,-0.031,0.501,-9.583,-5.188,5.371
0.769,-0.033,0.500,-10.437,-4.883,4.700
0.775,-0.035,0.500,-10.864,-4.333,3.906
0.784,-0.038,0.501,-10.986,-4.395,3.784
0.792,-0.038,0.500,-11.292,-4.822,3.967
0.798,-0.039,0.498,-11.292,-5.310,3.845
0.805,-0.042,0.498,-10.925,-5.798,3.418
0.815,-0.046,0.499,-10.498,-6.348,3.174
0.825,-0.050,0.500,-10.620,-6.287,2.991
0.831,-0.053,0.500,-10.742,-5.981,2.930
0.836,-0.059,0.501,-10.681,-5.493,2.991
0.842,-0.065,0.505,-10.620,-4.822,2.808
0.849,-0.070,0.508,-10.864,-4.272,2.563
0.860,-0.075,0.513,-11.169,-3.540,2.258
0.879,-0.078,0.521,-11.169,-2.808,2.258
0.894,-0.083,0.526,-11.169,-2.258,2.319
0.893,-0.088,0.536,-10.803,-1.587,2.258
0.892,-0.093,0.542,-11.108,-0.610,1.953
0.902,-0.095,0.552,-11.169,0.122,2.136
0.921,-0.086,0.567,-11.230,0.671,2.686
0.926,-0.073,0.587,-11.414,1.038,3.662
0.933,-0.063,0.611,-11.414,0.854,3.784
0.943,-0.071,0.642,-10.498,-0.061,2.502
0.937,-0.077,0.673,-8.850,-1.099,1.160
0.927,-0.079,0.701,-7.690,-1.404,0.854
0.906,-0.086,0.719,-6.592,-0.610,2.258
0.879,-0.090,0.729,-5.859,1.221,3.906
0.860,-0.092,0.739,-5.127,2.869,4.211
0.857,-0.090,0.748,-3.845,3.052,3.113
0.857,-0.083,0.755,-1.953,1.099,1.648
0.859,-0.070,0.766,1.160,-1.648,1.587
0.844,-0.054,0.770,4.944,-4.333,3.174
0.831,-0.035,0.770,8.057,-6.409,6.226
0.826,-0.009,0.767,10.315,-6.958,8.545
0.826,0.017,0.766,11.658,-5.859,9.399
0.829,0.041,0.764,12.451,-4.272,8.667
0.829,0.066,0.763,12.390,-2.747,7.202
0.821,0.086,0.761,11.963,-1.526,6.104
0.794,0.111,0.756,11.108,0.732,6.104
0.761,0.128,0.741,10.132,4.395,7.263
0.747,0.132,0.723,9.399,8.972,8.789
0.733,0.129,0.695,8.423,14.648,9.705
0.716,0.136,0.664,7.629,20.752,9.521
0.691,0.133,0.631,7.263,25.452,8.728
0.680,0.125,0.603,7.690,28.503,7.568
0.674,0.119,0.581,8.606,28.992,6.714
0.647,0.115,0.571,9.338,27.283,6.348
0.634,0.106,0.567,10.498,23.499,6.470
0.638,0.089,0.577,12.146,18.311,6.836
0.645,0.084,0.593,13.428,12.512,7.324
0.641,0.078,0.619,14.221,6.714,8.301
0.621,0.069,0.641,14.832,2.075,9.521
0.633,0.067,0.666,14.893,-0.488,10.681
0.646,0.071,0.684,14.160,-0.549,12.939
0.644,0.073,0.689,12.878,2.075,15.686
0.649,0.068,0.686,11.536,6.165,17.517
0.674,0.080,0.672,9.949,10.925,18.127
0.699,0.090,0.653,8.911,15.442,18.311
0.711,0.105,0.625,8.667,19.043,18.494
0.725,0.123,0.596,8.484,21.179,18.494
0.740,0.138,0.569,8.972,21.423,18.311
0.745,0.155,0.544,10.071,20.142,18.066
0.748,0.168,0.528,11.536,18.250,17.517
0.749,0.179,0.516,12.939,16.052,16.296
0.752,0.182,0.513,13.916,13.489,14.954
0.748,0.177,0.516,14.404,11.414,13.428
0.742,0.170,0.526,15.198,9.338,11.658
0.739,0.158,0.541,15.869,7.019,9.888
0.735,0.143,0.557,16.174,5.310,8.911
0.726,0.130,0.569,16.052,4.028,8.911
0.712,0.118,0.576,15.747,3.906,9.460
0.706,0.106,0.580,15.503,5.066,10.498
0.713,0.101,0.579,14.832,7.263,11.292
0.722,0.100,0.573,14.038,9.827,11.841
0.723,0.098,0.567,13.428,11.963,11.597
0.727,0.097,0.559,13.123,12.939,10.681
0.734,0.100,0.551,13.428,12.512,10.498
0.737,0.104,0.541,13.855,10.681,11.292
0.736,0.111,0.530,14.160,8.850,12.573
0.741,0.119,0.522,14.526,7.263,13.733
0.738,0.122,0.512,14.771,6.287,14.221
0.737,0.131,0.505,14.648,6.042,13.977
0.750,0.126,0.502,14.954,6.104,13.184
0.748,0.135,0.496,14.832,6.409,12.268
0.750,0.136,0.488,14.404,6.653,11.780
0.753,0.130,0.486,14.954,6.470,11.047
0.760,0.136,0.487,15.259,5.127,10.071
0.764,0.138,0.486,15.686,3.540,8.972
0.770,0.128,0.492,16.907,1.648,8.118
0.777,0.125,0.499,17.883,-0.122,7.385
0.783,0.123,0.504,18.250,-1.404,7.080
0.788,0.120,0.508,18.555,-1.770,7.141
0.794,0.115,0.514,18.616,-1.709,7.141
0.804,0.112,0.514,17.944,-0.549,7.141
0.809,0.113,0.510,17.151,0.977,7.385
0.814,0.114,0.503,16.052,3.052,7.874
0.819,0.116,0.501,15.015,4.883,8.057
0.822,0.119,0.495,14.160,6.104,8.057
0.824,0.121,0.493,13.977,6.653,8.179
0.820,0.121,0.491,13.916,6.531,8.545
0.820,0.116,0.489,14.587,5.859,8.789
0.815,0.119,0.490,15.015,4.883,8.850
0.818,0.123,0.491,15.442,4.272,8.972
0.809,0.116,0.494,16.418,3.784,9.277
0.802,0.115,0.494,17.090,3.601,8.850
0.801,0.117,0.494,17.517,3.540,8.179
0.801,0.123,0.492,17.578,3.662,7.507
0.799,0.128,0.491,17.944,3.906,7.263
0.800,0.134,0.489,18.127,4.211,7.080
0.798,0.144,0.484,17.822,4.272,7.019
0.799,0.146,0.482,17.639,4.700,6.714
0.802,0.149,0.480,17.273,4.761,6.470
0.802,0.153,0.482,16.846,4.639,5.920
0.806,0.155,0.481,16.357,4.272,5.249
0.812,0.157,0.485,16.174,3.601,5.066
0.817,0.158,0.489,15.625,2.625,4.944
0.821,0.161,0.493,15.503,2.014,5.188
0.824,0.164,0.497,14.954,1.587,5.798
0.827,0.163,0.498,14.404,2.075,6.470
0.839,0.161,0.496,13.611,2.808,6.592
0.853,0.160,0.493,12.756,4.272,6.409
0.853,0.160,0.490,11.719,6.165,5.493
0.857,0.160,0.486,10.742,7.751,4.578
0.870,0.157,0.483,9.949,9.094,3.967
0.881,0.151,0.481,9.094,9.888,3.418
0.881,0.150,0.477,8.911,10.193,3.479
0.892,0.156,0.480,8.606,9.888,3.662
0.896,0.159,0.486,8.484,9.338,3.906
0.893,0.153,0.501,8.240,8.423,3.723
0.894,0.150,0.514,7.874,7.324,2.808
0.884,0.137,0.537,8.301,5.005,1.343
0.890,0.123,0.568,8.606,2.014,0.549
0.901,0.114,0.603,8.362,-1.526,0.244
