ax,ay,az,gx,gy,gz
0.940,-0.132,0.498,-10.803,3.418,0.366
0.948,-0.132,0.499,-10.376,3.662,-0.305
0.966,-0.123,0.501,-9.888,4.639,-0.305
0.969,-0.113,0.503,-9.888,6.531,0.305
0.966,-0.099,0.510,-10.742,8.667,0.549
0.971,-0.095,0.524,-11.414,9.827,-0.366
0.986,-0.098,0.550,-10.925,9.705,-2.808
0.989,-0.096,0.583,-9.705,8.545,-5.371
0.987,-0.096,0.611,-8.423,7.080,-6.104
0.975,-0.096,0.629,-7.324,6.592,-5.249
0.938,-0.101,0.641,-6.165,7.568,-4.395
0.908,-0.107,0.646,-5.188,9.155,-4.822
0.905,-0.105,0.655,-3.906,10.132,-6.165
0.888,-0.109,0.666,-2.075,10.010,-7.385
0.868,-0.111,0.672,-0.061,8.667,-8.118
0.845,-0.114,0.677,2.075,6.287,-8.057
0.817,-0.109,0.681,4.150,3.845,-7.385
0.785,-0.094,0.681,6.287,2.319,-5.737
0.776,-0.090,0.673,8.118,1.831,-3.784
0.768,-0.083,0.664,9.033,3.296,-1.831
0.744,-0.066,0.649,8.850,6.042,-0.854
0.723,-0.057,0.635,8.118,9.460,-0.549
0.715,-0.044,0.619,7.080,12.817,-0.366
0.705,-0.022,0.603,5.798,15.503,-0.061
0.692,0.001,0.587,4.639,17.639,0.366
0.684,0.009,0.572,3.784,18.677,0.549
0.667,0.026,0.561,3.052,18.799,0.000
0.650,0.033,0.552,2.991,17.578,-0.732
0.646,0.036,0.548,3.235,15.625,-1.465
0.628,0.037,0.548,3.418,13.000,-1.831
0.615,0.037,0.543,3.662,10.315,-1.953
0.624,0.045,0.545,4.211,7.385,-1.770
0.624,0.043,0.548,4.761,4.944,-1.465
0.634,0.045,0.549,5.432,2.441,-0.671
0.656,0.042,0.549,6.592,-0.366,0.488
0.687,0.043,0.547,7.324,-2.258,2.136
0.719,0.041,0.551,7.629,-4.028,3.601
0.741,0.034,0.555,7.507,-5.798,4.395
0.752,0.025,0.553,7.263,-6.897,4.395
0.780,0.021,0.556,7.080,-7.812,4.395
0.797,0.023,0.553,6.653,-7.812,5.188
0.805,0.026,0.543,5.554,-6.775,6.775
0.803,0.029,0.529,4.822,-4.517,8.118
0.799,0.032,0.512,3.906,-1.770,9.094
0.807,0.039,0.498,2.625,1.587,9.827
0.803,0.048,0.481,1.099,5.066,9.705
0.792,0.049,0.464,0.183,7.263,8.179
0.788,0.044,0.456,0.305,7.996,6.348
0.788,0.040,0.459,1.099,6.836,4.700
0.787,0.036,0.471,2.014,3.906,3.601
0.790,0.022,0.489,3.479,-0.366,3.113
0.788,0.006,0.510,5.554,-4.822,2.625
0.778,-0.012,0.535,7.751,-9.888,2.136
0.773,-0.028,0.562,9.338,-13.916,2.319
0.766,-0.037,0.581,10.010,-16.235,3.418
0.753,-0.047,0.588,9.949,-15.686,5.188
0.758,-0.046,0.591,9.338,-12.512,6.592
0.756,-0.045,0.582,8.301,-7.507,7.446
0.757,-0.041,0.568,7.080,-2.747,7.690
0.763,-0.036,0.549,6.226,0.916,7.568
0.777,-0.032,0.525,6.042,3.418,7.385
0.791,-0.025,0.501,6.409,4.211,7.874
0.798,-0.014,0.482,6.897,3.235,9.216
0.794,-0.002,0.466,7.751,1.282,10.376
0.795,0.010,0.456,8.667,-1.343,11.353
0.798,0.016,0.448,9.766,-3.174,11.780
0.784,0.022,0.446,10.864,-5.554,11.353
0.788,0.035,0.449,11.475,-7.507,10.925
0.795,0.032,0.456,12.268,-8.789,10.681
0.797,0.025,0.468,12.573,-9.583,10.559
0.796,0.018,0.482,12.512,-10.376,9.888
0.804,0.023,0.500,12.451,-11.108,8.850
0.811,0.024,0.511,12.695,-11.169,8.057
0.800,0.016,0.520,12.939,-10.803,7.568
0.803,0.015,0.525,12.939,-9.644,7.568
0.810,0.017,0.528,12.817,-7.568,7.874
0.820,0.025,0.524,12.268,-5.127,8.362
0.827,0.036,0.515,12.085,-2.808,8.545
0.834,0.044,0.505,12.024,-1.160,7.935
0.843,0.047,0.499,11.963,0.916,7.446
0.841,0.045,0.487,11.841,2.441,7.080
0.844,0.050,0.479,11.475,3.235,6.531
0.849,0.059,0.476,11.353,2.869,6.042
0.854,0.069,0.476,11.353,2.136,6.165
0.859,0.078,0.485,11.780,0.610,6.836
0.864,0.077,0.493,12.451,-0.977,7.690
0.868,0.069,0.504,13.306,-2.136,8.362
0.866,0.065,0.521,13.428,-2.747,8.423
0.874,0.068,0.536,13.062,-2.686,8.118
0.880,0.065,0.551,12.451,-2.258,8.118
0.881,0.057,0.562,11.841,-1.282,7.812
0.880,0.059,0.570,10.925,0.427,7.385
0.882,0.061,0.572,9.949,2.625,7.812
0.890,0.065,0.575,8.911,4.700,8.667
0.907,0.071,0.579,7.935,6.226,9.949
0.916,0.074,0.584,7.080,7.446,10.193
0.929,0.082,0.588,6.592,8.057,9.644
0.941,0.092,0.592,6.348,8.240,8.911
0.939,0.092,0.597,5.981,8.240,8.606
0.941,0.097,0.602,5.554,8.179,8.362
0.945,0.106,0.608,5.127,7.935,8.301
0.943,0.107,0.617,4.883,7.568,7.996
0.935,0.105,0.628,4.639,6.836,7.751
0.921,0.097,0.645,4.517,5.615,6.775
0.910,0.083,0.669,3.967,4.028,5.432
0.901,0.067,0.694,3.662,1.648,4.211
0.895,0.052,0.722,3.723,-1.465,3.479
0.891,0.026,0.751,4.272,-4.333,3.601
0.861,-0.005,0.777,4.333,-7.141,3.723
0.829,-0.037,0.797,3.845,-9.399,3.235
0.800,-0.062,0.809,3.479,-10.315,2.441
0.779,-0.087,0.812,3.357,-8.911,2.747
0.779,-0.119,0.789,2.808,-5.737,4.639
0.733,-0.147,0.754,1.892,-0.916,7.080
0.709,-0.123,0.709,0.183,5.798,8.545
0.740,-0.110,0.658,-0.610,12.878,10.193
0.756,-0.107,0.616,-0.610,19.165,12.756
0.770,-0.104,0.570,-0.427,22.827,14.282
0.777,-0.104,0.541,1.099,24.109,14.343
0.776,-0.114,0.525,3.357,23.132,12.756
0.775,-0.117,0.516,5.859,20.020,10.864
0.762,-0.126,0.520,8.972,15.625,10.132
0.746,-0.127,0.527,11.230,10.864,10.681
0.715,-0.127,0.536,12.634,6.897,11.658
0.676,-0.133,0.550,13.245,5.005,12.146
0.647,-0.138,0.563,12.329,4.700,11.475
0.621,-0.142,0.576,10.193,5.676,10.132
0.605,-0.153,0.583,7.446,6.897,8.789
0.598,-0.163,0.585,3.967,8.118,7.263
0.588,-0.133,0.596,0.000,8.362,5.737
0.589,-0.122,0.605,-2.380,7.629,5.188
0.607,-0.129,0.613,-3.601,6.531,5.676
0.599,-0.128,0.614,-5.066,5.005,6.042
0.603,-0.130,0.611,-6.042,3.906,6.348
0.623,-0.130,0.607,-5.859,3.418,6.775
0.641,-0.127,0.599,-5.615,3.296,7.446
0.665,-0.128,0.584,-4.822,4.211,8.240
0.696,-0.120,0.565,-3.601,5.310,8.850
0.747,-0.108,0.546,-2.258,6.348,8.850
0.756,-0.096,0.522,-1.343,6.897,7.935
0.762,-0.069,0.499,-0.732,6.836,5.737
0.768,-0.062,0.478,0.854,6.409,3.113
0.768,-0.048,0.465,2.014,5.249,0.610
0.775,-0.030,0.457,2.197,2.930,-0.732
0.788,-0.017,0.459,2.625,-0.061,-1.465
0.792,-0.018,0.473,3.479,-2.747,-2.075
0.791,-0.017,0.499,4.089,-5.859,-3.235
0.782,-0.021,0.522,4.272,-9.216,-4.639
0.791,-0.026,0.550,3.967,-11.658,-5.249
0.782,-0.042,0.573,3.601,-12.451,-4.578
0.769,-0.056,0.591,2.197,-11.353,-3.174
0.761,-0.066,0.601,0.366,-8.423,-1.892
0.766,-0.069,0.605,-2.075,-4.517,-0.671
0.772,-0.073,0.600,-4.456,-0.732,0.305
0.771,-0.073,0.584,-6.653,3.479,0.854
0.774,-0.071,0.566,-8.240,7.019,0.366
0.779,-0.067,0.547,-9.338,8.911,-0.366
0.780,-0.060,0.528,-9.949,9.155,-0.427
0.781,-0.053,0.509,-9.888,7.629,0.000
0.788,-0.047,0.499,-9.216,4.944,0.854
0.791,-0.044,0.496,-8.789,1.831,1.831
0.797,-0.041,0.494,-8.423,-1.282,2.136
0.799,-0.045,0.496,-7.996,-3.357,1.892
0.798,-0.050,0.501,-7.812,-5.188,1.343
0.801,-0.054,0.508,-8.118,-5.981,0.671
0.807,-0.059,0.514,-8.301,-5.798,-0.122
0.811,-0.065,0.521,-8.606,-4.700,-0.427
0.812,-0.068,0.522,-9.155,-3.174,-0.732
0.812,-0.071,0.518,-9.460,-2.197,-0.793
0.819,-0.077,0.513,-9.766,-0.732,-0.793
0.827,-0.077,0.504,-10.193,1.221,-0.427
0.837,-0.072,0.497,-11.047,3.052,-0.244
0.838,-0.073,0.487,-11.658,4.578,-0.183
0.835,-0.078,0.476,-12.329,5.493,-0.549
0.834,-0.081,0.468,-12.390,5.615,-1.282
0.832,-0.084,0.460,-12.451,5.005,-1.587
0.830,-0.084,0.457,-12.268,3.662,-1.526
0.832,-0.087,0.458,-11.902,2.197,-1.038
0.821,-0.098,0.464,-11.658,0.488,-0.854
0.832,-0.103,0.474,-11.108,-0.488,-1.038
0.844,-0.111,0.488,-10.498,-0.977,-1.099
0.849,-0.122,0.496,-10.071,-0.732,-0.854
0.842,-0.128,0.503,-10.193,0.000,-0.427
0.843,-0.135,0.508,-10.498,1.221,-0.305
0.857,-0.135,0.513,-10.681,3.113,-0.244
0.867,-0.135,0.517,-10.498,4.944,-0.244
0.879,-0.129,0.518,-10.864,6.470,-0.061
0.891,-0.124,0.521,-10.925,7.874,-0.061
0.895,-0.123,0.530,-10.864,8.667,-0.610
0.913,-0.118,0.543,-10.742,8.179,-1.587
0.927,-0.118,0.564,-9.888,6.104,-2.991
0.930,-0.126,0.591,-8.118,2.930,-3.784
0.947,-0.120,0.621,-6.226,-0.427,-3.967
0.959,-0.117,0.649,-4.333,-2.747,-3.479
0.933,-0.116,0.678,-2.502,-3.845,-2.869
0.915,-0.121,0.693,-1.038,-4.272,-3.052
0.907,-0.123,0.709,0.122,-3.052,-3.662
0.895,-0.119,0.715,1.221,-1.648,-3.357
0.895,-0.112,0.717,1.709,0.244,-1.953
0.891,-0.105,0.709,2.319,2.258,-0.732
0.891,-0.084,0.706,2.991,3.662,-0.427
0.878,-0.063,0.700,3.723,4.150,-0.549
0.857,-0.047,0.692,4.822,3.479,-1.038
0.857,-0.054,0.684,6.409,2.075,-1.465
0.839,-0.042,0.679,7.385,0.671,-2.014
0.826,-0.022,0.676,7.996,0.000,-2.319
0.808,-0.002,0.678,8.423,-0.122,-2.136
0.783,0.007,0.676,8.728,0.854,-2.136
0.758,0.009,0.674,9.155,3.418,-2.625
0.751,0.014,0.668,8.972,7.080,-2.930
0.728,0.028,0.659,8.240,11.414,-2.808
0.707,0.030,0.646,7.812,15.747,-2.747
0.685,0.031,0.626,7.202,20.081,-2.502
0.660,0.035,0.604,6.592,23.865,-2.197
0.660,0.038,0.585,5.676,26.611,-1.831
0.639,0.047,0.564,4.517,27.649,-1.831
0.629,0.048,0.548,3.845,26.978,-2.197
0.612,0.048,0.542,3.540,24.475,-3.540
0.611,0.048,0.542,3.540,20.752,-4.517
0.607,0.049,0.545,3.723,15.930,-4.700
0.602,0.049,0.551,3.784,10.864,-3.784
0.603,0.048,0.557,4.150,5.920,-2.136
0.617,0.049,0.562,4.272,1.526,0.427
0.640,0.052,0.567,4.517,-1.465,3.906
0.667,0.049,0.573,4.517,-2.625,7.446
0.703,0.047,0.576,4.150,-2.930,9.888
0.739,0.046,0.572,3.479,-2.747,11.108
0.761,0.043,0.567,2.502,-1.953,11.475
0.772,0.044,0.556,1.221,-0.305,11.169
0.784,0.047,0.541,0.000,2.014,10.925
0.795,0.052,0.526,-0.854,4.150,11.292
0.803,0.061,0.507,-1.953,6.287,11.719
0.809,0.068,0.497,-2.686,8.118,12.207
0.818,0.067,0.487,-3.113,9.033,11.597
0.814,0.072,0.478,-3.235,9.705,9.644
0.783,0.055,0.473,-2.441,9.644,6.836
0.764,0.048,0.473,-1.648,8.545,4.089
0.765,0.038,0.484,0.122,6.470,2.563
0.766,0.031,0.499,2.319,3.235,1.831
0.764,0.021,0.512,4.395,-0.610,2.441
0.768,0.010,0.528,6.226,-3.662,3.662
0.766,-0.000,0.540,7.629,-6.226,4.944
0.763,-0.007,0.549,8.301,-6.897,6.165
0.759,-0.010,0.553,8.118,-5.432,7.202
0.761,-0.016,0.552,7.568,-2.808,7.446
0.772,-0.017,0.546,6.714,-0.183,7.751
0.786,-0.010,0.536,5.615,2.625,8.545
0.793,0.000,0.516,5.127,4.517,10.010
0.798,0.013,0.504,4.822,5.371,11.658
0.802,0.016,0.489,5.310,5.249,12.817
0.790,0.020,0.477,5.859,4.395,13.733
0.793,0.033,0.463,5.859,3.418,13.733
0.798,0.034,0.455,6.531,2.502,13.733
0.790,0.021,0.452,7.690,1.343,13.550
0.786,0.022,0.450,8.301,0.000,12.878
0.786,0.027,0.453,8.911,-1.404,12.207
0.784,0.031,0.460,9.766,-2.258,11.475
0.779,0.032,0.467,10.315,-3.357,10.254
0.779,0.031,0.476,11.047,-4.700,8.911
0.779,0.034,0.484,11.963,-5.737,7.751
0.787,0.042,0.492,12.512,-6.592,7.080
0.793,0.050,0.500,12.817,-6.836,6.775
0.794,0.055,0.502,12.939,-6.714,6.409
0.803,0.063,0.507,12.756,-6.226,5.554
0.814,0.072,0.509,12.634,-5.066,5.005
0.824,0.080,0.508,12.573,-3.784,4.883
0.830,0.088,0.506,11.963,-2.747,5.005
0.833,0.095,0.502,11.414,-2.258,4.822
0.840,0.097,0.501,10.986,-1.648,4.700
0.848,0.099,0.500,10.315,-1.099,4.517
0.849,0.105,0.500,9.521,-0.305,4.028
0.853,0.106,0.500,9.094,0.122,3.235
0.858,0.102,0.504,8.789,0.488,2.747
0.863,0.098,0.506,8.301,0.793,2.441
0.862,0.091,0.509,7.935,1.160,2.014
0.860,0.086,0.515,7.568,1.404,1.221
0.869,0.083,0.521,7.019,1.831,0.427
0.881,0.078,0.529,6.775,2.136,0.122
0.885,0.071,0.539,6.714,2.625,-0.305
0.886,0.063,0.549,6.531,2.502,-0.854
0.903,0.057,0.565,6.592,2.014,-1.221
0.921,0.055,0.584,6.592,1.282,-1.221
0.927,0.054,0.600,6.775,0.366,-0.977
0.927,0.055,0.614,6.531,0.305,-0.549
0.927,0.059,0.618,5.981,1.404,0.000
0.930,0.064,0.618,4.761,3.662,0.122
0.935,0.066,0.618,3.479,6.897,-0.122
0.942,0.065,0.616,2.197,9.644,-0.610
0.947,0.066,0.614,0.977,11.230,-1.282
0.949,0.062,0.616,0.244,11.047,-2.014
0.946,0.051,0.629,0.549,8.728,-2.502
0.944,0.037,0.650,1.526,4.517,-2.686
0.956,0.021,0.679,3.052,-0.610,-2.014
0.942,0.008,0.707,4.578,-4.639,-1.038
0.891,-0.010,0.725,5.432,-7.141,-0.610
0.854,-0.034,0.730,5.432,-6.287,-0.183
0.850,-0.041,0.721,4.211,-2.441,1.038
0.838,-0.046,0.698,2.502,3.479,3.235
0.786,-0.061,0.661,0.549,10.742,4.883
0.753,-0.062,0.618,-1.160,17.151,5.127
0.758,-0.046,0.582,-2.075,22.034,5.371
0.771,-0.043,0.554,-2.136,24.597,6.653
0.771,-0.041,0.529,-1.465,24.048,8.911
0.767,-0.052,0.516,0.488,21.301,10.132
0.764,-0.062,0.517,3.113,17.090,10.071
0.744,-0.071,0.524,5.371,12.146,9.644
0.721,-0.084,0.535,7.141,7.690,10.498
0.699,-0.094,0.548,8.057,5.310,11.719
0.680,-0.098,0.562,7.690,5.432,13.123
0.661,-0.100,0.568,6.531,7.568,14.282
0.645,-0.102,0.569,4.639,11.108,14.709
0.643,-0.109,0.568,2.563,14.832,13.977
0.652,-0.125,0.563,-0.061,17.944,11.841
0.620,-0.111,0.561,-2.869,18.982,8.484
0.604,-0.106,0.560,-4.761,17.273,5.249
0.610,-0.106,0.565,-5.188,13.184,3.723
0.610,-0.099,0.567,-5.554,7.568,3.723
0.612,-0.098,0.576,-5.615,1.526,5.066
0.615,-0.097,0.586,-5.188,-3.479,6.714
0.631,-0.093,0.595,-4.761,-7.690,8.240
0.661,-0.086,0.602,-4.150,-10.376,9.705
0.694,-0.082,0.602,-3.418,-11.292,11.353
0.725,-0.075,0.594,-2.625,-10.193,12.329
0.761,-0.063,0.576,-2.258,-7.446,12.573
0.781,-0.041,0.549,-2.258,-3.967,11.841
0.780,-0.016,0.521,-2.563,-0.732,10.376
0.789,-0.007,0.494,-2.502,2.319,9.155
0.809,0.006,0.472,-2.686,4.395,8.057
0.828,0.017,0.452,-2.808,4.700,6.714
0.836,0.037,0.446,-2.869,3.235,5.371
0.821,0.037,0.446,-1.892,0.610,3.601
0.810,0.032,0.459,-0.916,-2.625,1.343
0.797,0.029,0.475,0.183,-6.836,-0.549
0.786,0.017,0.495,0.793,-11.292,-1.526
0.774,0.005,0.516,0.610,-14.404,-1.526
0.762,-0.007,0.543,-0.305,-15.930,-0.854
0.756,-0.022,0.566,-1.526,-15.564,-0.244
0.761,-0.038,0.585,-2.930,-13.245,0.000
0.766,-0.047,0.597,-4.639,-9.888,-0.183
0.776,-0.051,0.598,-6.226,-5.859,-0.366
0.787,-0.052,0.589,-7.629,-2.380,-0.488
0.796,-0.048,0.571,-8.667,0.488,-0.305
0.801,-0.043,0.550,-8.972,2.686,0.000
0.811,-0.038,0.530,-9.094,3.784,0.000
0.817,-0.034,0.515,-8.850,3.418,-0.305
0.823,-0.026,0.501,-8.667,1.770,-0.610
0.824,-0.028,0.490,-8.362,-0.305,-0.732
0.819,-0.032,0.483,-8.057,-1.953,-0.732
0.814,-0.034,0.480,-7.812,-3.052,-0.732
0.816,-0.038,0.480,-7.568,-4.028,-0.977
0.828,-0.043,0.485,-7.263,-4.822,-1.160
0.834,-0.052,0.493,-6.836,-5.493,-1.648
0.831,-0.063,0.500,-6.531,-5.615,-2.075
0.829,-0.072,0.503,-6.104,-5.859,-2.808
0.828,-0.080,0.510,-5.737,-5.615,-2.930
0.825,-0.085,0.514,-5.920,-4.639,-2.380
0.821,-0.087,0.514,-6.165,-3.296,-1.648
0.826,-0.085,0.513,-6.470,-2.136,-0.916
0.830,-0.081,0.511,-6.775,-0.854,-0.549
0.829,-0.078,0.505,-7.202,0.610,-0.366
0.827,-0.072,0.499,-7.507,1.953,-0.305
0.824,-0.069,0.489,-7.690,2.869,0.000
0.826,-0.065,0.482,-7.751,3.235,0.793
0.824,-0.060,0.477,-7.935,3.418,1.831
0.825,-0.057,0.474,-8.118,3.235,2.258
0.830,-0.054,0.473,-8.057,3.052,2.441
0.837,-0.056,0.474,-8.118,2.686,2.563
0.841,-0.058,0.478,-8.057,2.563,2.563
0.840,-0.063,0.483,-7.874,2.319,2.319
0.847,-0.069,0.490,-7.507,2.075,2.197
0.861,-0.074,0.497,-6.897,1.831,2.197
0.873,-0.081,0.501,-6.226,1.953,2.563
0.882,-0.086,0.503,-5.859,2.625,2.930
0.897,-0.086,0.507,-5.493,3.906,3.113
0.918,-0.084,0.507,-5.493,5.249,3.174
0.932,-0.088,0.513,-5.188,6.958,2.991
0.939,-0.092,0.519,-5.310,8.484,2.258
0.948,-0.094,0.533,-5.554,9.338,1.099
0.961,-0.084,0.554,-5.493,9.094,0.122
0.976,-0.078,0.586,-4.944,7.507,-0.549
0.982,-0.075,0.609,-3.601,5.615,-0.732
0.971,-0.076,0.635,-2.075,3.906,-0.671
0.947,-0.083,0.652,-0.854,3.296,-0.427
0.925,-0.087,0.665,-0.488,3.845,-0.366
0.902,-0.085,0.670,-0.427,5.554,-0.305
0.874,-0.082,0.677,-0.366,6.897,-0.732
0.876,-0.082,0.681,0.427,7.385,-1.221
0.881,-0.080,0.688,1.587,6.531,-1.404
0.872,-0.074,0.692,3.113,4.639,-1.160
0.854,-0.065,0.698,5.676,1.587,-0.854
0.829,-0.048,0.702,8.118,-1.465,-0.183
0.832,-0.037,0.703,10.498,-3.052,1.587
0.830,-0.030,0.703,12.268,-3.662,3.601
0.806,-0.008,0.699,12.756,-2.930,4.822
0.802,0.002,0.693,12.512,-1.465,4.883
0.784,0.020,0.688,11.414,2.014,3.845
0.750,0.038,0.677,9.705,6.348,2.563
0.728,0.045,0.663,8.301,10.620,1.465
0.716,0.051,0.647,7.141,14.465,0.977
0.702,0.058,0.629,5.981,17.761,1.160
0.683,0.070,0.611,4.761,20.142,1.343
0.658,0.076,0.595,4.150,21.606,1.221
0.641,0.078,0.576,3.845,22.522,0.732
0.624,0.079,0.564,3.540,22.522,-0.061
0.611,0.081,0.552,3.418,21.851,-0.610
0.583,0.081,0.540,3.357,20.386,-1.709
0.579,0.076,0.536,3.784,18.250,-2.930
0.571,0.071,0.534,4.028,15.259,-4.028
0.571,0.066,0.535,4.761,11.536,-4.272
0.580,0.061,0.536,5.127,7.446,-3.601
0.594,0.050,0.542,5.432,3.113,-2.014
0.621,0.043,0.552,5.737,-0.977,-0.244
0.652,0.039,0.561,6.042,-4.150,1.648
0.691,0.036,0.571,6.348,-7.629,3.418
0.729,0.033,0.579,7.019,-10.132,4.761
0.747,0.025,0.583,7.324,-10.925,5.798
0.765,0.015,0.582,7.141,-10.071,6.714
0.789,0.012,0.575,6.653,-7.629,7.996
0.797,0.013,0.559,5.798,-4.272,8.972
0.800,0.022,0.541,4.883,-0.732,9.399
0.806,0.031,0.523,4.028,2.625,9.766
0.815,0.045,0.506,3.357,5.371,9.705
0.819,0.059,0.494,3.235,6.897,9.094
0.805,0.064,0.484,3.723,6.958,7.812
0.789,0.057,0.489,4.272,6.470,6.226
0.793,0.063,0.496,4.639,4.272,5.005
0.786,0.051,0.504,5.920,1.709,3.906
0.764,0.039,0.520,7.751,-1.221,3.601
0.755,0.026,0.544,9.766,-4.089,3.723
0.779,0.027,0.568,10.986,-7.019,4.639
0.775,0.018,0.582,11.841,-8.911,6.226
0.769,0.019,0.591,11.841,-9.033,7.507
0.767,0.018,0.596,12.024,-7.019,7.996
0.773,0.013,0.596,11.719,-3.662,8.362
0.785,0.012,0.587,10.864,-0.122,8.545
0.801,0.019,0.571,9.827,3.357,8.667
0.816,0.026,0.553,9.460,6.104,8.728
0.831,0.038,0.535,9.338,7.080,9.033
0.831,0.051,0.519,9.460,6.958,9.521
0.821,0.063,0.501,9.644,5.737,9.888
0.815,0.071,0.489,10.010,4.395,10.315
0.812,0.077,0.477,10.071,2.869,10.376
0.801,0.079,0.471,10.010,1.892,10.132
0.806,0.081,0.473,10.010,0.977,9.949
0.810,0.078,0.474,9.766,0.244,9.460
0.804,0.068,0.474,9.766,-0.793,8.789
0.794,0.061,0.486,10.376,-1.709,7.874
0.789,0.056,0.496,10.803,-2.075,7.080
0.785,0.055,0.505,11.047,-2.197,6.836
0.776,0.050,0.511,11.230,-2.075,6.958
0.770,0.044,0.510,10.925,-1.282,6.592
0.777,0.044,0.510,10.498,0.549,6.042
0.790,0.054,0.511,10.071,2.808,5.615
0.794,0.062,0.510,9.888,4.272,4.639
0.800,0.066,0.509,10.071,4.883,2.808
0.814,0.064,0.508,11.047,3.967,1.221
0.822,0.071,0.507,11.780,2.380,0.732
0.819,0.079,0.508,12.268,0.732,1.343
0.817,0.088,0.505,12.634,0.122,2.502
0.822,0.098,0.501,12.512,0.427,3.418
0.833,0.106,0.500,11.780,1.953,3.784
0.838,0.108,0.497,10.559,4.150,3.113
0.836,0.110,0.494,9.338,6.104,1.709
0.847,0.112,0.491,8.118,7.385,0.671
0.860,0.110,0.491,7.385,8.118,0.610
0.870,0.111,0.493,6.714,7.935,1.038
0.873,0.109,0.496,6.348,7.202,1.221
0.875,0.100,0.500,6.287,5.737,1.038
0.879,0.096,0.503,6.165,4.272,0.427
0.880,0.091,0.512,6.287,3.357,0.061
0.881,0.086,0.522,6.409,2.808,0.061
0.886,0.080,0.527,5.737,2.869,0.244
0.897,0.078,0.533,5.066,3.967,0.366
0.908,0.075,0.537,4.395,5.493,0.549
0.915,0.074,0.539,3.540,7.080,0.488
0.926,0.073,0.543,2.625,8.301,0.244
0.934,0.069,0.550,2.258,8.789,-0.183
0.941,0.067,0.556,2.136,8.362,-0.488
0.947,0.060,0.568,2.502,7.385,-0.671
0.948,0.055,0.578,2.991,5.859,-0.732
0.943,0.048,0.591,2.991,4.333,-0.427
0.938,0.044,0.603,2.808,2.686,-0.305
0.934,0.037,0.621,2.808,0.916,-0.610
0.918,0.023,0.645,2.991,-1.099,-0.977
0.911,0.010,0.673,3.418,-3.113,-1.160
0.915,-0.007,0.698,3.784,-5.615,-0.916
0.910,-0.019,0.725,4.333,-7.568,0.061
0.878,-0.038,0.737,4.211,-8.301,1.709
0.841,-0.058,0.735,4.089,-6.836,3.052
0.837,-0.064,0.720,3.418,-3.296,4.578
0.829,-0.075,0.693,2.014,2.075,6.348
0.777,-0.095,0.652,0.244,8.667,7.690
0.766,-0.080,0.611,-1.221,14.465,7.141
0.789,-0.075,0.580,-1.709,18.738,6.714
0.796,-0.072,0.550,-1.038,20.813,7.629
0.802,-0.074,0.529,0.854,19.775,9.338
0.799,-0.086,0.528,3.662,16.907,10.315
0.802,-0.097,0.530,7.202,12.451,10.376
0.790,-0.112,0.541,10.925,7.446,10.376
0.751,-0.127,0.553,14.221,3.357,10.254
0.717,-0.139,0.569,16.785,0.305,10.620
0.697,-0.143,0.581,17.822,-0.732,12.207
0.669,-0.147,0.585,17.822,0.977,14.587
0.648,-0.152,0.584,16.235,4.944,16.846
0.640,-0.163,0.579,13.611,10.132,17.639
0.635,-0.160,0.568,9.399,15.381,16.602
0.626,-0.145,0.560,5.615,18.738,13.672
0.622,-0.144,0.554,2.502,19.714,10.681
0.618,-0.140,0.548,0.488,18.188,8.789
0.622,-0.135,0.548,-0.854,14.221,8.728
0.624,-0.135,0.553,-1.404,9.094,9.644
0.631,-0.125,0.560,-1.038,3.967,10.864
0.650,-0.116,0.567,-0.305,-0.488,11.780
0.668,-0.107,0.572,0.671,-3.479,12.024
0.688,-0.096,0.571,1.892,-5.310,11.719
0.716,-0.086,0.570,3.235,-5.798,11.047
0.739,-0.075,0.557,4.150,-5.005,10.315
0.768,-0.055,0.543,4.395,-3.174,10.010
0.772,-0.036,0.524,4.456,-1.343,9.399
0.787,-0.014,0.505,3.967,0.793,8.728
0.801,0.002,0.493,3.479,2.563,7.996
0.811,0.016,0.484,2.869,3.174,7.019
0.802,0.016,0.477,2.747,2.686,5.493
0.781,0.024,0.479,2.197,1.282,3.418
0.765,0.008,0.486,2.502,-0.122,1.526
0.750,-0.013,0.500,2.991,-1.648,0.061
0.746,-0.018,0.515,2.380,-2.869,-0.916
0.738,-0.031,0.531,2.197,-4.333,-1.160
0.739,-0.041,0.548,1.770,-5.432,-1.099
0.739,-0.048,0.560,1.404,-5.859,-0.793
0.735,-0.054,0.570,0.610,-5.493,-0.549
0.736,-0.057,0.576,-0.427,-4.272,-0.488
0.749,-0.056,0.574,-1.587,-2.747,-0.427
0.766,-0.055,0.568,-2.991,-1.465,-0.244
0.771,-0.045,0.556,-4.517,-0.122,-0.122
0.779,-0.032,0.540,-5.737,1.038,0.244
0.790,-0.025,0.525,-6.531,1.343,0.793
0.800,-0.015,0.508,-7.385,1.221,1.953
0.808,-0.009,0.494,-8.240,1.221,3.113
0.814,-0.010,0.483,-8.728,0.793,3.235
0.825,-0.012,0.473,-9.155,0.427,3.052
0.834,-0.012,0.473,-9.277,-0.244,2.258
0.839,-0.025,0.479,-9.094,-1.526,1.343
0.842,-0.033,0.487,-9.216,-2.502,0.671
0.839,-0.042,0.497,-9.033,-4.028,0.122
0.835,-0.050,0.503,-8.484,-5.310,-0.244
0.831,-0.058,0.512,-8.118,-5.859,-0.427
