ax,ay,az
-0.061976,0.127856,0.962092
-0.063684,0.129808,0.963068
-0.063440,0.129076,0.965020
-0.067100,0.130540,0.967704
-0.071736,0.129808,0.970388
-0.082472,0.133712,0.970144
-0.089792,0.135420,0.976732
-0.100528,0.134444,0.979416
-0.108092,0.136152,0.976488
-0.115656,0.138592,0.983564
-0.119316,0.139324,0.986492
-0.123708,0.138348,0.989176
-0.125904,0.134932,0.991616
-0.122244,0.134932,0.996984
-0.118828,0.134444,0.993324
-0.115656,0.132736,1.000156
-0.113460,0.132004,0.999180
-0.111508,0.132492,0.996984
-0.109556,0.135176,0.998936
-0.106872,0.137616,0.999424
-0.104432,0.136884,0.999424
-0.102480,0.139324,0.997716
-0.103456,0.137616,1.000156
-0.097600,0.138104,0.999912
-0.097844,0.140056,0.998448
-0.097112,0.138592,0.995520
-0.099064,0.138348,0.999180
-0.099796,0.136640,0.999912
-0.100528,0.138836,1.001132
-0.103700,0.137616,1.001620
-0.100772,0.141032,1.001376
-0.102968,0.142740,1.007476
-0.102236,0.143716,1.009916
-0.098820,0.145912,1.010404
-0.095404,0.145424,1.014308
-0.093696,0.147132,1.012844
-0.089548,0.147620,1.015284
-0.083448,0.149328,1.023092
-0.085156,0.150792,1.031632
-0.076860,0.157136,1.028216
-0.073444,0.162504,1.050176
-0.073932,0.170556,1.056276
-0.069784,0.179340,1.062620
-0.076128,0.187392,1.087264
-0.093940,0.213256,1.096048
-0.105896,0.230092,1.098000
-0.127368,0.240828,1.107516
-0.143472,0.247660,1.113616
-0.162260,0.252296,1.128256
-0.183000,0.257420,1.145092
-0.202520,0.262300,1.158756
-0.220576,0.272304,1.176324
-0.239120,0.286212,1.190476
-0.258640,0.296948,1.199016
-0.277184,0.304268,1.203652
-0.293776,0.307928,1.198772
-0.326716,0.296704,1.193160
-0.483852,0.236924,1.177056
-0.265228,0.314516,1.181936
-0.152256,0.316956,1.149240
-0.128100,0.294752,1.122156
-0.170800,0.271084,1.086776
-0.239852,0.254248,1.047736
-0.214964,0.244732,1.032608
-0.191784,0.237168,1.015528
-0.169092,0.224968,1.000644
-0.144936,0.204716,0.975756
-0.124928,0.184464,0.949648
-0.110532,0.164700,0.926468
-0.098088,0.153720,0.907924
-0.090768,0.146644,0.888404
-0.083692,0.140544,0.869372
-0.083448,0.135664,0.855220
-0.087352,0.129808,0.846436
-0.095892,0.125660,0.840336
-0.108580,0.118828,0.843752
-0.126636,0.111996,0.848388
-0.147376,0.107360,0.872300
-0.154208,0.110044,0.904264
-0.166408,0.139568,0.913536
-0.178120,0.141764,0.929152
-0.191052,0.149816,0.948184
-0.204960,0.160064,0.964288
-0.221064,0.169824,0.972584
-0.238388,0.182024,0.989176
-0.251564,0.192760,1.000644
-0.261324,0.199348,1.006256
-0.276208,0.201056,1.012600
-0.292556,0.204472,1.024556
-0.313052,0.213988,1.035292
-0.319640,0.216916,1.046760
-0.328668,0.213256,1.054568
-0.333060,0.209108,1.056276
-0.335988,0.205936,1.054568
-0.341844,0.200568,1.058716
-0.340624,0.197152,1.045296
-0.340136,0.192028,1.042856
-0.340380,0.188612,1.030168
-0.337208,0.185928,1.015772
-0.335988,0.177388,1.000888
-0.366244,0.097600,0.975512
-0.349164,0.153964,0.977220
-0.239852,0.254004,0.989176
-0.209352,0.225456,0.964776
-0.237900,0.175924,0.919880
-0.218136,0.150792,0.905484
-0.206424,0.156648,0.901824
-0.195200,0.163236,0.894992
-0.185196,0.164700,0.885476
-0.176900,0.165676,0.870348
-0.175192,0.163480,0.866444
-0.172996,0.158600,0.864248
-0.172264,0.156892,0.866200
-0.176168,0.152500,0.872300
-0.178608,0.148352,0.884256
-0.177632,0.146644,0.891576
-0.184220,0.144448,0.896212
-0.188856,0.146400,0.912560
-0.190320,0.147620,0.929152
-0.197152,0.156892,0.933788
-0.198128,0.159576,0.937692
-0.197640,0.159332,0.941108
-0.197640,0.161528,0.938668
-0.198128,0.162992,0.970876
-0.199348,0.164212,0.968192
-0.198860,0.166652,0.967460
-0.203008,0.168604,0.970876
-0.202032,0.171044,0.973560
-0.203740,0.166164,0.973316
-0.203496,0.162016,0.971364
-0.203496,0.153964,0.970632
-0.200324,0.145180,0.962092
-0.201300,0.131516,0.956236
-0.203008,0.129808,0.953064
-0.208864,0.122732,0.958188
-0.190564,0.121268,0.932324
-0.201544,0.117608,0.941352
-0.195444,0.124196,0.947940
-0.201300,0.122244,0.939400
-0.192760,0.127612,0.928908
-0.193980,0.127368,0.938424
-0.192272,0.130052,0.922076
-0.189832,0.132492,0.922808
-0.186904,0.134688,0.921832
-0.181048,0.138836,0.916708
-0.181292,0.140056,0.914268
-0.175436,0.147376,0.922076
-0.173484,0.150304,0.923296
-0.170556,0.151524,0.929152
-0.169092,0.150792,0.932080
-0.167140,0.151280,0.934276
-0.166408,0.149328,0.938912
-0.165432,0.144448,0.943304
-0.167872,0.142984,0.946720
-0.164212,0.142984,0.946476
-0.163480,0.142252,0.955260
-0.162260,0.141520,0.956480
-0.161528,0.141520,0.960872
-0.159576,0.141520,0.965264
-0.163236,0.143472,0.970388
-0.154452,0.146644,0.955992
-0.170068,0.148108,0.979660
-0.167384,0.149816,0.957944
-0.167628,0.151768,0.965996
-0.162016,0.153232,0.967460
-0.162504,0.159332,0.963312
-0.158600,0.163236,0.967704
-0.151768,0.168360,0.965020
-0.151036,0.168116,0.970388
-0.146644,0.168360,0.965020
-0.139812,0.168360,0.967704
-0.135420,0.168604,0.964044
-0.129564,0.169580,0.961360
-0.122976,0.170068,0.959652
-0.118584,0.167872,0.951600
-0.116388,0.161284,0.949404
-0.106140,0.157136,0.944768
-0.104676,0.152256,0.946232
-0.096624,0.153232,0.940620
-0.092476,0.153476,0.943060
-0.092720,0.152256,0.941352
-0.085400,0.152012,0.940620
-0.079056,0.153476,0.944280
-0.073444,0.154208,0.941352
-0.071248,0.153232,0.939156
-0.068320,0.150304,0.939644
-0.069540,0.152500,0.947208
-0.068076,0.150792,0.945988
-0.066368,0.148840,0.945256
-0.070760,0.148108,0.952332
-0.068808,0.145424,0.954772
-0.069296,0.145424,0.962336
-0.070760,0.142008,0.965508
-0.064660,0.131272,0.975268
0.023180,0.044164,0.958676
0.006344,0.104432,0.966484
-0.165432,0.192760,0.992592
-0.126880,0.140300,0.994788
-0.089548,0.104188,0.996252
-0.110532,0.138592,1.001132
-0.146888,0.155428,1.009916
-0.105164,0.110776,1.004792
-0.095404,0.111752,1.002352
-0.095892,0.129808,1.003084
-0.100040,0.145912,1.002352
-0.102480,0.155428,1.008940
-0.100528,0.157624,1.003328
-0.102480,0.152988,1.007476
-0.098332,0.145180,1.003572
-0.095160,0.139080,1.008452
-0.091500,0.133712,1.006256
-0.086864,0.128588,1.008696
-0.081984,0.129564,1.002840
-0.083204,0.134444,1.014308
-0.081740,0.136152,1.011136
-0.083692,0.133468,1.023336
-0.087596,0.132736,1.022360
-0.090524,0.132248,1.029924
-0.101992,0.131272,1.028704
-0.106384,0.132492,1.030656
-0.116632,0.137616,1.033584
-0.123708,0.141520,1.028216
-0.128588,0.148840,1.036024
-0.132248,0.159088,1.040660
-0.135908,0.166896,1.040172
-0.148596,0.184708,1.036268
-0.152256,0.193492,1.031632
-0.156160,0.198372,1.033340
-0.160064,0.207644,1.033584
-0.163724,0.212524,1.043588
-0.170312,0.223748,1.029192
-0.175680,0.229360,1.042124
-0.185196,0.238144,1.052616
-0.201300,0.252540,1.049688
-0.220088,0.268400,1.070672
-0.232776,0.289140,1.085800
-0.247416,0.312320,1.093364
-0.271328,0.318420,1.109956
-0.286212,0.335500,1.119228
-0.310124,0.337452,1.099464
-0.337208,0.415532,1.116056
-0.367952,0.380884,1.116788
-0.239608,0.317444,1.108736
-0.214476,0.310856,1.084580
-0.240584,0.394548,1.088972
-0.217892,0.341600,1.077504
-0.218624,0.285968,1.049688
-0.211060,0.297924,1.035292
-0.193980,0.306708,1.041392
-0.184952,0.278404,1.048468
-0.211792,0.254248,1.031144
-0.232776,0.275232,1.031876
-0.218380,0.276452,1.033096
-0.193736,0.265716,1.040172
-0.188612,0.262300,1.041392
-0.188124,0.262788,1.037000
-0.187148,0.257664,1.026752
-0.162260,0.275720,0.988688
-0.150060,0.274256,0.963068
-0.166896,0.273768,0.962824
-0.182756,0.273280,0.958676
-0.194956,0.272060,0.961360
-0.207156,0.259616,0.949160
-0.219600,0.250832,0.937692
-0.223260,0.241316,0.951356
-0.224724,0.236192,0.948428
-0.213012,0.232288,0.956968
-0.203496,0.233996,0.952576
-0.210816,0.241072,0.946720
-0.211548,0.246684,0.933544
-0.223504,0.258640,0.927688
-0.226188,0.260836,0.916708
-0.213500,0.262056,0.902556
-0.182268,0.263276,0.899140
-0.177632,0.264496,0.890600
-0.177876,0.272792,0.891820
-0.180316,0.279624,0.891332
-0.184708,0.285236,0.884744
-0.174216,0.281576,0.877668
-0.174704,0.284260,0.881572
-0.177632,0.286212,0.887184
-0.181536,0.286944,0.886696
-0.183000,0.289628,0.889380
-0.187148,0.289872,0.894504
-0.188612,0.287432,0.897920
-0.187880,0.289628,0.903044
-0.188856,0.283284,0.902312
-0.174948,0.271816,0.903532
-0.166164,0.266692,0.906216
-0.156892,0.265716,0.904996
-0.163968,0.268644,0.901580
-0.174216,0.271816,0.902556
-0.180316,0.272060,0.905240
-0.171044,0.267912,0.903044
-0.155428,0.261080,0.902068
-0.149572,0.249368,0.899872
-0.150060,0.237900,0.896944
-0.166164,0.234972,0.899872
-0.179584,0.236680,0.903532
-0.184220,0.233996,0.905484
-0.177144,0.229848,0.906460
-0.155184,0.224968,0.903776
-0.130784,0.219600,0.903532
-0.141520,0.219356,0.902800
-0.142252,0.222528,0.901092
-0.151036,0.226188,0.903532
-0.160552,0.227408,0.904996
-0.177144,0.228140,0.907436
-0.193004,0.222772,0.907436
-0.189100,0.224236,0.916220
-0.167140,0.231556,0.914268
-0.150304,0.236436,0.918172
-0.150792,0.238632,0.921100
-0.161284,0.240340,0.927200
-0.171044,0.241804,0.934032
-0.185928,0.240096,0.938912
-0.186904,0.242536,0.940376
-0.189588,0.244244,0.948428
-0.193248,0.244976,0.949404
-0.197152,0.247416,0.956480
-0.198616,0.248148,0.955992
-0.207644,0.253028,0.954040
-0.216184,0.252784,0.951356
-0.223260,0.256688,0.941596
-0.219600,0.262788,0.949160
-0.204228,0.266692,0.950868
-0.194224,0.267912,0.947940
-0.197884,0.269376,0.939644
-0.215208,0.269864,0.936472
-0.218868,0.273036,0.936716
-0.211060,0.278160,0.936228
-0.207888,0.282064,0.932324
-0.207888,0.283040,0.937448
-0.217648,0.280600,0.934276
-0.226188,0.278892,0.932568
-0.225456,0.273280,0.931348
-0.220332,0.273036,0.929396
-0.208376,0.273280,0.939156
-0.204228,0.275476,0.940864
-0.207156,0.274500,0.943792
-0.220820,0.274500,0.945744
-0.233020,0.272060,0.946476
-0.235948,0.269132,0.951844
-0.229116,0.273524,0.960872
-0.222040,0.277672,0.966972
-0.222528,0.271328,0.952332
-0.224236,0.272304,0.964288
-0.222528,0.278160,0.969900
-0.219356,0.281088,0.969900
-0.220576,0.283040,0.964288
-0.221552,0.284016,0.965020
-0.216428,0.288408,0.967704
-0.210572,0.292312,0.959896
-0.210572,0.294508,0.956480
-0.213012,0.294996,0.954528
-0.214232,0.296460,0.946964
-0.212036,0.295972,0.945256
-0.209840,0.293776,0.938912
-0.212036,0.289872,0.938180
-0.211548,0.289384,0.933056
-0.209840,0.288896,0.927688
-0.208620,0.290116,0.929152
-0.208620,0.290848,0.932812
-0.201544,0.291824,0.932812
-0.200324,0.289384,0.932324
-0.200080,0.288408,0.929884
-0.197396,0.289872,0.938180
-0.201300,0.282308,0.915244
-0.199592,0.283528,0.925736
-0.199836,0.286212,0.918904
-0.198860,0.288408,0.918660
-0.199104,0.291580,0.918904
-0.188612,0.295484,0.920368
-0.190320,0.296216,0.925248
-0.185196,0.297924,0.926224
-0.180316,0.299632,0.936716
-0.181780,0.298656,0.944768
-0.180804,0.301828,0.950136
-0.183732,0.304268,0.945256
-0.189344,0.307928,0.950136
-0.193980,0.312320,0.946964
-0.199348,0.314760,0.945256
-0.206180,0.310856,0.949648
-0.211792,0.305488,0.953064
-0.212036,0.302804,0.952576
-0.214476,0.298412,0.952576
-0.212768,0.295484,0.954040
-0.211792,0.294264,0.961604
-0.206424,0.295728,0.958676
-0.200324,0.299876,0.962092
-0.194468,0.305000,0.964776
-0.188368,0.311344,0.962824
-0.184952,0.314028,0.961848
-0.177144,0.318908,0.952820
-0.172508,0.322080,0.937936
-0.167384,0.329400,0.927932
-0.163968,0.328912,0.921344
-0.161528,0.331840,0.920856
-0.160796,0.332816,0.920124
-0.160796,0.331840,0.910852
-0.165188,0.328668,0.915000
-0.169092,0.322324,0.917440
-0.175192,0.317932,0.921344
-0.180072,0.317932,0.920612
-0.186416,0.319152,0.932568
-0.191540,0.321836,0.937692
-0.195444,0.326960,0.946232
-0.197640,0.328912,0.947696
-0.195932,0.330864,0.946232
-0.197396,0.333792,0.947696
-0.195932,0.335500,0.949648
-0.200080,0.343064,0.940620
-0.202032,0.348676,0.940376
-0.203008,0.350628,0.938424
-0.202276,0.351604,0.938424
-0.203252,0.356728,0.939644
-0.200080,0.355020,0.943792
-0.195200,0.356728,0.944280
-0.195688,0.357948,0.942328
-0.189832,0.354532,0.939888
-0.181292,0.353556,0.937204
-0.176168,0.353312,0.941352
-0.170556,0.354288,0.932324
-0.164700,0.355752,0.925492
-0.157868,0.357704,0.914756
-0.133712,0.361120,0.913048
-0.089792,0.370392,0.907192
-0.113948,0.365268,0.910120
-0.183000,0.357948,0.907680
-0.218136,0.357948,0.908656
-0.178852,0.353556,0.913536
-0.163724,0.347700,0.924272
-0.172996,0.348676,0.935252
-0.202764,0.355508,0.939644
-0.222040,0.363316,0.952332
-0.229360,0.366976,0.958188
-0.213744,0.366732,0.960628
-0.191784,0.367464,0.964288
-0.198372,0.368440,0.957212
-0.198860,0.372832,0.953064
-0.200080,0.375272,0.946964
-0.199592,0.381372,0.941840
-0.200324,0.388936,0.941108
-0.195932,0.389424,0.934520
-0.194712,0.388204,0.938668
-0.190320,0.385520,0.938180
-0.181536,0.376980,0.937692
-0.174948,0.376980,0.942328
-0.170312,0.372588,0.948672
-0.167140,0.371368,0.946476
-0.169336,0.368196,0.941596
-0.164700,0.359412,0.935252
-0.164212,0.352824,0.940620
-0.165676,0.344284,0.939888
-0.165920,0.343308,0.940376
-0.166164,0.343552,0.945256
-0.167140,0.347944,0.948672
-0.171288,0.346968,0.958676
-0.175436,0.345016,0.958676
-0.182512,0.342820,0.962580
-0.184220,0.344528,0.963068
-0.191784,0.349408,0.965508
-0.195932,0.351848,0.956968
-0.204228,0.357704,0.955748
-0.206912,0.355996,0.959164
-0.208376,0.350628,0.959164
-0.206912,0.351604,0.961848
-0.209108,0.354288,0.967460
-0.205448,0.356240,0.971364
-0.206424,0.355996,0.969412
-0.206180,0.358192,0.967704
-0.203496,0.353068,0.970144
-0.199836,0.348188,0.961116
-0.196908,0.341356,0.960384
-0.193980,0.334768,0.954528
-0.190808,0.333060,0.957944
-0.187880,0.329400,0.952576
-0.185196,0.326960,0.947696
-0.187880,0.320860,0.952820
-0.184708,0.313052,0.953308
-0.183000,0.308172,0.945744
-0.183488,0.307440,0.948428
-0.186416,0.305488,0.950136
-0.182512,0.304512,0.950868
-0.187392,0.300364,0.946964
-0.187636,0.293288,0.941108
-0.186904,0.286944,0.943548
-0.190320,0.282552,0.941840
-0.191784,0.277184,0.946720
-0.193980,0.275720,0.951844
-0.198128,0.274744,0.953064
-0.213012,0.273280,0.955016
-0.278160,0.264984,0.960628
-0.304024,0.258152,0.960384
-0.223016,0.264740,0.972340
-0.136152,0.280600,0.966484
-0.156160,0.284748,0.964532
-0.183000,0.286212,0.959164
-0.192028,0.290360,0.957212
-0.199592,0.291824,0.945744
-0.210328,0.287920,0.949892
-0.203496,0.276452,0.948672
-0.202032,0.260836,0.949892
-0.199348,0.246928,0.948428
-0.196420,0.242292,0.949160
-0.196664,0.237656,0.946964
-0.190808,0.236924,0.943548
-0.193004,0.229848,0.943060
-0.186172,0.223260,0.936960
-0.183488,0.212524,0.876204
-0.170068,0.202032,0.934520
-0.163968,0.191784,0.929884
-0.155184,0.190564,0.936960
-0.153720,0.196176,0.933300
-0.146888,0.198860,0.930616
-0.146156,0.198860,0.940864
-0.145668,0.200568,0.937448
-0.144692,0.202032,0.938668
-0.149816,0.202764,0.945012
-0.151524,0.204228,0.949648
-0.156892,0.200080,0.950380
-0.163236,0.195444,0.951844
-0.172752,0.192516,0.953064
-0.176656,0.190808,0.955260
-0.180316,0.188368,0.958676
-0.178120,0.191540,0.965508
-0.178120,0.194712,0.970144
-0.177144,0.196176,0.969412
-0.173972,0.195932,0.971120
-0.167872,0.191052,0.958676
-0.168848,0.186660,0.959652
-0.158112,0.191540,0.952576
-0.162016,0.185928,0.949404
-0.152012,0.191296,0.950136
-0.160552,0.183976,0.938424
-0.150792,0.180316,0.928908
-0.152744,0.167628,0.941108
-0.153476,0.165676,0.933300
-0.151280,0.163480,0.945744
-0.150548,0.159820,0.948184
-0.146400,0.160308,0.951600
-0.152500,0.157624,0.953552
-0.145180,0.156892,0.957700
-0.144448,0.157624,0.960872
-0.141276,0.155672,0.955016
-0.137372,0.153720,0.960628
-0.131760,0.151280,0.956968
-0.129076,0.152500,0.959896
-0.125660,0.156404,0.966484
-0.124928,0.158112,0.963312
-0.121512,0.158600,0.965996
-0.121024,0.157136,0.966240
-0.119560,0.153964,0.962824
-0.122488,0.149328,0.963556
-0.122976,0.146156,0.965996
-0.126148,0.140788,0.971120
-0.121268,0.135664,0.967216
-0.009760,-0.021716,0.955504
-0.011712,0.128588,0.949648
-0.135420,0.216184,0.999912
-0.171044,0.149084,0.941352
-0.128832,0.107360,0.948184
-0.102724,0.130296,0.961604
-0.122488,0.131272,0.951844
-0.129320,0.126880,0.955260
-0.127124,0.127612,0.945256
-0.119804,0.133468,0.951600
-0.114192,0.132980,0.955504
-0.113216,0.133224,0.955260
-0.110532,0.135420,0.943304
-0.084424,0.141032,0.940376
-0.073688,0.142984,0.930860
-0.079056,0.143472,0.925248
-0.079788,0.146400,0.929396
-0.082960,0.143472,0.928908
-0.082472,0.139080,0.929152
-0.084668,0.139812,0.924272
-0.085644,0.138836,0.927200
-0.081740,0.138348,0.946476
-0.082472,0.139080,0.946964
-0.084424,0.143228,0.949892
-0.084912,0.143472,0.951600
-0.087352,0.142984,0.954772
-0.088816,0.141764,0.950380
-0.095160,0.139324,0.946720
-0.100772,0.135420,0.944524
-0.104676,0.136640,0.945988
-0.110044,0.132980,0.940620
-0.111020,0.134688,0.938180
-0.117608,0.131516,0.943548
-0.121024,0.129808,0.949892
-0.127856,0.127612,0.958432
-0.135176,0.125416,0.955504
-0.139812,0.129076,0.955748
-0.149328,0.133468,0.963800
-0.169092,0.140300,0.967704
-0.194956,0.152256,0.971608
-0.190564,0.161040,0.977220
-0.163480,0.164456,0.979904
-0.147864,0.165432,0.986248
-0.146400,0.170068,0.986492
-0.159820,0.176656,0.986980
-0.169336,0.176900,0.987712
-0.150060,0.160796,0.984052
-0.124440,0.151280,0.985760
-0.119072,0.149328,0.992104
-0.130296,0.145424,0.995520
-0.135908,0.135664,1.001132
-0.143960,0.133468,1.024556
-0.153964,0.151524,1.052616
-0.144936,0.167140,1.085556
-0.151036,0.167140,1.124108
-0.173240,0.173240,1.148752
-0.232044,0.192028,1.159000
-0.338184,0.217404,1.164856
-0.379176,0.228140,1.191940
-0.367220,0.226676,1.213412
-0.333548,0.238388,1.207556
-0.299876,0.250344,1.222928
-0.288896,0.252540,1.206824
-0.306464,0.247660,1.177056
-0.311100,0.238388,1.152900
-0.461648,0.227652,1.073112
-0.430416,0.183976,1.104832
-0.315248,0.166896,1.100684
-0.166408,0.144448,1.078724
-0.234972,0.164700,1.030168
-0.376980,0.193980,1.025288
-0.448228,0.187148,1.046028
-0.431636,0.166652,1.035292
-0.383080,0.163236,1.002596
-0.330864,0.143716,0.985760
-0.309148,0.141520,0.979416
-0.315492,0.145668,0.971364
-0.339160,0.163724,0.961360
-0.354776,0.189588,0.949892
-0.344772,0.199348,0.939400
-0.331596,0.191540,0.958920
-0.357216,0.228140,0.976976
-0.378444,0.203496,0.990640
-0.409676,0.207156,0.995032
-0.438468,0.208864,1.013576
-0.470920,0.229360,1.030900
-0.488000,0.251320,1.030656
-0.487024,0.271328,1.038708
-0.485316,0.275964,1.023824
-0.488244,0.270352,1.034316
-0.476288,0.275964,1.042612
-0.441152,0.280112,1.045784
-0.424804,0.278404,1.039928
-0.414800,0.283528,1.024312
-0.406748,0.280356,1.013332
-0.425048,0.279136,1.001132
-0.437492,0.288652,0.995764
-0.415288,0.291824,0.986736
-0.396256,0.284504,0.971364
-0.376248,0.275964,0.952820
-0.362340,0.268400,0.936228
-0.350628,0.263764,0.914756
-0.341112,0.262544,0.905240
-0.335012,0.261812,0.892796
-0.326472,0.260592,0.886452
-0.324520,0.258640,0.820572
-0.318908,0.246196,0.865956
-0.313296,0.235216,0.864980
-0.313540,0.226920,0.867420
-0.316224,0.219600,0.867176
-0.319152,0.216916,0.868152
-0.334768,0.211548,0.869372
-0.338916,0.208376,0.871812
-0.344528,0.203496,0.879376
-0.353312,0.201788,0.891332
-0.358680,0.200812,0.903044
-0.375516,0.203496,0.910364
-0.398940,0.207400,0.915000
-0.425048,0.222284,0.931592
-0.438712,0.237656,0.938912
-0.427976,0.247416,0.948672
-0.410896,0.249856,0.952332
-0.389912,0.250344,0.945256
-0.383568,0.254736,0.942816
-0.369172,0.254004,0.933788
-0.353556,0.257664,0.926956
-0.342576,0.258396,0.915732
-0.332328,0.256932,0.913780
-0.329400,0.256200,0.910364
-0.324764,0.254248,0.910364
-0.347700,0.256444,0.907924
-0.338184,0.248636,0.909632
-0.335012,0.236436,0.907680
-0.323788,0.225944,0.900604
-0.321836,0.216672,0.897432
-0.315736,0.212280,0.891332
-0.314272,0.212524,0.886452
-0.308660,0.214476,0.878644
-0.304268,0.219356,0.881084
-0.301096,0.220332,0.878888
-0.302072,0.216916,0.884988
-0.300120,0.215696,0.882792
-0.297680,0.214720,0.885964
-0.295728,0.213256,0.887916
-0.290848,0.215696,0.891820
-0.286944,0.218380,0.897920
-0.282552,0.219356,0.904508
-0.275964,0.215452,0.908412
-0.268400,0.206912,0.909144
-0.265228,0.197152,0.915976
-0.257664,0.182512,0.913780
-0.249124,0.172020,0.925248
-0.241804,0.168848,0.934520
-0.228628,0.169580,0.948916
-0.222772,0.165432,0.955504
-0.224480,0.161772,0.956724
-0.225456,0.158112,0.958676
-0.225212,0.158356,0.962336
-0.225700,0.154452,0.964288
-0.229116,0.153964,0.969168
-0.227896,0.156648,0.957700
-0.229848,0.157868,0.964288
-0.226432,0.156892,0.966972
-0.229848,0.154696,0.972340
-0.213744,0.154208,0.956480
-0.215452,0.153476,0.961116
-0.211548,0.150304,0.971852
-0.197396,0.150548,0.960384
-0.189100,0.146644,0.965996
-0.184220,0.146888,0.962092
-0.175680,0.147376,0.964532
-0.170556,0.145424,0.967948
-0.165920,0.143716,0.971852
-0.161772,0.134932,0.962336
-0.160552,0.126392,0.974048
-0.160064,0.118828,0.969168
-0.159820,0.114924,0.975024
-0.157380,0.111996,0.973560
-0.157868,0.109312,0.975268
-0.155916,0.104920,0.976976
-0.157868,0.099308,0.980148
-0.158112,0.094184,0.986980
-0.161528,0.091500,0.985272
-0.167628,0.082716,0.990396
-0.170556,0.078812,0.991372
-0.164700,0.074664,0.994056
-0.167628,0.068808,1.000400
-0.165920,0.063684,0.999668
-0.165432,0.061976,1.001132
-0.161284,0.063196,0.999912
-0.161528,0.064660,1.006012
-0.160308,0.066612,1.010892
-0.157624,0.071248,1.012356
-0.161528,0.072956,1.011380
-0.158600,0.076372,1.014064
-0.156892,0.080764,1.010892
-0.154940,0.082960,1.017236
-0.152256,0.084180,1.013576
-0.147132,0.089304,1.012600
-0.142008,0.090036,1.009184
-0.140056,0.090280,1.005036
-0.134932,0.085644,1.002108
-0.134200,0.083692,1.000400
-0.129564,0.076616,1.000156
-0.120048,0.073688,0.997716
-0.129320,0.067588,1.001132
-0.117852,0.060512,0.998448
-0.116632,0.049532,0.998936
-0.109800,0.045628,0.997960
-0.111996,0.044896,1.000644
-0.110532,0.044408,0.994300
-0.107604,0.047092,1.000888
-0.103700,0.053436,1.000156
-0.106872,0.054412,1.000644
-0.102236,0.057340,1.001132
-0.098820,0.060756,1.001620
-0.096136,0.069296,1.000644
-0.101260,0.074664,1.003084
-0.100528,0.082716,1.009428
-0.101016,0.088328,1.010892
-0.102968,0.097356,1.007232
-0.103212,0.106628,1.009428
-0.103700,0.113948,1.014796
-0.102480,0.123464,1.014308
-0.103700,0.128832,1.009916
-0.102968,0.133712,1.004792
-0.102480,0.132492,1.007232
-0.097112,0.142740,1.006012
-0.095892,0.148108,1.005524
-0.097356,0.150792,1.007232
-0.100284,0.144692,1.003572
-0.100284,0.140300,1.012356
-0.101992,0.135176,1.009184
-0.101504,0.134688,1.006744
-0.098088,0.136884,1.009916
-0.104188,0.139812,1.011380
-0.091012,0.146156,1.016016
-0.088816,0.155672,1.021628
-0.093208,0.157380,1.024068
-0.100528,0.162992,1.015528
-0.104920,0.169092,1.016016
-0.100528,0.174216,1.018456
-0.065636,0.181780,1.016504
0.030500,0.199348,1.015772
-0.157380,0.191052,1.017236
-0.223748,0.187880,1.001132
-0.197396,0.182756,1.008452
-0.122976,0.191296,1.010892
-0.063684,0.199104,1.011380
-0.055144,0.200568,1.005768
-0.086376,0.190076,1.005768
-0.112972,0.185928,0.995276
-0.111752,0.188368,0.999912
-0.100772,0.191784,1.004304
-0.102480,0.183732,0.998692
-0.111752,0.180560,1.000156
-0.122488,0.173972,1.007232
-0.131272,0.174460,1.019432
-0.122000,0.177876,1.029192
-0.103456,0.184708,1.048712
-0.110288,0.193004,1.058960
-0.127368,0.210084,1.068720
-0.139324,0.222284,1.085800
-0.154696,0.232288,1.093608
-0.165188,0.240828,1.100684
-0.174460,0.247172,1.103368
-0.187636,0.249856,1.104588
-0.202276,0.253272,1.101416
-0.211060,0.250588,1.103124
-0.219356,0.242292,1.108492
-0.223016,0.233020,1.095316
-0.225212,0.228628,1.086532
-0.221064,0.223504,1.084824
-0.206424,0.223016,1.051640
-0.171288,0.214964,1.024556
-0.147376,0.197640,1.010892
-0.126636,0.190320,0.989176
-0.095648,0.179096,0.965508
-0.058560,0.196908,0.938668
0.098576,0.410164,0.942816
0.058072,0.103212,0.869616
-0.030256,0.085888,0.851804
-0.055388,0.175680,0.839116
-0.024400,0.165920,0.836920
-0.007076,0.151768,0.839360
-0.011956,0.162504,0.834480
-0.026108,0.173728,0.833748
-0.040748,0.189344,0.830332
-0.010492,0.175436,0.857904
-0.039284,0.192272,0.868396
-0.065880,0.192272,0.887916
-0.128100,0.185196,0.880352
-0.206424,0.186904,0.894748
-0.235460,0.213988,0.906948
-0.218136,0.247416,0.894504
-0.185684,0.266448,0.915976
-0.181048,0.264496,0.935740
-0.168848,0.283772,0.940864
-0.152500,0.292312,0.940376
-0.150792,0.292312,0.946720
-0.169336,0.280356,0.945988
-0.202520,0.241560,0.946232
-0.191784,0.239608,0.949892
-0.172020,0.240828,0.948916
-0.155184,0.240096,0.950868
-0.142740,0.239120,0.943792
-0.132492,0.237412,0.935984
-0.124196,0.235704,0.924760
-0.115412,0.233752,0.911584
-0.110288,0.224968,0.901824
-0.100040,0.215696,0.890356
-0.093940,0.208620,0.881816
-0.084912,0.203740,0.870836
-0.074176,0.198860,0.863272
-0.065148,0.199104,0.867664
-0.059536,0.200324,0.856928
-0.048800,0.203008,0.860100
