Initialize correctly IMU!
Step Detector Configured. Starting...
ax,ay,az,state,step_detected
Measured Frequency: 0 Hz
-0.001464,-0.032940,1.000888,LOOKING_FOR_SECOND_MAX,0
-0.019032,-0.040504,0.991616,LOOKING_FOR_SECOND_MAX,0
-0.036112,-0.047336,0.980636,LOOKING_FOR_SECOND_MAX,0
-0.050020,-0.061488,0.994788,LOOKING_FOR_SECOND_MAX,0
-0.050020,-0.066612,0.999912,LOOKING_FOR_SECOND_MAX,0
-0.039772,-0.068564,0.994300,LOOKING_FOR_SECOND_MAX,0
-0.032452,-0.066368,0.978684,LOOKING_FOR_SECOND_MAX,0
-0.023668,-0.058804,0.961116,LOOKING_FOR_SECOND_MAX,0
-0.010248,-0.049044,0.954284,LOOKING_FOR_SECOND_MAX,0
0.004392,-0.022204,0.949648,LOOKING_FOR_SECOND_MAX,0
0.046604,-0.004392,0.951356,LOOKING_FOR_SECOND_MAX,0
0.063684,0.008052,0.953308,LOOKING_FOR_SECOND_MAX,0
0.077348,0.014884,0.954040,LOOKING_FOR_SECOND_MAX,0
0.088328,0.021228,0.954772,LOOKING_FOR_SECOND_MAX,0
0.098820,0.025376,0.952820,LOOKING_FOR_SECOND_MAX,0
0.107848,0.029768,0.940620,LOOKING_FOR_SECOND_MAX,0
0.114924,0.040992,0.923540,LOOKING_FOR_SECOND_MAX,0
0.109800,0.040016,0.904752,LOOKING_FOR_SECOND_MAX,0
0.104920,0.039528,0.892796,LOOKING_FOR_SECOND_MAX,0
0.096868,0.035868,0.886452,LOOKING_FOR_SECOND_MAX,0
0.095892,0.036600,0.884500,LOOKING_FOR_SECOND_MAX,0
0.094428,0.035624,0.882792,LOOKING_FOR_SECOND_MAX,0
0.098088,0.031720,0.873520,LOOKING_FOR_SECOND_MAX,0
0.102724,0.016348,0.861076,LOOKING_FOR_SECOND_MAX,0
0.103212,0.007564,0.865956,LOOKING_FOR_SECOND_MAX,0
0.102968,0.007808,0.877180,LOOKING_FOR_SECOND_MAX,0
0.102236,0.009028,0.894504,LOOKING_FOR_SECOND_MAX,0
0.098332,0.010004,0.906948,LOOKING_FOR_SECOND_MAX,0
0.096136,0.009272,0.910608,LOOKING_FOR_SECOND_MAX,0
0.091256,0.010004,0.902068,LOOKING_FOR_SECOND_MAX,0
0.091012,0.010736,0.887184,LOOKING_FOR_SECOND_MAX,0
0.091500,0.013664,0.858636,LOOKING_FOR_SECOND_MAX,0
0.106140,0.019276,0.858880,LOOKING_FOR_SECOND_MAX,0
0.110532,0.026840,0.863028,LOOKING_FOR_SECOND_MAX,0
0.114192,0.036600,0.867908,LOOKING_FOR_SECOND_MAX,0
0.119316,0.045384,0.870592,LOOKING_FOR_SECOND_MAX,0
0.124684,0.054412,0.875716,LOOKING_FOR_SECOND_MAX,0
0.130296,0.054656,0.879132,LOOKING_FOR_SECOND_MAX,0
0.135176,0.040992,0.890112,LOOKING_FOR_SECOND_MAX,0
0.136640,0.032940,0.895236,LOOKING_FOR_SECOND_MAX,0
0.136396,0.027816,0.903532,LOOKING_FOR_SECOND_MAX,0
0.133712,0.023180,0.914024,LOOKING_FOR_SECOND_MAX,0
0.129564,0.021228,0.921588,LOOKING_FOR_SECOND_MAX,0
0.120536,0.012688,0.929640,LOOKING_FOR_SECOND_MAX,0
0.112728,0.005612,0.932080,LOOKING_FOR_SECOND_MAX,0
0.106384,0.001708,0.947940,LOOKING_FOR_SECOND_MAX,0
0.093452,-0.002196,0.957944,LOOKING_FOR_SECOND_MAX,0
0.084912,-0.002440,0.965020,LOOKING_FOR_SECOND_MAX,0
0.078812,-0.000244,0.971120,LOOKING_FOR_SECOND_MAX,0
Measured Frequency: 207 Hz
0.075640,0.004392,0.969656,LOOKING_FOR_SECOND_MAX,0
0.076616,0.008540,0.964288,LOOKING_FOR_SECOND_MAX,0
0.077348,0.008540,0.958188,LOOKING_FOR_SECOND_MAX,0
0.086864,0.014640,0.953796,LOOKING_FOR_SECOND_MAX,0
0.095648,0.024888,0.958432,LOOKING_FOR_SECOND_MAX,0
0.101748,0.034160,0.966240,LOOKING_FOR_SECOND_MAX,0
0.106384,0.047824,0.976488,LOOKING_FOR_SECOND_MAX,0
0.109800,0.058316,0.981856,LOOKING_FOR_SECOND_MAX,0
0.111752,0.060268,0.989176,LOOKING_FOR_SECOND_MAX,0
0.115900,0.060268,0.997472,LOOKING_FOR_SECOND_MAX,0
0.115168,0.060756,1.025776,LOOKING_FOR_SECOND_MAX,0
0.116388,0.062708,1.032364,LOOKING_FOR_SECOND_MAX,0
0.110776,0.069784,1.042124,LOOKING_FOR_SECOND_MAX,0
0.106384,0.070272,1.046272,LOOKING_FOR_SECOND_MAX,0
0.098332,0.066856,1.049200,LOOKING_FOR_SECOND_MAX,0
0.088328,0.070028,1.048956,LOOKING_FOR_SECOND_MAX,0
0.079056,0.073444,1.046760,LOOKING_FOR_SECOND_MAX,0
0.070272,0.087108,1.053104,LOOKING_FOR_SECOND_MAX,0
0.060024,0.101260,1.059936,LOOKING_FOR_SECOND_MAX,0
0.058804,0.114192,1.071892,LOOKING_FOR_SECOND_MAX,0
0.059048,0.128588,1.089948,LOOKING_FOR_SECOND_MAX,0
0.059292,0.141764,1.103124,LOOKING_FOR_SECOND_MAX,0
0.057828,0.150060,1.111420,LOOKING_FOR_SECOND_MAX,0
0.057096,0.154452,1.119716,LOOKING_FOR_SECOND_MAX,0
0.052704,0.155672,1.133868,LOOKING_FOR_SECOND_MAX,0
0.041480,0.153232,1.129232,LOOKING_FOR_SECOND_MAX,0
0.035380,0.152256,1.118252,LOOKING_FOR_SECOND_MAX,0
0.023180,0.155184,1.105076,LOOKING_FOR_SECOND_MAX,0
0.011956,0.161284,1.085312,LOOKING_FOR_SECOND_MAX,0
0.003416,0.167872,1.069452,LOOKING_FOR_SECOND_MAX,0
0.007564,0.172020,1.050908,LOOKING_FOR_SECOND_MAX,0
0.025864,0.175192,1.034560,LOOKING_FOR_SECOND_MAX,0
0.081496,0.166896,1.024800,LOOKING_FOR_SECOND_MAX,0
0.104188,0.155672,1.059448,LOOKING_FOR_SECOND_MAX,0
0.122244,0.146156,1.126792,LOOKING_FOR_SECOND_MAX,0
0.132980,0.142008,1.197796,LOOKING_FOR_SECOND_MAX,0
0.130784,0.143716,1.255868,LOOKING_FOR_SECOND_MAX,0
0.114192,0.141276,1.294664,LOOKING_FOR_SECOND_MAX,0
0.083692,0.143716,1.306376,LOOKING_FOR_SECOND_MAX,0
0.047336,0.154452,1.301496,LOOKING_FOR_SECOND_MAX,0
-0.024644,0.189588,1.225856,LOOKING_FOR_SECOND_MAX,0
-0.049044,0.206180,1.182668,LOOKING_FOR_SECOND_MAX,0
-0.064904,0.220576,1.162416,LOOKING_FOR_SECOND_MAX,0
-0.077836,0.228140,1.160220,LOOKING_FOR_SECOND_MAX,0
-0.087840,0.235704,1.166808,LOOKING_FOR_SECOND_MAX,0
-0.095160,0.239852,1.178764,LOOKING_FOR_SECOND_MAX,0
-0.100040,0.241072,1.182424,LOOKING_FOR_SECOND_MAX,0
-0.106384,0.210816,1.165100,LOOKING_FOR_SECOND_MAX,0
-0.138104,0.182024,1.139968,LOOKING_FOR_SECOND_MAX,0
-0.151036,0.150792,1.117764,LOOKING_FOR_SECOND_MAX,0
-0.156648,0.127124,1.103856,LOOKING_FOR_SECOND_MAX,0
-0.145668,0.117120,1.099952,LOOKING_FOR_SECOND_MAX,0
-0.119804,0.124440,1.099952,LOOKING_FOR_SECOND_MAX,0
-0.088816,0.139080,1.106296,LOOKING_FOR_SECOND_MAX,0
-0.027328,0.162504,1.120204,LOOKING_FOR_SECOND_MAX,0
-0.004880,0.163968,1.117520,LOOKING_FOR_SECOND_MAX,0
0.008540,0.162016,1.104832,LOOKING_FOR_SECOND_MAX,0
0.017324,0.154208,1.086288,LOOKING_FOR_SECOND_MAX,0
0.018788,0.146400,1.069208,LOOKING_FOR_SECOND_MAX,0
0.013420,0.140544,1.059692,LOOKING_FOR_SECOND_MAX,0
0.003660,0.136396,1.060668,LOOKING_FOR_SECOND_MAX,0
-0.002440,0.130296,1.051152,LOOKING_FOR_SECOND_MAX,0
-0.027816,0.115900,1.037976,LOOKING_FOR_SECOND_MAX,0
-0.044896,0.113704,1.011868,LOOKING_FOR_SECOND_MAX,0
-0.060024,0.106140,0.991372,LOOKING_FOR_SECOND_MAX,0
-0.074664,0.101992,0.966240,LOOKING_FOR_SECOND_MAX,0
-0.084424,0.093452,0.955260,LOOKING_FOR_SECOND_MAX,0
-0.093208,0.082960,0.948916,LOOKING_FOR_SECOND_MAX,0
-0.089548,0.077348,0.941352,LOOKING_FOR_SECOND_MAX,0
-0.084424,0.077348,0.929396,LOOKING_FOR_SECOND_MAX,0
-0.076128,0.079300,0.912072,LOOKING_FOR_SECOND_MAX,0
-0.069296,0.078568,0.901580,LOOKING_FOR_SECOND_MAX,0
-0.058316,0.076128,0.894504,LOOKING_FOR_SECOND_MAX,0
-0.025376,0.074420,0.893040,LOOKING_FOR_SECOND_MAX,0
-0.011956,0.072712,0.890356,LOOKING_FOR_SECOND_MAX,0
-0.005368,0.068808,0.877180,LOOKING_FOR_SECOND_MAX,0
0.000000,0.066856,0.861564,LOOKING_FOR_SECOND_MAX,0
0.002196,0.065636,0.858148,LOOKING_FOR_SECOND_MAX,0
0.009272,0.063684,0.855220,LOOKING_FOR_SECOND_MAX,0
0.015860,0.061732,0.856684,LOOKING_FOR_SECOND_MAX,0
0.021472,0.059292,0.848144,LOOKING_FOR_SECOND_MAX,0
0.025620,0.066856,0.828380,LOOKING_FOR_SECOND_MAX,0
0.035136,0.073444,0.820084,LOOKING_FOR_SECOND_MAX,0
0.037088,0.074420,0.816912,LOOKING_FOR_SECOND_MAX,0
0.042944,0.076860,0.814472,LOOKING_FOR_SECOND_MAX,0
0.048068,0.072468,0.819352,LOOKING_FOR_SECOND_MAX,0
0.055876,0.070272,0.820084,LOOKING_FOR_SECOND_MAX,0
0.062220,0.069052,0.820084,LOOKING_FOR_SECOND_MAX,0
0.063928,0.068320,0.820816,LOOKING_FOR_SECOND_MAX,0
0.067344,0.060756,0.823744,LOOKING_FOR_SECOND_MAX,0
0.074664,0.052216,0.826428,LOOKING_FOR_SECOND_MAX,0
0.082960,0.046116,0.831796,LOOKING_FOR_SECOND_MAX,0
0.091256,0.041236,0.836676,LOOKING_FOR_SECOND_MAX,0
0.094672,0.038552,0.844728,LOOKING_FOR_SECOND_MAX,0
0.092720,0.040992,0.849120,LOOKING_FOR_SECOND_MAX,0
0.092720,0.043432,0.871324,LOOKING_FOR_SECOND_MAX,0
0.084912,0.046604,0.880352,LOOKING_FOR_SECOND_MAX,0
0.081252,0.050508,0.887428,LOOKING_FOR_SECOND_MAX,0
0.075884,0.057828,0.888892,LOOKING_FOR_SECOND_MAX,0
0.069296,0.064904,0.892308,LOOKING_FOR_SECOND_MAX,0
0.060512,0.077104,0.893772,LOOKING_FOR_SECOND_MAX,0
0.059292,0.087108,0.900360,LOOKING_FOR_SECOND_MAX,0
0.065636,0.092964,0.904752,LOOKING_FOR_SECOND_MAX,0
0.084912,0.094916,0.909388,LOOKING_FOR_SECOND_MAX,0
0.088572,0.095160,0.916952,LOOKING_FOR_SECOND_MAX,0
0.086620,0.094916,0.919636,LOOKING_FOR_SECOND_MAX,0
0.082228,0.093452,0.922564,LOOKING_FOR_SECOND_MAX,0
0.081984,0.092476,0.919880,LOOKING_FOR_SECOND_MAX,0
0.083692,0.087108,0.915976,LOOKING_FOR_SECOND_MAX,0
0.082472,0.080032,0.912072,LOOKING_FOR_SECOND_MAX,0
0.085888,0.071736,0.913780,LOOKING_FOR_SECOND_MAX,0
0.094428,0.059536,0.918904,LOOKING_FOR_SECOND_MAX,0
0.097600,0.057096,0.917440,LOOKING_FOR_SECOND_MAX,0
0.100040,0.054412,0.912072,LOOKING_FOR_SECOND_MAX,0
0.104676,0.050996,0.915732,LOOKING_FOR_SECOND_MAX,0
0.106872,0.048312,0.918904,LOOKING_FOR_SECOND_MAX,0
0.109800,0.046848,0.921588,LOOKING_FOR_SECOND_MAX,0
0.111996,0.046604,0.925004,LOOKING_FOR_SECOND_MAX,0
0.113704,0.050508,0.923784,LOOKING_FOR_SECOND_MAX,0
0.108336,0.063928,0.921344,LOOKING_FOR_SECOND_MAX,0
0.105896,0.068320,0.923052,LOOKING_FOR_SECOND_MAX,0
0.106872,0.072468,0.933788,LOOKING_FOR_SECOND_MAX,0
0.110776,0.075640,0.943304,LOOKING_FOR_SECOND_MAX,0
0.115900,0.081496,0.947452,LOOKING_FOR_SECOND_MAX,0
0.116388,0.085156,0.947208,LOOKING_FOR_SECOND_MAX,0
0.114436,0.086620,0.878156,LOOKING_FOR_SECOND_MAX,0
0.104920,0.083936,0.933056,LOOKING_FOR_SECOND_MAX,0
0.100040,0.079788,0.930860,LOOKING_FOR_SECOND_MAX,0
0.098088,0.078080,0.929152,LOOKING_FOR_SECOND_MAX,0
0.099796,0.075396,0.931348,LOOKING_FOR_SECOND_MAX,0
0.100528,0.072468,0.935008,LOOKING_FOR_SECOND_MAX,0
0.107116,0.068808,0.944768,LOOKING_FOR_SECOND_MAX,0
0.114680,0.067344,0.953064,LOOKING_FOR_SECOND_MAX,0
0.115168,0.071248,0.963068,LOOKING_FOR_SECOND_MAX,0
0.110044,0.071248,0.964044,LOOKING_FOR_SECOND_MAX,0
0.105164,0.072712,0.968192,LOOKING_FOR_SECOND_MAX,0
0.104432,0.073688,0.978196,LOOKING_FOR_SECOND_MAX,0
0.101748,0.078080,0.996496,LOOKING_FOR_SECOND_MAX,0
0.099308,0.080520,1.007964,LOOKING_FOR_SECOND_MAX,0
0.096136,0.082228,1.026752,LOOKING_FOR_SECOND_MAX,0
0.093696,0.083692,1.036756,LOOKING_FOR_SECOND_MAX,0
0.096380,0.077348,1.047736,LOOKING_FOR_SECOND_MAX,0
0.093208,0.072224,1.052616,LOOKING_FOR_SECOND_MAX,0
0.088328,0.065636,1.061888,LOOKING_FOR_SECOND_MAX,0
0.076372,0.061732,1.070672,LOOKING_FOR_SECOND_MAX,0
0.063928,0.059536,1.077260,LOOKING_FOR_SECOND_MAX,0
0.055876,0.059780,1.087508,LOOKING_FOR_SECOND_MAX,0
0.051972,0.062220,1.095560,LOOKING_FOR_SECOND_MAX,0
0.050020,0.071736,1.100196,LOOKING_FOR_SECOND_MAX,0
0.053436,0.074908,1.095072,LOOKING_FOR_SECOND_MAX,0
0.056120,0.077104,1.094828,LOOKING_FOR_SECOND_MAX,0
0.055632,0.076372,1.101904,LOOKING_FOR_SECOND_MAX,0
0.051728,0.083692,1.115080,LOOKING_FOR_SECOND_MAX,0
0.037820,0.085156,1.131916,LOOKING_FOR_SECOND_MAX,0
0.027328,0.084424,1.137040,LOOKING_FOR_SECOND_MAX,0
0.023424,0.060024,1.128012,LOOKING_FOR_SECOND_MAX,0
0.035868,0.049776,1.132648,LOOKING_FOR_SECOND_MAX,0
0.045140,0.044896,1.144360,LOOKING_FOR_SECOND_MAX,0
0.053436,0.042456,1.169492,LOOKING_FOR_SECOND_MAX,0
0.062708,0.051972,1.201944,LOOKING_FOR_SECOND_MAX,0
0.066612,0.068808,1.238056,LOOKING_FOR_SECOND_MAX,0
0.060024,0.083692,1.266116,LOOKING_FOR_SECOND_MAX,0
0.054900,0.096136,1.290272,LOOKING_FOR_SECOND_MAX,0
0.038308,0.108824,1.290028,LOOKING_FOR_SECOND_MAX,0
0.029768,0.115656,1.292712,LOOKING_FOR_SECOND_MAX,0
0.018300,0.123952,1.297592,LOOKING_FOR_SECOND_MAX,0
0.003904,0.130784,1.305888,LOOKING_FOR_SECOND_MAX,0
-0.009272,0.132004,1.317112,LOOKING_FOR_SECOND_MAX,0
-0.024644,0.131028,1.330044,LOOKING_FOR_SECOND_MAX,0
-0.043920,0.114924,1.345416,LOOKING_FOR_SECOND_MAX,0
-0.094428,0.111996,1.333948,LOOKING_FOR_SECOND_MAX,0
-0.114680,0.109068,1.308328,LOOKING_FOR_SECOND_MAX,0
-0.130296,0.096380,1.271484,LOOKING_FOR_SECOND_MAX,0
-0.131028,0.078080,1.230004,LOOKING_FOR_SECOND_MAX,0
-0.123708,0.052704,1.192428,LOOKING_FOR_SECOND_MAX,0
-0.111996,0.031964,1.164856,LOOKING_FOR_SECOND_MAX,0
-0.082228,-0.003172,1.114836,LOOKING_FOR_SECOND_MAX,0
-0.067832,-0.008784,1.095072,LOOKING_FOR_SECOND_MAX,0
-0.042456,-0.003172,1.080188,LOOKING_FOR_SECOND_MAX,0
-0.016836,0.004636,1.069696,LOOKING_FOR_SECOND_MAX,0
0.010492,0.015616,1.060668,LOOKING_FOR_SECOND_MAX,0
0.033672,0.020252,1.052128,LOOKING_FOR_SECOND_MAX,0
0.064904,0.016592,1.028704,LOOKING_FOR_SECOND_MAX,0
0.073932,0.009272,1.012356,LOOKING_FOR_SECOND_MAX,0
0.076372,0.002440,0.998204,LOOKING_FOR_SECOND_MAX,0
0.077348,-0.000488,0.985028,LOOKING_FOR_SECOND_MAX,0
0.072712,-0.008296,0.977220,LOOKING_FOR_SECOND_MAX,0
0.072956,-0.013176,0.984296,LOOKING_FOR_SECOND_MAX,0
0.064904,-0.025132,0.998692,LOOKING_FOR_SECOND_MAX,0
0.031476,-0.032208,0.989420,LOOKING_FOR_SECOND_MAX,0
0.009516,-0.041480,0.975024,LOOKING_FOR_SECOND_MAX,0
-0.008540,-0.047580,0.970876,LOOKING_FOR_SECOND_MAX,0
-0.025132,-0.050508,0.965020,LOOKING_FOR_SECOND_MAX,0
-0.041968,-0.053680,0.967460,LOOKING_FOR_SECOND_MAX,0
-0.049288,-0.052948,0.976244,LOOKING_FOR_SECOND_MAX,0
-0.061488,-0.046116,0.974780,LOOKING_FOR_SECOND_MAX,0
-0.065636,-0.040504,0.968924,LOOKING_FOR_SECOND_MAX,0
-0.072956,-0.031720,0.956968,LOOKING_FOR_SECOND_MAX,0
-0.080032,-0.019032,0.946964,LOOKING_FOR_SECOND_MAX,0
-0.082228,-0.000244,0.942084,LOOKING_FOR_SECOND_MAX,0
-0.069784,0.020252,0.926468,LOOKING_FOR_SECOND_MAX,0
-0.050996,0.023912,0.922564,LOOKING_FOR_SECOND_MAX,0
-0.034160,0.024888,0.920368,LOOKING_FOR_SECOND_MAX,0
-0.018300,0.032452,0.916464,LOOKING_FOR_SECOND_MAX,0
-0.002196,0.040016,0.908900,LOOKING_FOR_SECOND_MAX,0
0.006588,0.045628,0.899140,LOOKING_FOR_SECOND_MAX,0
0.021472,0.045872,0.892064,LOOKING_FOR_SECOND_MAX,0
Measured Frequency: 207 Hz
0.044896,0.030988,0.881328,LOOKING_FOR_SECOND_MAX,0
0.055632,0.025864,0.876204,LOOKING_FOR_SECOND_MAX,0
0.061244,0.020252,0.869372,LOOKING_FOR_SECOND_MAX,0
0.065880,0.018056,0.860100,LOOKING_FOR_SECOND_MAX,0
0.069052,0.017080,0.852292,LOOKING_FOR_SECOND_MAX,0
0.071736,0.015860,0.842288,LOOKING_FOR_SECOND_MAX,0
0.072956,0.013664,0.834724,LOOKING_FOR_SECOND_MAX,0
0.076616,0.012444,0.828380,LOOKING_FOR_SECOND_MAX,0
0.083448,0.018788,0.817888,LOOKING_FOR_SECOND_MAX,0
0.090524,0.022692,0.813984,LOOKING_FOR_SECOND_MAX,0
0.094428,0.029280,0.815204,LOOKING_FOR_SECOND_MAX,0
0.092476,0.036600,0.816180,LOOKING_FOR_SECOND_MAX,0
0.085644,0.043432,0.814228,LOOKING_FOR_SECOND_MAX,0
0.080520,0.046360,0.809104,LOOKING_FOR_SECOND_MAX,0
0.078324,0.044652,0.808616,LOOKING_FOR_SECOND_MAX,0
0.077592,0.033428,0.825696,LOOKING_FOR_SECOND_MAX,0
0.084912,0.031232,0.834236,LOOKING_FOR_SECOND_MAX,0
0.088084,0.033428,0.835456,LOOKING_FOR_SECOND_MAX,0
0.092720,0.039528,0.831064,LOOKING_FOR_SECOND_MAX,0
0.091744,0.043676,0.824964,LOOKING_FOR_SECOND_MAX,0
0.089060,0.048556,0.821548,LOOKING_FOR_SECOND_MAX,0
0.086864,0.053436,0.826184,LOOKING_FOR_SECOND_MAX,0
0.088816,0.055144,0.839360,LOOKING_FOR_SECOND_MAX,0
0.090036,0.060512,0.868396,LOOKING_FOR_SECOND_MAX,0
0.090280,0.074420,0.878888,LOOKING_FOR_SECOND_MAX,0
0.089060,0.081008,0.889624,LOOKING_FOR_SECOND_MAX,0
0.089060,0.085644,0.900604,LOOKING_FOR_SECOND_MAX,0
0.086376,0.089304,0.908412,LOOKING_FOR_SECOND_MAX,0
0.082716,0.091012,0.917440,LOOKING_FOR_SECOND_MAX,0
0.080032,0.094916,0.925980,LOOKING_FOR_SECOND_MAX,0
0.075152,0.096624,0.928420,LOOKING_FOR_SECOND_MAX,0
0.070516,0.093696,0.931592,LOOKING_FOR_SECOND_MAX,0
0.074420,0.084668,0.931348,LOOKING_FOR_SECOND_MAX,0
0.076372,0.079300,0.929152,LOOKING_FOR_SECOND_MAX,0
0.080032,0.075640,0.926712,LOOKING_FOR_SECOND_MAX,0
0.081008,0.072712,0.919636,LOOKING_FOR_SECOND_MAX,0
0.084180,0.071004,0.911584,LOOKING_FOR_SECOND_MAX,0
0.084912,0.071248,0.902800,LOOKING_FOR_SECOND_MAX,0
0.090524,0.074176,0.905240,LOOKING_FOR_SECOND_MAX,0
0.102724,0.081740,0.913780,LOOKING_FOR_SECOND_MAX,0
0.112972,0.088816,0.922808,LOOKING_FOR_SECOND_MAX,0
0.126392,0.098332,0.939644,LOOKING_FOR_SECOND_MAX,0
0.142984,0.109312,0.958432,LOOKING_FOR_SECOND_MAX,0
0.153232,0.117608,0.963800,LOOKING_FOR_SECOND_MAX,0
0.152988,0.125416,0.958432,LOOKING_FOR_SECOND_MAX,0
0.153232,0.134444,0.952332,LOOKING_FOR_SECOND_MAX,0
0.150548,0.139324,0.961604,LOOKING_FOR_SECOND_MAX,0
0.152500,0.136884,0.971120,LOOKING_FOR_SECOND_MAX,0
0.152256,0.135176,0.979660,LOOKING_FOR_SECOND_MAX,0
0.145180,0.132980,0.981368,LOOKING_FOR_SECOND_MAX,0
0.128344,0.095648,0.864004,LOOKING_FOR_SECOND_MAX,0
0.123952,0.118828,0.985516,LOOKING_FOR_SECOND_MAX,0
0.112240,0.120292,0.976000,LOOKING_FOR_SECOND_MAX,0
0.104676,0.128344,0.999424,LOOKING_FOR_SECOND_MAX,0
0.104920,0.128588,1.002352,LOOKING_FOR_SECOND_MAX,0
0.099308,0.129320,1.009428,LOOKING_FOR_SECOND_MAX,0
0.100528,0.132004,1.016260,LOOKING_FOR_SECOND_MAX,0
0.098332,0.134444,1.023580,LOOKING_FOR_SECOND_MAX,0
0.101260,0.136152,1.028460,LOOKING_FOR_SECOND_MAX,0
0.098088,0.138592,1.050908,LOOKING_FOR_SECOND_MAX,0
0.096380,0.139324,1.056520,LOOKING_FOR_SECOND_MAX,0
0.095404,0.139080,1.070428,LOOKING_FOR_SECOND_MAX,0
0.092476,0.140544,1.084824,LOOKING_FOR_SECOND_MAX,0
0.090524,0.145424,1.097512,LOOKING_FOR_SECOND_MAX,0
0.080276,0.153720,1.112640,LOOKING_FOR_SECOND_MAX,0
0.070028,0.162016,1.128500,LOOKING_FOR_SECOND_MAX,0
0.060024,0.180560,1.150948,LOOKING_FOR_SECOND_MAX,0
0.055632,0.187392,1.160464,LOOKING_FOR_SECOND_MAX,0
0.058072,0.196664,1.165588,LOOKING_FOR_SECOND_MAX,0
0.056852,0.204960,1.160464,LOOKING_FOR_SECOND_MAX,0
0.054412,0.215940,1.158756,LOOKING_FOR_SECOND_MAX,0
0.050508,0.229116,1.155096,LOOKING_FOR_SECOND_MAX,0
0.051972,0.230580,1.148752,LOOKING_FOR_SECOND_MAX,0
0.055876,0.203984,1.120936,LOOKING_FOR_SECOND_MAX,0
0.058316,0.086864,1.093608,LOOKING_FOR_SECOND_MAX,0
0.084424,0.069540,1.146068,LOOKING_FOR_SECOND_MAX,0
0.096380,0.074176,1.217072,LOOKING_FOR_SECOND_MAX,0
0.102968,0.103944,1.273192,LOOKING_FOR_SECOND_MAX,0
0.103700,0.150548,1.299300,LOOKING_FOR_SECOND_MAX,0
0.112728,0.231312,1.300520,LOOKING_FOR_SECOND_MAX,0
0.104676,0.244976,1.292956,LOOKING_FOR_SECOND_MAX,0
0.049532,0.230580,1.236348,LOOKING_FOR_SECOND_MAX,0
0.002684,0.214476,1.327848,LOOKING_FOR_SECOND_MAX,0
-0.080764,0.207644,1.297592,LOOKING_FOR_SECOND_MAX,0
-0.112484,0.229604,1.239276,LOOKING_FOR_SECOND_MAX,0
-0.109068,0.236924,1.212192,LOOKING_FOR_SECOND_MAX,0
-0.155672,0.228384,1.207556,LOOKING_FOR_SECOND_MAX,0
-0.179584,0.264496,1.241472,LOOKING_FOR_SECOND_MAX,0
-0.194224,0.267180,1.224636,LOOKING_FOR_SECOND_MAX,0
-0.180804,0.170800,1.171932,LOOKING_FOR_SECOND_MAX,0
-0.157624,0.205936,1.165344,LOOKING_FOR_SECOND_MAX,0
-0.134200,0.247660,1.165344,LOOKING_FOR_SECOND_MAX,0
-0.102724,0.262056,1.132404,LOOKING_FOR_SECOND_MAX,0
-0.063928,0.235948,1.072624,LOOKING_FOR_SECOND_MAX,0
-0.024888,0.208376,1.013088,LOOKING_FOR_SECOND_MAX,0
0.006588,0.163236,0.931592,LOOKING_FOR_SECOND_MAX,0
0.059292,0.175436,0.941840,LOOKING_FOR_SECOND_MAX,0
0.084180,0.197884,0.968192,LOOKING_FOR_SECOND_MAX,0
0.099796,0.222040,0.985272,LOOKING_FOR_SECOND_MAX,0
0.107848,0.241316,0.982588,LOOKING_FOR_SECOND_MAX,0
0.110044,0.251808,0.970632,LOOKING_FOR_SECOND_MAX,0
0.104188,0.253028,0.957456,LOOKING_FOR_SECOND_MAX,0
0.090036,0.240096,0.947208,LOOKING_FOR_SECOND_MAX,0
0.048068,0.203008,0.933056,LOOKING_FOR_SECOND_MAX,0
0.024156,0.183732,0.921832,LOOKING_FOR_SECOND_MAX,0
0.000488,0.167628,0.914268,LOOKING_FOR_SECOND_MAX,0
-0.020740,0.163480,0.909144,LOOKING_FOR_SECOND_MAX,0
-0.044164,0.161040,0.905240,LOOKING_FOR_SECOND_MAX,0
-0.065880,0.166652,0.904020,LOOKING_FOR_SECOND_MAX,0
-0.093696,0.173240,0.876936,LOOKING_FOR_SECOND_MAX,0
-0.101260,0.171288,0.861076,LOOKING_FOR_SECOND_MAX,0
-0.106872,0.163480,0.849120,LOOKING_FOR_SECOND_MAX,0
-0.106140,0.147864,0.843264,LOOKING_FOR_SECOND_MAX,0
-0.105652,0.133224,0.840824,LOOKING_FOR_SECOND_MAX,0
-0.103700,0.113948,0.838872,LOOKING_FOR_SECOND_MAX,0
-0.086376,0.094428,0.831552,LOOKING_FOR_SECOND_MAX,0
-0.068320,0.092232,0.822768,LOOKING_FOR_SECOND_MAX,0
-0.046116,0.092964,0.815692,LOOKING_FOR_SECOND_MAX,0
-0.019764,0.099796,0.809836,LOOKING_FOR_SECOND_MAX,0
0.000976,0.107604,0.804956,LOOKING_FOR_SECOND_MAX,0
0.019032,0.113704,0.803980,LOOKING_FOR_SECOND_MAX,0
0.027572,0.113704,0.790316,LOOKING_FOR_SECOND_MAX,0
0.036112,0.105164,0.783728,LOOKING_FOR_SECOND_MAX,0
0.041968,0.099796,0.781776,LOOKING_FOR_SECOND_MAX,0
0.049044,0.092720,0.784704,LOOKING_FOR_SECOND_MAX,0
0.058560,0.089792,0.784460,LOOKING_FOR_SECOND_MAX,0
0.066124,0.092476,0.783240,LOOKING_FOR_SECOND_MAX,0
